target,query_id,query,pmid,publication_year,journal,title,query_date_utc,truncated
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31456769,2019,Frontiers in microbiology,Crystal Structure of Refolding Fusion Core of Lassa Virus GP2 and Design of Lassa Virus Fusion Inhibitors.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31462569,2019,Journal of virology,Biological Characterization of Conserved Residues within the Cytoplasmic Tail of the Pichinde Arenaviral Glycoprotein Subunit 2 (GP2).,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31511384,2019,Journal of virology,Comprehensive Interactome Analysis Reveals that STT3B Is Required for N-Glycosylation of Lassa Virus Glycoprotein.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31537423,2019,Bioorganic & medicinal chemistry letters,"SAR studies of 4-acyl-1,6-dialkylpiperazin-2-one arenavirus cell entry inhibitors.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31631785,2019,Emerging microbes & infections,"GILT restricts the cellular entry mediated by the envelope glycoproteins of SARS-CoV, Ebola virus and Lassa fever virus.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31695702,2019,Frontiers in immunology,Junin Virus Triggers Macrophage Activation and Modulates Polarization According to Viral Strain Pathogenicity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",31877348,2020,Antiviral research,The antifungal isavuconazole inhibits the entry of lassa virus by targeting the stable signal peptide-GP2 subunit interface of lassa virus glycoprotein.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",32461612,2020,Nature communications,Vulnerabilities in coronavirus glycan shields despite extensive glycosylation.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",32528827,2020,Acta pharmaceutica Sinica. B,Identification of the dietary supplement capsaicin as an inhibitor of Lassa virus entry.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",32630688,2020,Viruses,Acidic pH Triggers Lipid Mixing Mediated by Lassa Virus GP.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",32897505,2021,Virologica Sinica,Characterizing the Lassa Virus Envelope Glycoprotein Membrane Proximal External Region for Its Role in Fusogenicity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",32974605,2020,Access microbiology,The function annotations of ST3GAL4 in human LAMP1 and Lassa virus GP-C interaction from the perspective of systems virology.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",33348746,2020,Viruses,"Monitoring Viral Entry in Real-Time Using a Luciferase Recombinant Vesicular Stomatitis Virus Producing SARS-CoV-2, EBOV, LASV, CHIKV, and VSV Glycoproteins.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",33468464,2021,Antimicrobial agents and chemotherapy,Inhibition of Arenaviruses by Combinations of Orally Available Approved Drugs.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",33536168,2021,Journal of virology,Screening of Botanical Drugs against Lassa Virus Entry.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",33689141,2021,Virologica Sinica,"Effects of N-Linked Glycan on Lassa Virus Envelope Glycoprotein Cleavage, Infectivity, and Immune Response.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",33923413,2021,Viruses,Identification of Novel Antiviral Compounds Targeting Entry of Hantaviruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",34492091,2021,PLoS pathogens,The late endosome-resident lipid bis(monoacylglycero)phosphate is a cofactor for Lassa virus fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",34578260,2021,Viruses,Lassa Fever Virus Binds Matriglycan-A Polymer of Alternating Xylose and Glucuronate-On α-Dystroglycan.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",34578344,2021,Viruses,"CP100356 Hydrochloride, a P-Glycoprotein Inhibitor, Inhibits Lassa Virus Entry: Implication of a Candidate Pan-Mammarenavirus Entry Inhibitor.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35088070,2022,Bioscience reports,Lassa virus glycoprotein complex review: insights into its unique fusion machinery.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35159151,2022,Cells,Legume Lectins with Different Specificities as Potential Glycan Probes for Pathogenic Enveloped Viruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35173332,2022,Nature,Structure and receptor recognition by the Lassa virus spike complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35283811,2022,Frontiers in microbiology,Inhibition of Arenavirus Entry and Replication by the Cell-Intrinsic Restriction Factor ZMPSTE24 Is Enhanced by IFITM Antiviral Activity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35613585,2022,Cell reports,Delineating the mechanism of anti-Lassa virus GPC-A neutralizing antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35730904,2022,mBio,Neutralizing Antibodies against Lassa Virus Lineage I.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35750689,2022,Nature communications,Cell surface glycan engineering reveals that matriglycan alone can recapitulate dystroglycan binding and function.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35964711,2022,Biochimica et biophysica acta. Biomembranes,Interaction of Lassa virus fusion and membrane proximal peptides with late endosomal membranes.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",35969633,2022,PLoS pathogens,Human LAMP1 accelerates Lassa virus fusion and potently promotes fusion pore dilation upon forcing viral fusion with non-endosomal membrane.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36059532,2022,Frontiers in immunology,A platform technology for generating subunit vaccines against diverse viral pathogens.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36288168,2022,Veterinary sciences,Construction of Recombinant Rabies Virus Vectors Expressing H or F Protein of Peste des Petits Ruminants Virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36288283,2022,Science translational medicine,A cocktail of protective antibodies subverts the dense glycan shield of Lassa virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36560653,2022,Viruses,Screening and Identification of Lassa Virus Entry Inhibitors from a Fragment-Based Drug Discovery Library.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36583076,2023,Biochemistry and biophysics reports,Purification and characterization of the Lassa virus transmembrane domain.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36609657,2023,Scientific reports,A high-throughput single-particle imaging platform for antibody characterization and a novel competition assay for therapeutic antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",36838567,2023,"Molecules (Basel, Switzerland)","Design, Synthesis, and Biological Evaluation of Benzimidazole Derivatives as Potential Lassa Virus Inhibitors.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37059226,2023,Virologica Sinica,Deletion of the first glycosylation site promotes Lassa virus glycoprotein-mediated membrane fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37100973,2023,Current topics in microbiology and immunology,Lassa Virus Structural Biology and Replication.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37146034,2023,PloS one,Development of immortalized rhesus macaque kidney cells supporting infection with a panel of viruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37209096,2023,Cell reports,Structural conservation of Lassa virus glycoproteins and recognition by neutralizing antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37494374,2023,PLoS pathogens,Fusogenic structural changes in arenavirus glycoproteins are associated with viroporin activity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37728342,2023,Microbiology spectrum,A novel in vitro system of supported planar endosomal membranes (SPEMs) reveals an enhancing role for cathepsin B in the final stage of Ebola virus fusion and entry.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37734457,2024,Biochimica et biophysica acta. Biomembranes,pH-dependent conformational change within the Lassa virus transmembrane domain elicits efficient membrane fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",37972669,2024,Biotechnology advances,Influence of glycosylation on the immunogenicity and antigenicity of viral immunogens.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",38370709,2024,bioRxiv : the preprint server for biology,Deep mutational scanning reveals functional constraints and antigenic variability of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",38809021,2024,Journal of virology,"Hexestrol, an estrogen receptor agonist, inhibits Lassa virus entry.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",38851430,2024,Virologica Sinica,Identification of residues in Lassa virus glycoprotein 1 involved in receptor switch.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",38916786,2024,Biomolecular NMR assignments,Assignment of the Lassa virus transmembrane domain in the prefusion and postfusion states in detergent micelles.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39013466,2024,Immunity,Deep mutational scanning reveals functional constraints and antibody-escape potential of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39211253,2024,bioRxiv : the preprint server for biology,Cellular N-myristoyl transferases Are Required for Mammarenavirus Multiplication.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39339839,2024,Viruses,Cellular N-Myristoyl Transferases Are Required for Mammarenavirus Multiplication.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39353909,2024,Nature communications,Endosomal fusion of pH-dependent enveloped viruses requires ion channel TRPM7.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39861906,2025,Viruses,Flunarizine as a Candidate for Drug Repurposing Against Human Pathogenic Mammarenaviruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",39946735,2025,"Chemistry (Weinheim an der Bergstrasse, Germany)",The Lassa Virus Stable Signal Peptide Undergoes a Conformational Change to Aid Viral Fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",40168843,2025,EBioMedicine,Mapping the antibody response to Lassa virus vaccination of non-human primates.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",40431605,2025,Viruses,Lassa Virus Infection of Primary Human Airway Epithelial Cells.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",40482873,2025,Biochimica et biophysica acta. Biomembranes,Acidic bicelles are a suitable membrane mimic for structural studies of the Lassa virus fusion domain.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",40511941,2025,mBio,Structure and stabilization of the antigenic glycoprotein building blocks of the New World mammarenavirus spike complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",40555565,2025,Trends in immunology,Infusion of neutralization into Lassa vaccine design.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",41519139,2026,The Lancet. Infectious diseases,"Lassa fever symptomatology, viral dynamics, and host immune response (PREPARE): a prospective, observational cohort study in Liberia.",2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",41622677,2026,Biophysical journal,The Lassa virus fusion domain has structural plasticity and exploits bis(monoacylglycero)phosphate for fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L4,"(""Lassa virus"" OR LASV) AND (entry OR fusion OR glycan) AND glycoprotein",42037406,2026,Journal of virology,Griffithsin-mediated inhibition of cellular entry of hemorrhagic fever viruses and insights into its mechanisms.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",2042397,1991,Virus research,Nucleotide sequence of the S RNA of Lassa virus (Nigerian strain) and comparative analysis of arenavirus gene products.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",2741340,1989,Virology,Protection of guinea pigs from Lassa fever by vaccinia virus recombinants expressing the nucleoprotein or the envelope glycoproteins of Lassa virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",2916333,1989,Virology,Nucleotide sequence of the Lassa virus (Josiah strain) S genome RNA and amino acid sequence comparison of the N and GPC proteins to other arenaviruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",10888638,2000,Journal of virology,Genetic diversity among Lassa virus strains.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",11070044,2000,Journal of virology,Identification of a novel consensus sequence at the cleavage site of the Lassa virus glycoprotein.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",27161536,2016,Nature communications,Most neutralizing human monoclonal antibodies target novel epitopes requiring both Lassa virus glycoprotein subunits.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",30576397,2018,PLoS pathogens,A potent Lassa virus antiviral targets an arenavirus virulence determinant.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",31398326,2019,Cell,Convergent Structures Illuminate Features for Germline Antibody Binding and Pan-Lassa Virus Neutralization.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",32244402,2020,Viruses,Inter-Lineage Variation of Lassa Virus Glycoprotein Epitopes: A Challenge to Lassa Virus Vaccine Development.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",32269122,2020,Journal of virology,Identification of Common CD8(+) T Cell Epitopes from Lassa Fever Survivors in Nigeria and Sierra Leone.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",32802410,2020,NPJ vaccines,Adjuvant formulated virus-like particles expressing native-like forms of the Lassa virus envelope surface glycoprotein are immunogenic and induce antibodies with broadly neutralizing activity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",35613585,2022,Cell reports,Delineating the mechanism of anti-Lassa virus GPC-A neutralizing antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",38606475,2024,Expert opinion on drug discovery,Treatment of highly virulent mammarenavirus infections-status quo and future directions.,2026-05-01T06:38:30Z,0
Lassa_GPC,L5,"""Lassa virus"" AND (Josiah OR lineage) AND envelope",39013466,2024,Immunity,Deep mutational scanning reveals functional constraints and antibody-escape potential of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19264660,2009,The Journal of general virology,On a mouse monoclonal antibody that neutralizes all four dengue virus serotypes.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19386704,2009,Journal of virology,Human monoclonal antibodies against West Nile virus induced by natural infection neutralize at a postattachment step.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19409841,2009,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Highly specific detection of antibodies to tick-borne encephalitis (TBE) virus in humans using a domain III antigen and a sensitive immune complex (IC) ELISA.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19478866,2009,PLoS pathogens,A therapeutic antibody against west nile virus neutralizes infection by blocking fusion within endosomes.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19497647,2009,Vaccine,Coimmunization with an optimized IL15 plasmid adjuvant enhances humoral immunity via stimulating B cells induced by genetically engineered DNA vaccines expressing consensus JEV and WNV E DIII.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19527169,2009,The Journal of infectious diseases,Development of resistance to passive therapy with a potently neutralizing humanized monoclonal antibody against West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19535627,2009,"Journal of immunology (Baltimore, Md. : 1950)",Fusion loop peptide of the West Nile virus envelope protein is essential for pathogenesis and is recognized by a therapeutic cross-reactive human monoclonal antibody.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19641099,2009,Clinical and vaccine immunology : CVI,Immunogenicity and protective efficacy of a recombinant subunit West Nile virus vaccine in rhesus monkeys.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19647801,2009,Microbes and infection,Effects of the number of amino acid residues in the signal segment upstream or downstream of the NS2B-3 cleavage site on production and secretion of prM/M-E virus-like particles of West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19656495,2009,Vaccine,DNA vaccines expressing retrovirus-like particles are efficient immunogens to induce neutralizing antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19713934,2009,The EMBO journal,Structural basis for the preferential recognition of immature flaviviruses by a fusion-loop antibody.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19893892,2009,Anais da Academia Brasileira de Ciencias,Membrane and envelope virus proteins co-expressed as lysosome associated membrane protein (LAMP) fused antigens: a potential tool to develop DNA vaccines against flaviviruses.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19896447,2010,Vaccine,Development and characterization of non-glycosylated E and NS1 mutant viruses as a potential candidate vaccine for West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19941401,2009,Acta virologica,Early death of Japanese encephalitis virus-infected mice administered a neutralizing cross-reactive monoclonal antibody against glycoprotein E.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19956725,2009,PLoS pathogens,Capturing a flavivirus pre-fusion intermediate.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",19969003,2010,Journal of molecular biology,PCP consensus sequences of flaviviruses: correlating variance with vector competence and disease phenotype.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20095149,2009,Avian diseases,Oral and parenteral immunization of chickens (Gallus gallus) against West Nile virus with recombinant envelope protein.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20133644,2010,Proceedings of the National Academy of Sciences of the United States of America,Monoclonal antibody produced in plants efficiently treats West Nile virus infection in mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20170681,2010,Journal of virological methods,Evaluation of an enzyme-linked immunosorbent assay for detection of West Nile virus infection based on a recombinant envelope protein produced in Trichoplusia ni larvae.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20212098,2010,"Journal of immunology (Baltimore, Md. : 1950)",Single-chain HLA-A2 MHC trimers that incorporate an immundominant peptide elicit protective T cell immunity against lethal West Nile virus infection.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20331473,2010,Immunology,Chimeric vaccine composed of viral peptide and mammalian heat-shock protein 60 peptide protects against West Nile virus challenge.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20350945,2010,Antimicrobial agents and chemotherapy,"Safety and pharmacokinetics of single intravenous dose of MGAWN1, a novel monoclonal antibody to West Nile virus.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20369024,2010,PLoS pathogens,The development of therapeutic antibodies that neutralize homologous and heterologous genotypes of dengue virus type 1.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20447672,2010,Virology,"Role of BC loop residues in structure, function and antigenicity of the West Nile virus envelope protein receptor-binding domain III.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20462412,2010,Virology journal,Enhancement of anti-DIII antibodies by the C3d derivative P28 results in lower viral titers and augments protection in mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20505850,2009,Journal of antivirals & antiretrovirals,Human Monoclonal Fab Antibodies Against West Nile Virus and its Neutralizing Activity Analyzed in Vitro and in Vivo.,2026-05-01T06:38:30Z,1
