decile,n,prevalence,prev_lo,prev_hi,window_prev,enrichment,method,pathogen,base_rate
4,126,0.023809523809523808,0.0,0.047619047619047616,0.25396825396825395,1.199047619047619,full-10,SARS-CoV-2,0.019857029388403495
5,126,0.015873015873015872,0.0,0.03968253968253968,0.24603174603174602,0.7993650793650793,full-10,SARS-CoV-2,0.019857029388403495
6,126,0.007936507936507936,0.0,0.024007936507936325,0.18253968253968253,0.39968253968253964,full-10,SARS-CoV-2,0.019857029388403495
7,126,0.007936507936507936,0.0,0.031746031746031744,0.2222222222222222,0.39968253968253964,full-10,SARS-CoV-2,0.019857029388403495
8,126,0.0,0.0,0.0,0.24603174603174602,0.0,full-10,SARS-CoV-2,0.019857029388403495
9,126,0.031746031746031744,0.007936507936507936,0.06349206349206349,0.30952380952380953,1.5987301587301586,full-10,SARS-CoV-2,0.019857029388403495
0,54,0.018518518518518517,0.0,0.05555555555555555,0.09259259259259259,0.4022222222222222,full-10,H3N2,0.04604051565377532
1,54,0.0,0.0,0.0,0.037037037037037035,0.0,full-10,H3N2,0.04604051565377532
2,54,0.018518518518518517,0.0,0.05555555555555555,0.12962962962962962,0.4022222222222222,full-10,H3N2,0.04604051565377532
3,55,0.01818181818181818,0.0,0.05454545454545454,0.07272727272727272,0.3949090909090909,full-10,H3N2,0.04604051565377532
4,54,0.018518518518518517,0.0,0.05555555555555555,0.2037037037037037,0.4022222222222222,full-10,H3N2,0.04604051565377532
5,54,0.037037037037037035,0.0,0.09259259259259259,0.14814814814814814,0.8044444444444444,full-10,H3N2,0.04604051565377532
6,55,0.03636363636363636,0.0,0.09090909090909091,0.14545454545454545,0.7898181818181818,full-10,H3N2,0.04604051565377532
7,54,0.12962962962962962,0.05555555555555555,0.2222222222222222,0.16666666666666666,2.8155555555555556,full-10,H3N2,0.04604051565377532
8,54,0.05555555555555555,0.0,0.12962962962962962,0.2222222222222222,1.2066666666666666,full-10,H3N2,0.04604051565377532
9,55,0.12727272727272726,0.05454545454545454,0.21818181818181817,0.36363636363636365,2.764363636363636,full-10,H3N2,0.04604051565377532
0,53,0.0,0.0,0.0,0.018867924528301886,0.0,full-10,Norovirus,0.027985074626865673
1,54,0.0,0.0,0.0,0.037037037037037035,0.0,full-10,Norovirus,0.027985074626865673
2,53,0.0,0.0,0.0,0.16981132075471697,0.0,full-10,Norovirus,0.027985074626865673
3,54,0.0,0.0,0.0,0.2222222222222222,0.0,full-10,Norovirus,0.027985074626865673
4,53,0.018867924528301886,0.0,0.05660377358490566,0.16981132075471697,0.6742138364779874,full-10,Norovirus,0.027985074626865673
5,54,0.018518518518518517,0.0,0.05555555555555555,0.037037037037037035,0.6617283950617283,full-10,Norovirus,0.027985074626865673
6,54,0.018518518518518517,0.0,0.05555555555555555,0.2222222222222222,0.6617283950617283,full-10,Norovirus,0.027985074626865673
7,53,0.018867924528301886,0.0,0.05707547169811278,0.22641509433962265,0.6742138364779874,full-10,Norovirus,0.027985074626865673
8,54,0.037037037037037035,0.0,0.09259259259259259,0.4074074074074074,1.3234567901234566,full-10,Norovirus,0.027985074626865673
9,54,0.16666666666666666,0.07407407407407407,0.2597222222222218,0.7037037037037037,5.955555555555555,full-10,Norovirus,0.027985074626865673
0,44,0.0,0.0,0.0,0.0,0.0,full-10,HIV-1,0.051111111111111114
1,45,0.0,0.0,0.0,0.06666666666666667,0.0,full-10,HIV-1,0.051111111111111114
2,45,0.044444444444444446,0.0,0.1111111111111111,0.1111111111111111,0.8695652173913043,full-10,HIV-1,0.051111111111111114
3,45,0.06666666666666667,0.0,0.1338888888888884,0.24444444444444444,1.3043478260869563,full-10,HIV-1,0.051111111111111114
4,45,0.022222222222222223,0.0,0.06666666666666667,0.3333333333333333,0.43478260869565216,full-10,HIV-1,0.051111111111111114
5,45,0.06666666666666667,0.0,0.15555555555555556,0.26666666666666666,1.3043478260869563,full-10,HIV-1,0.051111111111111114
6,45,0.06666666666666667,0.0,0.13333333333333333,0.35555555555555557,1.3043478260869563,full-10,HIV-1,0.051111111111111114
7,45,0.044444444444444446,0.0,0.1111111111111111,0.37777777777777777,0.8695652173913043,full-10,HIV-1,0.051111111111111114
8,45,0.1111111111111111,0.022222222222222223,0.2,0.6444444444444445,2.1739130434782608,full-10,HIV-1,0.051111111111111114
9,46,0.08695652173913043,0.021739130434782608,0.17391304347826086,0.6304347826086957,1.7013232514177692,full-10,HIV-1,0.051111111111111114
0,48,0.0,0.0,0.0,0.0625,0.0,full-10,Dengue,0.04897959183673469
1,49,0.04081632653061224,0.0,0.10204081632653061,0.3673469387755102,0.8333333333333333,full-10,Dengue,0.04897959183673469
2,49,0.04081632653061224,0.0,0.10204081632653061,0.32653061224489793,0.8333333333333333,full-10,Dengue,0.04897959183673469
3,49,0.02040816326530612,0.0,0.061224489795918366,0.40816326530612246,0.41666666666666663,full-10,Dengue,0.04897959183673469
4,49,0.02040816326530612,0.0,0.061224489795918366,0.3877551020408163,0.41666666666666663,full-10,Dengue,0.04897959183673469
5,49,0.04081632653061224,0.0,0.10204081632653061,0.4489795918367347,0.8333333333333333,full-10,Dengue,0.04897959183673469
6,49,0.061224489795918366,0.0,0.14285714285714285,0.4489795918367347,1.25,full-10,Dengue,0.04897959183673469
7,49,0.061224489795918366,0.0,0.14285714285714285,0.42857142857142855,1.25,full-10,Dengue,0.04897959183673469
8,49,0.10204081632653061,0.02040816326530612,0.1836734693877551,0.5510204081632653,2.0833333333333335,full-10,Dengue,0.04897959183673469
9,50,0.1,0.02,0.2,0.64,2.041666666666667,full-10,Dengue,0.04897959183673469
0,54,0.1111111111111111,0.037037037037037035,0.2037037037037037,0.3148148148148148,3.0555555555555554,full-10,RSV,0.03636363636363636
1,55,0.09090909090909091,0.01818181818181818,0.16363636363636364,0.23636363636363636,2.5,full-10,RSV,0.03636363636363636
2,55,0.0,0.0,0.0,0.2909090909090909,0.0,full-10,RSV,0.03636363636363636
3,55,0.03636363636363636,0.0,0.09090909090909091,0.23636363636363636,1.0,full-10,RSV,0.03636363636363636
4,55,0.03636363636363636,0.0,0.09090909090909091,0.21818181818181817,1.0,full-10,RSV,0.03636363636363636
5,55,0.0,0.0,0.0,0.2,0.0,full-10,RSV,0.03636363636363636
6,55,0.03636363636363636,0.0,0.09090909090909091,0.2909090909090909,1.0,full-10,RSV,0.03636363636363636
7,55,0.01818181818181818,0.0,0.05454545454545454,0.10909090909090909,0.5,full-10,RSV,0.03636363636363636
8,55,0.03636363636363636,0.0,0.09090909090909091,0.18181818181818182,1.0,full-10,RSV,0.03636363636363636
9,56,0.0,0.0,0.0,0.05357142857142857,0.0,full-10,RSV,0.03636363636363636
0,55,0.0,0.0,0.0,0.0,0.0,full-10,Influenza_B,0.030357142857142857
1,56,0.0,0.0,0.0,0.03571428571428571,0.0,full-10,Influenza_B,0.030357142857142857
2,56,0.0,0.0,0.0,0.05357142857142857,0.0,full-10,Influenza_B,0.030357142857142857
3,56,0.0,0.0,0.0,0.07142857142857142,0.0,full-10,Influenza_B,0.030357142857142857
4,56,0.0,0.0,0.0,0.17857142857142858,0.0,full-10,Influenza_B,0.030357142857142857
5,56,0.05357142857142857,0.0,0.125,0.25,1.7647058823529411,full-10,Influenza_B,0.030357142857142857
6,56,0.03571428571428571,0.0,0.08928571428571429,0.17857142857142858,1.1764705882352942,full-10,Influenza_B,0.030357142857142857
7,56,0.03571428571428571,0.0,0.08928571428571429,0.19642857142857142,1.1764705882352942,full-10,Influenza_B,0.030357142857142857
8,56,0.03571428571428571,0.0,0.08928571428571429,0.26785714285714285,1.1764705882352942,full-10,Influenza_B,0.030357142857142857
9,57,0.14035087719298245,0.05263157894736842,0.24561403508771928,0.47368421052631576,4.6233230134158925,full-10,Influenza_B,0.030357142857142857
0,132,0.0,0.0,0.0,0.030303030303030304,0.0,full-10,MERS,0.006766917293233083
1,133,0.015037593984962405,0.0,0.03759398496240601,0.022556390977443608,2.2222222222222223,full-10,MERS,0.006766917293233083
2,133,0.0,0.0,0.0,0.03007518796992481,0.0,full-10,MERS,0.006766917293233083
3,133,0.0,0.0,0.0,0.045112781954887216,0.0,full-10,MERS,0.006766917293233083
4,133,0.007518796992481203,0.0,0.022556390977443608,0.03759398496240601,1.1111111111111112,full-10,MERS,0.006766917293233083
5,133,0.0,0.0,0.0,0.08270676691729323,0.0,full-10,MERS,0.006766917293233083
6,133,0.007518796992481203,0.0,0.022556390977443608,0.09022556390977443,1.1111111111111112,full-10,MERS,0.006766917293233083
7,133,0.007518796992481203,0.0,0.022556390977443608,0.07518796992481203,1.1111111111111112,full-10,MERS,0.006766917293233083
8,133,0.022556390977443608,0.0,0.05263157894736842,0.09022556390977443,3.333333333333333,full-10,MERS,0.006766917293233083
9,134,0.007462686567164179,0.0,0.022388059701492536,0.08208955223880597,1.1028192371475953,full-10,MERS,0.006766917293233083
0,33,0.18181818181818182,0.06060606060606061,0.3333333333333333,0.21212121212121213,1.144781144781145,full-10,HCV,0.1588235294117647
1,34,0.08823529411764706,0.0,0.20588235294117646,0.20588235294117646,0.5555555555555556,full-10,HCV,0.1588235294117647
2,34,0.2647058823529412,0.14632352941176474,0.4124999999999993,0.29411764705882354,1.6666666666666667,full-10,HCV,0.1588235294117647
3,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.20588235294117646,0.7407407407407408,full-10,HCV,0.1588235294117647
4,34,0.08823529411764706,0.0,0.17647058823529413,0.14705882352941177,0.5555555555555556,full-10,HCV,0.1588235294117647
5,34,0.08823529411764706,0.0,0.20588235294117646,0.20588235294117646,0.5555555555555556,full-10,HCV,0.1588235294117647
6,34,0.08823529411764706,0.0,0.17647058823529413,0.17647058823529413,0.5555555555555556,full-10,HCV,0.1588235294117647
7,34,0.08823529411764706,0.0,0.20588235294117646,0.17647058823529413,0.5555555555555556,full-10,HCV,0.1588235294117647
8,34,0.2647058823529412,0.11764705882352941,0.4117647058823529,0.4117647058823529,1.6666666666666667,full-10,HCV,0.1588235294117647
9,35,0.3142857142857143,0.17142857142857143,0.4857142857142857,0.45714285714285713,1.9788359788359788,full-10,HCV,0.1588235294117647
0,45,0.1111111111111111,0.022222222222222223,0.2,0.4222222222222222,1.8600823045267487,full-10,Zika,0.059734513274336286
1,45,0.06666666666666667,0.0,0.13333333333333333,0.3333333333333333,1.1160493827160494,full-10,Zika,0.059734513274336286
2,45,0.022222222222222223,0.0,0.06666666666666667,0.4222222222222222,0.3720164609053498,full-10,Zika,0.059734513274336286
3,45,0.022222222222222223,0.0,0.08888888888888889,0.28888888888888886,0.3720164609053498,full-10,Zika,0.059734513274336286
4,45,0.044444444444444446,0.0,0.1111111111111111,0.3111111111111111,0.7440329218106996,full-10,Zika,0.059734513274336286
5,46,0.043478260869565216,0.0,0.10869565217391304,0.41304347826086957,0.7278582930756843,full-10,Zika,0.059734513274336286
6,45,0.1111111111111111,0.022222222222222223,0.2,0.3111111111111111,1.8600823045267487,full-10,Zika,0.059734513274336286
7,45,0.022222222222222223,0.0,0.06666666666666667,0.37777777777777777,0.3720164609053498,full-10,Zika,0.059734513274336286
8,45,0.1111111111111111,0.022222222222222223,0.2222222222222222,0.4,1.8600823045267487,full-10,Zika,0.059734513274336286
9,46,0.043478260869565216,0.0,0.10869565217391304,0.45652173913043476,0.7278582930756843,full-10,Zika,0.059734513274336286
0,49,0.1836734693877551,0.08163265306122448,0.2857142857142857,0.4897959183673469,2.3124018838304554,full-10,Rabies,0.07942973523421588
1,49,0.08163265306122448,0.02040816326530612,0.16326530612244897,0.30612244897959184,1.0277341705913134,full-10,Rabies,0.07942973523421588
2,49,0.14285714285714285,0.04081632653061224,0.24489795918367346,0.3877551020408163,1.7985347985347986,full-10,Rabies,0.07942973523421588
3,49,0.10204081632653061,0.02040816326530612,0.1836734693877551,0.4489795918367347,1.284667713239142,full-10,Rabies,0.07942973523421588
4,49,0.12244897959183673,0.04081632653061224,0.20408163265306123,0.42857142857142855,1.5416012558869703,full-10,Rabies,0.07942973523421588
5,49,0.04081632653061224,0.0,0.10204081632653061,0.32653061224489793,0.5138670852956567,full-10,Rabies,0.07942973523421588
6,49,0.0,0.0,0.0,0.22448979591836735,0.0,full-10,Rabies,0.07942973523421588
7,49,0.04081632653061224,0.0,0.10204081632653061,0.3673469387755102,0.5138670852956567,full-10,Rabies,0.07942973523421588
8,49,0.04081632653061224,0.0,0.10204081632653061,0.30612244897959184,0.5138670852956567,full-10,Rabies,0.07942973523421588
9,50,0.04,0.0,0.1,0.12,0.5035897435897436,full-10,Rabies,0.07942973523421588
0,26,0.07692307692307693,0.0,0.19230769230769232,0.5,0.7435897435897436,full-10,EV-A71,0.10344827586206896
1,26,0.038461538461538464,0.0,0.11538461538461539,0.5,0.3717948717948718,full-10,EV-A71,0.10344827586206896
2,26,0.07692307692307693,0.0,0.19230769230769232,0.6153846153846154,0.7435897435897436,full-10,EV-A71,0.10344827586206896
3,26,0.19230769230769232,0.038461538461538464,0.34615384615384615,0.6923076923076923,1.858974358974359,full-10,EV-A71,0.10344827586206896
4,26,0.07692307692307693,0.0,0.19230769230769232,0.23076923076923078,0.7435897435897436,full-10,EV-A71,0.10344827586206896
5,26,0.07692307692307693,0.0,0.19230769230769232,0.3076923076923077,0.7435897435897436,full-10,EV-A71,0.10344827586206896
6,26,0.15384615384615385,0.038461538461538464,0.3076923076923077,0.7307692307692307,1.4871794871794872,full-10,EV-A71,0.10344827586206896
7,26,0.07692307692307693,0.0,0.19230769230769232,0.5769230769230769,0.7435897435897436,full-10,EV-A71,0.10344827586206896
8,26,0.11538461538461539,0.0,0.23076923076923078,0.38461538461538464,1.1153846153846154,full-10,EV-A71,0.10344827586206896
9,27,0.14814814814814814,0.037037037037037035,0.2962962962962963,0.48148148148148145,1.4320987654320987,full-10,EV-A71,0.10344827586206896
0,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
1,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
2,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
3,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
4,1211,0.018992568125516102,0.011560693641618497,0.026424442609413706,0.21056977704376548,0.956465730800991,freq-only,SARS-CoV-2,0.019857029388403495
5,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
6,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
7,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
8,0,,,,,,freq-only,SARS-CoV-2,0.019857029388403495
9,48,0.041666666666666664,0.0,0.10416666666666667,0.2916666666666667,2.098333333333333,freq-only,SARS-CoV-2,0.019857029388403495
0,72,0.013888888888888888,0.0,0.041666666666666664,0.08333333333333333,0.30166666666666664,freq-only,H3N2,0.04604051565377532
1,36,0.1388888888888889,0.027777777777777776,0.2777777777777778,0.2222222222222222,3.0166666666666666,freq-only,H3N2,0.04604051565377532
2,52,0.038461538461538464,0.0,0.09615384615384616,0.17307692307692307,0.8353846153846154,freq-only,H3N2,0.04604051565377532
3,56,0.03571428571428571,0.0,0.08928571428571429,0.17857142857142858,0.7757142857142857,freq-only,H3N2,0.04604051565377532
4,56,0.017857142857142856,0.0,0.05357142857142857,0.07142857142857142,0.38785714285714284,freq-only,H3N2,0.04604051565377532
5,54,0.018518518518518517,0.0,0.05555555555555555,0.14814814814814814,0.4022222222222222,freq-only,H3N2,0.04604051565377532
6,54,0.09259259259259259,0.018518518518518517,0.18518518518518517,0.16666666666666666,2.011111111111111,freq-only,H3N2,0.04604051565377532
7,54,0.037037037037037035,0.0,0.09259259259259259,0.1111111111111111,0.8044444444444444,freq-only,H3N2,0.04604051565377532
8,54,0.0,0.0,0.0,0.09259259259259259,0.0,freq-only,H3N2,0.04604051565377532
9,55,0.10909090909090909,0.03636363636363636,0.2,0.38181818181818183,2.3694545454545453,freq-only,H3N2,0.04604051565377532
0,0,,,,,,freq-only,Norovirus,0.027985074626865673
1,0,,,,,,freq-only,Norovirus,0.027985074626865673
2,214,0.014018691588785047,0.0,0.03271028037383177,0.1542056074766355,0.5009345794392523,freq-only,Norovirus,0.027985074626865673
3,0,,,,,,freq-only,Norovirus,0.027985074626865673
4,98,0.01020408163265306,0.0,0.030612244897959183,0.09183673469387756,0.364625850340136,freq-only,Norovirus,0.027985074626865673
5,0,,,,,,freq-only,Norovirus,0.027985074626865673
6,58,0.0,0.0,0.0,0.1896551724137931,0.0,freq-only,Norovirus,0.027985074626865673
7,57,0.017543859649122806,0.0,0.05263157894736842,0.2631578947368421,0.6269005847953216,freq-only,Norovirus,0.027985074626865673
8,55,0.01818181818181818,0.0,0.05454545454545454,0.32727272727272727,0.6496969696969697,freq-only,Norovirus,0.027985074626865673
9,54,0.16666666666666666,0.07407407407407407,0.25925925925925924,0.6111111111111112,5.955555555555555,freq-only,Norovirus,0.027985074626865673
0,69,0.0,0.0,0.0,0.057971014492753624,0.0,freq-only,HIV-1,0.051111111111111114
1,20,0.0,0.0,0.0,0.0,0.0,freq-only,HIV-1,0.051111111111111114
2,47,0.0851063829787234,0.02127659574468085,0.1702127659574468,0.19148936170212766,1.6651248843663273,freq-only,HIV-1,0.051111111111111114
3,43,0.0,0.0,0.0,0.23255813953488372,0.0,freq-only,HIV-1,0.051111111111111114
4,50,0.0,0.0,0.0,0.14,0.0,freq-only,HIV-1,0.051111111111111114
5,37,0.10810810810810811,0.02702702702702703,0.21621621621621623,0.5675675675675675,2.1151586368977675,freq-only,HIV-1,0.051111111111111114
6,49,0.0,0.0,0.0,0.16326530612244897,0.0,freq-only,HIV-1,0.051111111111111114
7,44,0.11363636363636363,0.022727272727272728,0.22727272727272727,0.4772727272727273,2.2233201581027666,freq-only,HIV-1,0.051111111111111114
8,45,0.1111111111111111,0.022222222222222223,0.2222222222222222,0.5111111111111111,2.1739130434782608,freq-only,HIV-1,0.051111111111111114
9,46,0.10869565217391304,0.021739130434782608,0.1956521739130435,0.7391304347826086,2.1266540642722114,freq-only,HIV-1,0.051111111111111114
0,0,,,,,,freq-only,Dengue,0.04897959183673469
1,124,0.04032258064516129,0.008064516129032258,0.08064516129032258,0.24193548387096775,0.823252688172043,freq-only,Dengue,0.04897959183673469
2,0,,,,,,freq-only,Dengue,0.04897959183673469
3,73,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.5205479452054794,1.1187214611872147,freq-only,Dengue,0.04897959183673469
4,49,0.0,0.0,0.0,0.2857142857142857,0.0,freq-only,Dengue,0.04897959183673469
5,49,0.02040816326530612,0.0,0.061224489795918366,0.3673469387755102,0.41666666666666663,freq-only,Dengue,0.04897959183673469
6,45,0.08888888888888889,0.022222222222222223,0.17777777777777778,0.5555555555555556,1.8148148148148149,freq-only,Dengue,0.04897959183673469
7,53,0.05660377358490566,0.0,0.1320754716981132,0.4716981132075472,1.1556603773584906,freq-only,Dengue,0.04897959183673469
8,45,0.06666666666666667,0.0,0.15555555555555556,0.4444444444444444,1.3611111111111112,freq-only,Dengue,0.04897959183673469
9,52,0.07692307692307693,0.019230769230769232,0.15384615384615385,0.5769230769230769,1.5705128205128207,freq-only,Dengue,0.04897959183673469
0,101,0.09900990099009901,0.039603960396039604,0.15841584158415842,0.27722772277227725,2.722772277227723,freq-only,RSV,0.03636363636363636
1,9,0.0,0.0,0.0,0.0,0.0,freq-only,RSV,0.03636363636363636
2,54,0.07407407407407407,0.018518518518518517,0.14814814814814814,0.4074074074074074,2.037037037037037,freq-only,RSV,0.03636363636363636
3,55,0.01818181818181818,0.0,0.05454545454545454,0.2909090909090909,0.5,freq-only,RSV,0.03636363636363636
4,55,0.0,0.0,0.0,0.2545454545454545,0.0,freq-only,RSV,0.03636363636363636
5,55,0.05454545454545454,0.0,0.12727272727272726,0.2909090909090909,1.5,freq-only,RSV,0.03636363636363636
6,55,0.01818181818181818,0.0,0.05454545454545454,0.14545454545454545,0.5,freq-only,RSV,0.03636363636363636
7,55,0.0,0.0,0.0,0.10909090909090909,0.0,freq-only,RSV,0.03636363636363636
8,55,0.01818181818181818,0.0,0.05454545454545454,0.05454545454545454,0.5,freq-only,RSV,0.03636363636363636
9,56,0.0,0.0,0.0,0.07142857142857142,0.0,freq-only,RSV,0.03636363636363636
0,27,0.037037037037037035,0.0,0.1111111111111111,0.037037037037037035,1.2200435729847494,freq-only,Influenza_B,0.030357142857142857
1,88,0.0,0.0,0.0,0.0,0.0,freq-only,Influenza_B,0.030357142857142857
2,50,0.0,0.0,0.0,0.12,0.0,freq-only,Influenza_B,0.030357142857142857
3,56,0.0,0.0,0.0,0.07142857142857142,0.0,freq-only,Influenza_B,0.030357142857142857
4,60,0.016666666666666666,0.0,0.05,0.06666666666666667,0.5490196078431373,freq-only,Influenza_B,0.030357142857142857
5,54,0.037037037037037035,0.0,0.09259259259259259,0.14814814814814814,1.2200435729847494,freq-only,Influenza_B,0.030357142857142857
6,64,0.015625,0.0,0.046875,0.234375,0.5147058823529412,freq-only,Influenza_B,0.030357142857142857
7,48,0.020833333333333332,0.0,0.0625,0.3541666666666667,0.6862745098039216,freq-only,Influenza_B,0.030357142857142857
8,56,0.07142857142857142,0.017857142857142856,0.14285714285714285,0.30357142857142855,2.3529411764705883,freq-only,Influenza_B,0.030357142857142857
9,57,0.12280701754385964,0.05263157894736842,0.21052631578947367,0.42105263157894735,4.045407636738906,freq-only,Influenza_B,0.030357142857142857
0,113,0.008849557522123894,0.0,0.02654867256637168,0.07964601769911504,1.3077679449360866,freq-only,MERS,0.006766917293233083
1,101,0.019801980198019802,0.0,0.04950495049504951,0.0891089108910891,2.9262926292629263,freq-only,MERS,0.006766917293233083
2,0,,,,,,freq-only,MERS,0.006766917293233083
3,422,0.0,0.0,0.0,0.0,0.0,freq-only,MERS,0.006766917293233083
4,0,,,,,,freq-only,MERS,0.006766917293233083
5,0,,,,,,freq-only,MERS,0.006766917293233083
6,411,0.009732360097323601,0.0024330900243309003,0.019464720194647202,0.08029197080291971,1.4382265477155989,freq-only,MERS,0.006766917293233083
7,0,,,,,,freq-only,MERS,0.006766917293233083
8,142,0.007042253521126761,0.0,0.02112676056338028,0.09154929577464789,1.0406885758998434,freq-only,MERS,0.006766917293233083
9,141,0.0070921985815602835,0.0,0.02127659574468085,0.09929078014184398,1.0480693459416863,freq-only,MERS,0.006766917293233083
0,9,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.6995884773662552,freq-only,HCV,0.1588235294117647
1,82,0.12195121951219512,0.06097560975609756,0.1951219512195122,0.18292682926829268,0.7678410117434508,freq-only,HCV,0.1588235294117647
2,0,,,,,,freq-only,HCV,0.1588235294117647
3,60,0.06666666666666667,0.016666666666666666,0.15,0.13333333333333333,0.4197530864197531,freq-only,HCV,0.1588235294117647
4,0,,,,,,freq-only,HCV,0.1588235294117647
5,52,0.07692307692307693,0.019230769230769232,0.15384615384615385,0.1346153846153846,0.48433048433048437,freq-only,HCV,0.1588235294117647
6,35,0.14285714285714285,0.05642857142857147,0.2571428571428571,0.2571428571428571,0.8994708994708994,freq-only,HCV,0.1588235294117647
7,33,0.12121212121212122,0.030303030303030304,0.24242424242424243,0.24242424242424243,0.7631874298540966,freq-only,HCV,0.1588235294117647
8,34,0.23529411764705882,0.11764705882352941,0.38235294117647056,0.38235294117647056,1.4814814814814816,freq-only,HCV,0.1588235294117647
9,35,0.5142857142857142,0.34285714285714286,0.6857142857142857,0.6285714285714286,3.238095238095238,freq-only,HCV,0.1588235294117647
0,22,0.045454545454545456,0.0,0.13636363636363635,0.2727272727272727,0.7609427609427609,freq-only,Zika,0.059734513274336286
1,0,,,,,,freq-only,Zika,0.059734513274336286
2,0,,,,,,freq-only,Zika,0.059734513274336286
3,0,,,,,,freq-only,Zika,0.059734513274336286
4,396,0.06060606060606061,0.03787878787878788,0.08585858585858586,0.3787878787878788,1.0145903479236813,freq-only,Zika,0.059734513274336286
5,0,,,,,,freq-only,Zika,0.059734513274336286
6,0,,,,,,freq-only,Zika,0.059734513274336286
7,0,,,,,,freq-only,Zika,0.059734513274336286
8,0,,,,,,freq-only,Zika,0.059734513274336286
9,34,0.058823529411764705,0.0,0.14705882352941177,0.38235294117647056,0.9847494553376905,freq-only,Zika,0.059734513274336286
0,73,0.136986301369863,0.0684931506849315,0.2191780821917808,0.410958904109589,1.7246224095539164,freq-only,Rabies,0.07942973523421588
1,26,0.038461538461538464,0.0,0.11538461538461539,0.3076923076923077,0.4842209072978304,freq-only,Rabies,0.07942973523421588
2,49,0.14285714285714285,0.061224489795918366,0.24489795918367346,0.46938775510204084,1.7985347985347986,freq-only,Rabies,0.07942973523421588
3,48,0.125,0.041666666666666664,0.22916666666666666,0.375,1.5737179487179487,freq-only,Rabies,0.07942973523421588
4,49,0.08163265306122448,0.02040816326530612,0.16326530612244897,0.3469387755102041,1.0277341705913134,freq-only,Rabies,0.07942973523421588
5,49,0.061224489795918366,0.0,0.14285714285714285,0.22448979591836735,0.7708006279434851,freq-only,Rabies,0.07942973523421588
6,49,0.02040816326530612,0.0,0.061224489795918366,0.32653061224489793,0.25693354264782836,freq-only,Rabies,0.07942973523421588
7,49,0.08163265306122448,0.02040816326530612,0.16326530612244897,0.40816326530612246,1.0277341705913134,freq-only,Rabies,0.07942973523421588
8,49,0.02040816326530612,0.0,0.061224489795918366,0.3469387755102041,0.25693354264782836,freq-only,Rabies,0.07942973523421588
9,50,0.04,0.0,0.1,0.14,0.5035897435897436,freq-only,Rabies,0.07942973523421588
0,0,,,,,,freq-only,EV-A71,0.10344827586206896
1,98,0.09183673469387756,0.04081632653061224,0.14311224489795896,0.5510204081632653,0.8877551020408164,freq-only,EV-A71,0.10344827586206896
2,0,,,,,,freq-only,EV-A71,0.10344827586206896
3,0,,,,,,freq-only,EV-A71,0.10344827586206896
4,49,0.08163265306122448,0.02040816326530612,0.16326530612244897,0.5102040816326531,0.7891156462585034,freq-only,EV-A71,0.10344827586206896
5,8,0.25,0.0,0.5,0.625,2.4166666666666665,freq-only,EV-A71,0.10344827586206896
6,28,0.07142857142857142,0.0,0.17857142857142858,0.5357142857142857,0.6904761904761905,freq-only,EV-A71,0.10344827586206896
7,20,0.15,0.0,0.35,0.45,1.45,freq-only,EV-A71,0.10344827586206896
8,32,0.15625,0.03125,0.3125,0.4375,1.5104166666666667,freq-only,EV-A71,0.10344827586206896
9,26,0.07692307692307693,0.0,0.19230769230769232,0.34615384615384615,0.7435897435897436,freq-only,EV-A71,0.10344827586206896
0,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
1,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
2,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
3,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
4,1211,0.018992568125516102,0.011560693641618497,0.027250206440957887,0.21056977704376548,0.956465730800991,entropy-only,SARS-CoV-2,0.019857029388403495
5,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
6,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
7,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
8,0,,,,,,entropy-only,SARS-CoV-2,0.019857029388403495
9,48,0.041666666666666664,0.0,0.10416666666666667,0.2916666666666667,2.098333333333333,entropy-only,SARS-CoV-2,0.019857029388403495
0,60,0.016666666666666666,0.0,0.05,0.1,0.362,entropy-only,H3N2,0.04604051565377532
1,50,0.12,0.04,0.22,0.28,2.6064,entropy-only,H3N2,0.04604051565377532
2,52,0.07692307692307693,0.019230769230769232,0.15384615384615385,0.1346153846153846,1.6707692307692308,entropy-only,H3N2,0.04604051565377532
3,55,0.0,0.0,0.0,0.07272727272727272,0.0,entropy-only,H3N2,0.04604051565377532
4,54,0.0,0.0,0.0,0.12962962962962962,0.0,entropy-only,H3N2,0.04604051565377532
