pathogen,null_type,method,metric,observed,null_mean,null_sd,observed_percentile,p_one_sided_primary,p_two_sided_sensitivity,n_perm
Influenza_B,circular_shift,3-core,p20,0.2,0.030091,0.05564064808213506,98.682,0.02559,0.02559,100000
Influenza_B,circular_shift,3-core,enrichment,4.705882352941177,0.9984588235294118,1.2278122349490812,99.332,0.01901,0.01901,100000
Influenza_B,protein_block_shuffle,3-core,mcc,0.21857219780854706,0.09021376647549693,0.05564930443155153,99.42800000000001,0.02532,0.02903,100000
Influenza_B,protein_block_shuffle,3-core,window_mcc,0.6485065517506754,0.6861398576045828,0.03972994781493027,21.504,0.8013,0.42282,100000
Influenza_B,protein_block_shuffle,3-core,p20,0.2,0.10690949999999999,0.0617643409237887,96.515,0.13554,0.21426,100000
Influenza_B,protein_block_shuffle,3-core,enrichment,4.705882352941177,2.5295705882352943,0.9435315987762537,99.42800000000001,0.02532,0.02903,100000
Influenza_B,local_burden_preserving,3-core,mcc,0.21857219780854706,0.1349024135474387,0.06128235473126255,94.87100000000001,0.13862,0.25267,100000
Influenza_B,local_burden_preserving,3-core,window_mcc,0.6485065517506754,0.8919996761591664,0.04679854061762464,0.022000000000000002,0.99983,0.00022,100000
Influenza_B,local_burden_preserving,3-core,p20,0.2,0.11258250000000002,0.06480937967416445,95.099,0.16388,0.23636,100000
Influenza_B,local_burden_preserving,3-core,enrichment,4.705882352941177,3.287264705882353,1.0390397279355463,94.87100000000001,0.13862,0.25267,100000
MERS,iid,4-core,mcc,-0.027513674254937545,-5.8084423427090463e-05,0.027350766008784434,38.665,1.0,0.61112,100000
MERS,iid,4-core,window_mcc,0.3310423554409472,0.3006866986684067,0.09361507937390846,61.014,0.39004,0.74663,100000
MERS,iid,4-core,p20,0.0,0.006674500000000001,0.018156983498092413,87.434,1.0,1.0,100000
MERS,iid,4-core,enrichment,0.0,0.9978888888888887,0.99407900796369,38.665,1.0,0.61112,100000
MERS,circular_shift,4-core,mcc,-0.027513674254937545,0.00011036040451147123,0.03534114752450068,50.305,1.0,0.7568,100000
MERS,circular_shift,4-core,window_mcc,0.3310423554409472,0.16360817366642386,0.13549966375381453,90.88000000000001,0.11148,0.21967,100000
MERS,circular_shift,4-core,p20,0.0,0.0067535,0.017639876353024702,86.875,1.0,1.0,100000
MERS,circular_shift,4-core,enrichment,0.0,1.004011111111111,1.284493928256726,50.305,1.0,0.7568,100000
MERS,protein_block_shuffle,4-core,mcc,-0.027513674254937545,0.04521046953571338,0.03757628783307301,4.929,1.0,0.09509,100000
MERS,protein_block_shuffle,4-core,window_mcc,0.3310423554409472,0.36216968873138256,0.023020624387579493,12.638,0.94121,0.21547,100000
MERS,protein_block_shuffle,4-core,p20,0.0,0.0099515,0.02080487076984618,80.783,1.0,1.0,100000
MERS,protein_block_shuffle,4-core,enrichment,0.0,2.6432,1.3657313626997545,4.929,1.0,0.09509,100000
MERS,local_burden_preserving,4-core,mcc,-0.027513674254937545,0.015373112636200495,0.032526555410191726,21.027,1.0,0.35906,100000
MERS,local_burden_preserving,4-core,window_mcc,0.3310423554409472,0.3808568854913181,0.07494084179400737,26.608999999999998,0.73466,0.52769,100000
MERS,local_burden_preserving,4-core,p20,0.0,0.014790500000000002,0.02609341123253148,73.473,1.0,1.0,100000
MERS,local_burden_preserving,4-core,enrichment,0.0,1.5587444444444445,1.182195991302564,21.027,1.0,0.35906,100000
MERS,iid,3-core,mcc,-0.027513674254937545,-2.8125089238380638e-05,0.02741490892953427,38.71,1.0,0.61249,100000
MERS,iid,3-core,window_mcc,0.2862557193735203,0.306149199259804,0.08753470894400253,38.51,0.61495,0.81714,100000
MERS,iid,3-core,p20,0.0,0.006748499999999999,0.0181723071664002,87.24199999999999,1.0,1.0,100000
MERS,iid,3-core,enrichment,0.0,0.9989777777777775,0.9964103185751154,38.71,1.0,0.61249,100000
MERS,circular_shift,3-core,mcc,-0.027513674254937545,-0.00010302342471015553,0.033480548595152836,48.258,1.0,0.73373,100000
MERS,circular_shift,3-core,window_mcc,0.2862557193735203,0.16941390642648776,0.12503592975907224,74.837,0.27101,0.53111,100000
MERS,circular_shift,3-core,p20,0.0,0.006832000000000001,0.017840229146510417,86.803,1.0,1.0,100000
MERS,circular_shift,3-core,enrichment,0.0,0.9962555555555554,1.2168694113671308,48.258,1.0,0.73373,100000
MERS,protein_block_shuffle,3-core,mcc,-0.027513674254937545,0.02563449030332531,0.033696724436718374,12.274000000000001,1.0,0.18347,100000
MERS,protein_block_shuffle,3-core,window_mcc,0.2862557193735203,0.31167579747768137,0.021472482014631457,16.502,0.95129,0.32884,100000
MERS,protein_block_shuffle,3-core,p20,0.0,0.0020025,0.009803825465092699,95.99499999999999,1.0,1.0,100000
MERS,protein_block_shuffle,3-core,enrichment,0.0,1.9316999999999998,1.2247264441851575,12.274000000000001,1.0,0.18347,100000
MERS,local_burden_preserving,3-core,mcc,-0.027513674254937545,0.01488673201687154,0.03213016219008976,20.992,1.0,0.35331,100000
MERS,local_burden_preserving,3-core,window_mcc,0.2862557193735203,0.377964220942526,0.07069611389141717,10.32,0.89703,0.20139,100000
MERS,local_burden_preserving,3-core,p20,0.0,0.014683000000000002,0.02603093373277263,73.657,1.0,1.0,100000
MERS,local_burden_preserving,3-core,enrichment,0.0,1.5410666666666664,1.1677888562747574,20.992,1.0,0.35331,100000
HCV,iid,4-core,mcc,0.15020585987097215,0.0001225787106447048,0.054339799712955425,99.737,0.00917,0.00917,100000
HCV,iid,4-core,window_mcc,0.4107309282656337,0.7519458400826836,0.04861130512067051,0.015,0.99985,0.00015,100000
HCV,iid,4-core,p20,0.3,0.15878199999999998,0.0794608486992179,97.497,0.0791,0.10794,100000
HCV,iid,4-core,enrichment,2.037037037037037,1.0008462962962963,0.3751676861070295,99.737,0.00917,0.00917,100000
HCV,circular_shift,4-core,mcc,0.15020585987097215,-0.0006834366624129211,0.10939307201035166,93.855,0.21014,0.21014,100000
HCV,circular_shift,4-core,window_mcc,0.4107309282656337,0.24552674999671398,0.20789467374234002,75.678,0.24629,0.54205,100000
HCV,circular_shift,4-core,p20,0.3,0.15796400000000002,0.14234157756607868,87.433,0.27456,0.53784,100000
HCV,circular_shift,4-core,enrichment,2.037037037037037,0.9952814814814813,0.755261261893804,93.855,0.21014,0.21014,100000
HCV,protein_block_shuffle,4-core,mcc,0.15020585987097215,0.11202916301151619,0.04956644343229638,85.22,0.30465,0.58432,100000
HCV,protein_block_shuffle,4-core,window_mcc,0.4107309282656337,0.6044438624452192,0.030728841413082002,0.0,1.0,9.99990000099999e-06,100000
HCV,protein_block_shuffle,4-core,p20,0.3,0.25912599999999997,0.07351473406059494,81.643,0.40933,0.73146,100000
HCV,protein_block_shuffle,4-core,enrichment,2.037037037037037,1.773461111111111,0.34221193286099105,85.22,0.30465,0.58432,100000
HCV,local_burden_preserving,4-core,mcc,0.15020585987097215,0.1947040776329979,0.05976503786736697,30.403999999999996,0.83467,0.50759,100000
HCV,local_burden_preserving,4-core,window_mcc,0.4107309282656337,0.8384220924682863,0.03199593187402841,0.0,1.0,9.99990000099999e-06,100000
HCV,local_burden_preserving,4-core,p20,0.3,0.39364800000000005,0.09228164549898317,22.922,0.90298,0.41678,100000
HCV,local_burden_preserving,4-core,enrichment,2.037037037037037,2.344257407407407,0.41262410029555807,30.403999999999996,0.83467,0.50759,100000
HCV,iid,3-core,mcc,0.2574957597788094,0.0003033621919894105,0.05416887698224426,99.99900000000001,5e-05,5e-05,100000
HCV,iid,3-core,window_mcc,0.7298700434829695,0.7655603335615265,0.05132568353930642,16.813,0.83187,0.41221,100000
HCV,iid,3-core,p20,0.45,0.1593165,0.07932041242801251,99.979,0.00123,0.00123,100000
HCV,iid,3-core,enrichment,2.7777777777777777,1.0020944444444442,0.37398761761721655,99.99900000000001,5e-05,5e-05,100000
HCV,circular_shift,3-core,mcc,0.2574957597788094,-0.0012357114221885127,0.12200247355448009,99.13499999999999,0.03834,0.03834,100000
HCV,circular_shift,3-core,window_mcc,0.7298700434829695,0.27718977435646364,0.2611565742378387,97.06,0.03908,0.03908,100000
HCV,circular_shift,3-core,p20,0.45,0.15727150000000004,0.15588906404154845,98.263,0.06988,0.06988,100000
HCV,circular_shift,3-core,enrichment,2.7777777777777777,0.9914685185185187,0.8423178948864577,99.13499999999999,0.03834,0.03834,100000
HCV,protein_block_shuffle,3-core,mcc,0.2574957597788094,0.10980048356568062,0.0505248791948314,99.92999999999999,0.00349,0.00378,100000
HCV,protein_block_shuffle,3-core,window_mcc,0.7298700434829695,0.7226058231364804,0.030857375572809643,52.81,0.47194,0.78987,100000
HCV,protein_block_shuffle,3-core,p20,0.45,0.30858850000000004,0.07965935392500996,98.329,0.06968,0.11382,100000
HCV,protein_block_shuffle,3-core,enrichment,2.7777777777777777,1.7580740740740741,0.34882907405790203,99.92999999999999,0.00349,0.00378,100000
HCV,local_burden_preserving,3-core,mcc,0.2574957597788094,0.20257298711698843,0.0595463199242759,87.533,0.24072,0.37416,100000
HCV,local_burden_preserving,3-core,window_mcc,0.7298700434829695,0.8997245834887628,0.02950868097459176,0.0,1.0,9.99990000099999e-06,100000
HCV,local_burden_preserving,3-core,p20,0.45,0.447033,0.09632858823319276,61.62800000000001,0.58917,1.0,100000
HCV,local_burden_preserving,3-core,enrichment,2.7777777777777777,2.3985851851851856,0.4111140486381538,87.533,0.24072,0.37416,100000
Zika,iid,4-core,mcc,-0.02308864363138913,-0.00018765192647016634,0.04685677888166989,46.832,0.78583,0.75787,100000
Zika,iid,4-core,window_mcc,0.4471825131677405,0.7542849418402057,0.07892194984749673,0.058,0.99942,0.00058,100000
Zika,iid,4-core,p20,0.05,0.05929850000000001,0.05166249023953452,66.47800000000001,0.71374,1.0,100000
Zika,iid,4-core,enrichment,0.7278582930756843,0.9977881803542671,0.5522924598522924,46.832,0.78583,0.75787,100000
Zika,circular_shift,4-core,mcc,-0.02308864363138913,3.58898620234677e-05,0.05649692447772891,50.580000000000005,0.74616,0.80124,100000
Zika,circular_shift,4-core,window_mcc,0.4471825131677405,0.47895290203457813,0.1343976002487022,44.638,0.56462,0.895,100000
Zika,circular_shift,4-core,p20,0.05,0.0597595,0.05576896233345212,67.417,0.69868,1.0,100000
Zika,circular_shift,4-core,enrichment,0.7278582930756843,1.0004230273752008,0.6659191292831369,50.580000000000005,0.74616,0.80124,100000
Zika,protein_block_shuffle,4-core,mcc,-0.02308864363138913,-0.02444811116555691,0.036171149201791465,69.734,0.62742,1.0,100000
Zika,protein_block_shuffle,4-core,window_mcc,0.4471825131677405,0.36799373059981016,0.04859768249593804,96.967,0.03413,0.10243,100000
Zika,protein_block_shuffle,4-core,p20,0.05,0.029837000000000002,0.03487052381310037,89.66300000000001,0.48376,1.0,100000
Zika,protein_block_shuffle,4-core,enrichment,0.7278582930756843,0.7118344927536229,0.42634285678900136,69.734,0.62742,1.0,100000
Zika,local_burden_preserving,4-core,mcc,-0.02308864363138913,0.0162923797874079,0.049304935793690274,33.151,0.87118,0.54506,100000
Zika,local_burden_preserving,4-core,window_mcc,0.4471825131677405,0.7987217259527426,0.06525514246594555,0.001,0.99999,1e-05,100000
Zika,local_burden_preserving,4-core,p20,0.05,0.074852,0.056681373448426595,54.638,0.80142,1.0,100000
Zika,local_burden_preserving,4-core,enrichment,0.7278582930756843,1.1920353623188402,0.581148446868785,33.151,0.87118,0.54506,100000
Zika,iid,3-core,mcc,-0.0162875894759551,4.5406301453170164e-05,0.04704677291093707,48.681000000000004,0.71682,0.80211,100000
Zika,iid,3-core,window_mcc,0.5384218490032727,0.7928446700184293,0.06351382105732988,0.052,0.99948,0.00052,100000
Zika,iid,3-core,p20,0.05,0.0598345,0.05187733233070105,66.098,0.71757,1.0,100000
Zika,iid,3-core,enrichment,0.8584995251661918,1.000394472934473,0.40872473585632074,48.681000000000004,0.71682,0.80211,100000
Zika,circular_shift,3-core,mcc,-0.0162875894759551,5.5288167819789786e-05,0.05505221842549827,50.131,0.68052,0.86363,100000
Zika,circular_shift,3-core,window_mcc,0.5384218490032727,0.5199102639798124,0.11341561082085501,54.527,0.45675,0.82287,100000
Zika,circular_shift,3-core,p20,0.05,0.059749500000000004,0.04844297936491933,64.106,0.7359,1.0,100000
Zika,circular_shift,3-core,enrichment,0.8584995251661918,1.0004803228869894,0.4782730470560149,50.131,0.68052,0.86363,100000
Zika,protein_block_shuffle,3-core,mcc,-0.0162875894759551,0.0026124681368418137,0.04174513859876369,45.129999999999995,0.77047,0.77186,100000
Zika,protein_block_shuffle,3-core,window_mcc,0.5384218490032727,0.5234612514103285,0.030690751070490716,71.087,0.31309,0.59858,100000
Zika,protein_block_shuffle,3-core,p20,0.05,0.0499155,0.042918735532981395,74.177,0.68768,1.0,100000
Zika,protein_block_shuffle,3-core,enrichment,0.8584995251661918,1.0226961443494775,0.36266612333571313,45.129999999999995,0.77047,0.77186,100000
Zika,local_burden_preserving,3-core,mcc,-0.0162875894759551,0.012534356062246363,0.04812367744742253,38.155,0.80107,0.62098,100000
Zika,local_burden_preserving,3-core,window_mcc,0.5384218490032727,0.8231071305381974,0.0555470357465842,0.002,0.99998,2e-05,100000
Zika,local_burden_preserving,3-core,p20,0.05,0.070717,0.05534217118075511,57.605,0.78057,1.0,100000
Zika,local_burden_preserving,3-core,enrichment,0.8584995251661918,1.1088937891737893,0.41808047898137507,38.155,0.80107,0.62098,100000
Rabies,iid,4-core,mcc,-0.04909864869034983,-1.5111022125855982e-05,0.04535190242696925,21.761,0.92515,0.41196,100000
Rabies,iid,4-core,window_mcc,0.15664244273313332,0.7195454653172463,0.095710229751934,0.0,1.0,9.99990000099999e-06,100000
Rabies,iid,4-core,p20,0.05,0.07910750000000001,0.05918934400506565,51.98199999999999,0.81445,0.72357,100000
Rabies,iid,4-core,enrichment,0.5035897435897436,0.9998472205128205,0.45852890279014175,21.761,0.92515,0.41196,100000
Rabies,circular_shift,4-core,mcc,-0.04909864869034983,0.0002294499556617087,0.067499624724044,36.939,0.81299,0.64476,100000
Rabies,circular_shift,4-core,window_mcc,0.15664244273313332,0.33919215754533893,0.16200243126864086,14.168,0.86391,0.31999,100000
Rabies,circular_shift,4-core,p20,0.05,0.07952050000000001,0.09240868508830759,61.866,0.59665,0.9004,100000
Rabies,circular_shift,4-core,enrichment,0.5035897435897436,1.002319846153846,0.6824527132748677,36.939,0.81299,0.64476,100000
Rabies,protein_block_shuffle,4-core,mcc,-0.04909864869034983,-0.018426667566786775,0.0389888022903619,33.855000000000004,0.8701,0.54049,100000
Rabies,protein_block_shuffle,4-core,window_mcc,0.15664244273313332,0.4652983791342001,0.03659334542267548,0.0,1.0,9.99990000099999e-06,100000
Rabies,protein_block_shuffle,4-core,p20,0.05,0.040129000000000005,0.03970910926978846,82.174,0.59634,1.0,100000
Rabies,protein_block_shuffle,4-core,enrichment,0.5035897435897436,0.8136977897435899,0.394194990256247,33.855000000000004,0.8701,0.54049,100000
Rabies,local_burden_preserving,4-core,mcc,-0.04909864869034983,-0.022716446428691906,0.03409079651436333,35.278,0.87677,0.49804,100000
Rabies,local_burden_preserving,4-core,window_mcc,0.15664244273313332,0.6239099160702851,0.08135048936624507,0.0,1.0,9.99990000099999e-06,100000
Rabies,local_burden_preserving,4-core,p20,0.05,0.0667375,0.05095322456675338,60.11,0.78008,1.0,100000
Rabies,local_burden_preserving,4-core,enrichment,0.5035897435897436,0.770326123076923,0.3446738655813788,35.278,0.87677,0.49804,100000
Rabies,iid,3-core,mcc,-0.04909864869034983,-0.0002681394879427273,0.04514193620754025,21.69,0.92586,0.40946,100000
Rabies,iid,3-core,window_mcc,0.08703768071408538,0.7243189785173387,0.10451695568618474,0.0,1.0,9.99990000099999e-06,100000
Rabies,iid,3-core,p20,0.05,0.07931900000000001,0.05909903754715469,51.879,0.81684,0.72365,100000
Rabies,iid,3-core,enrichment,0.5035897435897436,0.9972889846153848,0.4564060463041804,21.69,0.92586,0.40946,100000
Rabies,circular_shift,3-core,mcc,-0.04909864869034983,-0.00039091806436764904,0.07502343912939133,40.464,0.7367,0.70083,100000
Rabies,circular_shift,3-core,window_mcc,0.08703768071408538,0.3423376408907893,0.182436221837079,8.729000000000001,0.9209,0.18055,100000
Rabies,circular_shift,3-core,p20,0.05,0.078984,0.0908348927670419,60.75000000000001,0.60918,0.86531,100000
Rabies,circular_shift,3-core,enrichment,0.5035897435897436,0.996047635897436,0.7585219888611777,40.464,0.7367,0.70083,100000
Rabies,protein_block_shuffle,3-core,mcc,-0.04909864869034983,-0.023642640192838498,0.03756814577735222,38.738,0.84605,0.54949,100000
Rabies,protein_block_shuffle,3-core,window_mcc,0.08703768071408538,0.411631874811309,0.032183221885734366,0.0,1.0,9.99990000099999e-06,100000
Rabies,protein_block_shuffle,3-core,p20,0.05,0.032082000000000006,0.03608109305439623,88.21600000000001,0.51033,1.0,100000
Rabies,protein_block_shuffle,3-core,enrichment,0.5035897435897436,0.7609618717948718,0.37983148977904047,38.738,0.84605,0.54949,100000
Rabies,local_burden_preserving,3-core,mcc,-0.04909864869034983,-0.01998792293313123,0.03372399086450611,31.985999999999997,0.89708,0.48104,100000
Rabies,local_burden_preserving,3-core,window_mcc,0.08703768071408538,0.6265699112675817,0.09019421347784204,0.0,1.0,9.99990000099999e-06,100000
Rabies,local_burden_preserving,3-core,p20,0.05,0.0666775,0.05099054808246329,60.283,0.78018,1.0,100000
Rabies,local_burden_preserving,3-core,enrichment,0.5035897435897436,0.7979127692307691,0.34096528924465086,31.985999999999997,0.89708,0.48104,100000
EV-A71,iid,4-core,mcc,0.04985754985754986,3.786324786324902e-05,0.06192851439171339,87.064,0.29875,0.49721,100000
EV-A71,iid,4-core,window_mcc,0.39505988133193204,0.8001880838285569,0.08137837142574854,0.033,0.99971,0.00033,100000
EV-A71,iid,4-core,p20,0.15,0.10339800000000002,0.06537815840171701,86.224,0.34043,0.70181,100000
EV-A71,iid,4-core,enrichment,1.4320987654320987,1.000328148148148,0.5367137913948494,87.064,0.29875,0.49721,100000
EV-A71,circular_shift,4-core,mcc,0.04985754985754986,2.4230769230770393e-05,0.07089358532659272,84.45,0.31683,0.54844,100000
EV-A71,circular_shift,4-core,window_mcc,0.39505988133193204,0.5152725484680737,0.16644904120402523,19.200999999999997,0.85062,0.40614,100000
EV-A71,circular_shift,4-core,p20,0.15,0.10350650000000003,0.07002984690651551,85.58099999999999,0.33981,0.69357,100000
EV-A71,circular_shift,4-core,enrichment,1.4320987654320987,1.0002099999999998,0.6144110728304703,84.45,0.31683,0.54844,100000
EV-A71,protein_block_shuffle,4-core,mcc,0.04985754985754986,-0.039594230769230764,0.04904919019119133,98.086,0.08642,0.08642,100000
EV-A71,protein_block_shuffle,4-core,window_mcc,0.39505988133193204,0.4179338428591055,0.0558038099690972,33.312999999999995,0.67937,0.67379,100000
EV-A71,protein_block_shuffle,4-core,p20,0.15,0.0817795,0.05574709301613851,94.463,0.20744,0.35993,100000
EV-A71,protein_block_shuffle,4-core,enrichment,1.4320987654320987,0.65685,0.42509298165699155,98.086,0.08642,0.08642,100000
EV-A71,local_burden_preserving,4-core,mcc,0.04985754985754986,0.024560626780626784,0.06233095724334339,77.737,0.45219,0.74002,100000
EV-A71,local_burden_preserving,4-core,window_mcc,0.39505988133193204,0.8016398557257868,0.05846249090411944,0.001,1.0,1e-05,100000
EV-A71,local_burden_preserving,4-core,p20,0.15,0.1254225,0.0672355671780197,77.937,0.47743,1.0,100000
EV-A71,local_burden_preserving,4-core,enrichment,1.4320987654320987,1.2128587654320988,0.5402016294423094,77.737,0.45219,0.74002,100000
EV-A71,iid,3-core,mcc,0.04985754985754986,-4.599715099714969e-05,0.062103386386873655,87.043,0.2984,0.50013,100000
EV-A71,iid,3-core,window_mcc,0.3620456115284714,0.7922087830421092,0.08841666722434495,0.089,0.99923,0.00089,100000
EV-A71,iid,3-core,p20,0.2,0.10343300000000001,0.06563508597541409,95.762,0.13841,0.24148,100000
EV-A71,iid,3-core,enrichment,1.4320987654320987,0.9996013580246913,0.5382293486862383,87.043,0.2984,0.50013,100000
EV-A71,circular_shift,3-core,mcc,0.04985754985754986,3.2079772079772805e-05,0.07703939202285169,81.759,0.31728,0.57467,100000
EV-A71,circular_shift,3-core,window_mcc,0.3620456115284714,0.5029758302125994,0.18737352070403773,21.162,0.83482,0.45876,100000
EV-A71,circular_shift,3-core,p20,0.2,0.10330999999999999,0.07313579082774727,93.378,0.17049,0.33105,100000
EV-A71,circular_shift,3-core,enrichment,1.4320987654320987,1.000278024691358,0.6676747308647145,81.759,0.31728,0.57467,100000
EV-A71,protein_block_shuffle,3-core,mcc,0.04985754985754986,-0.04444367521367521,0.04715771712789339,98.711,0.06681,0.06681,100000
EV-A71,protein_block_shuffle,3-core,window_mcc,0.3620456115284714,0.36408712972838425,0.0522916838189164,49.114000000000004,0.53203,1.0,100000
EV-A71,protein_block_shuffle,3-core,p20,0.2,0.085863,0.05707709900651926,98.711,0.06681,0.06681,100000
EV-A71,protein_block_shuffle,3-core,enrichment,1.4320987654320987,0.6148214814814814,0.40870021510840937,98.711,0.06681,0.06681,100000
EV-A71,local_burden_preserving,3-core,mcc,0.04985754985754986,0.027095028490028494,0.0621470102000962,76.524,0.46847,0.74227,100000
EV-A71,local_burden_preserving,3-core,window_mcc,0.3620456115284714,0.8003931732965486,0.059622391133208816,0.003,0.99998,3e-05,100000
EV-A71,local_burden_preserving,3-core,p20,0.2,0.127892,0.06786078643811902,91.875,0.23299,0.45839,100000
EV-A71,local_burden_preserving,3-core,enrichment,1.4320987654320987,1.2348235802469134,0.5386074217341671,76.524,0.46847,0.74227,100000
