pathogen,null_type,method,metric,observed,null_mean,null_sd,observed_percentile,p_one_sided_primary,p_two_sided_sensitivity,n_perm,n_valid,degenerate_null,skip_reason
RSV,sasa_strat,3-core,window_mcc,0.04552333099536016,0.6507763067890513,0.10533485185581477,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,sasa_strat,3-core,p20,0.0,0.03366,0.03894232145108969,49.161,1.0,0.6306736932630673,100000,1,False,
RSV,sasa_strat,3-core,enrichment,0.0,1.02004,0.6547430017953609,10.901,1.0,0.14901850981490186,100000,1,False,
RSV,plddt_strat,3-core,mcc,-0.06475239082381762,0.005631515429947418,0.04376256784324706,9.229999999999999,1.0,0.14517854821451787,100000,1,False,
RSV,plddt_strat,3-core,window_mcc,0.04552333099536016,0.6304030131019162,0.1092194054338783,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,plddt_strat,3-core,p20,0.0,0.0351,0.03970062971792766,47.597,1.0,0.6246237537624624,100000,1,False,
RSV,plddt_strat,3-core,enrichment,0.0,1.08697,0.6758448188008842,9.229999999999999,1.0,0.14517854821451787,100000,1,False,
RSV,sasa_freq_joint,3-core,mcc,-0.06475239082381762,-0.0542576470810474,0.01515388491402193,67.585,1.0,1.0,100000,1,False,
RSV,sasa_freq_joint,3-core,window_mcc,0.04552333099536016,0.49618689177782327,0.10117910059735184,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,sasa_freq_joint,3-core,p20,0.0,0.008960500000000003,0.019176403201591277,82.07900000000001,1.0,1.0,100000,1,False,
RSV,sasa_freq_joint,3-core,enrichment,0.0,0.162075,0.23402819141077855,67.585,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,3-core,mcc,-0.06475239082381762,-0.05751792995902662,0.013486544948729012,77.655,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,3-core,window_mcc,0.04552333099536016,0.4484419357848355,0.08156860559289951,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,plddt_ent_joint,3-core,p20,0.0,0.0009475000000000001,0.00681742207509554,98.105,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,3-core,enrichment,0.0,0.111725,0.2082787180078656,77.655,1.0,1.0,100000,1,False,
Influenza_B,sasa_strat,4-core,mcc,0.21857219780854706,0.006989106229925683,0.044076919422394355,99.997,0.0001999980000199998,0.0001999980000199998,100000,1,False,
Influenza_B,sasa_strat,4-core,window_mcc,0.6348110542727385,0.5421158073156299,0.13451743800071128,74.726,0.25274747252527474,0.4915950840491595,100000,1,False,
Influenza_B,sasa_strat,4-core,p20,0.2,0.034332,0.03962466120990816,99.97,0.0031199688003119967,0.0031199688003119967,100000,1,False,
Influenza_B,sasa_strat,4-core,enrichment,4.705882352941177,1.1185,0.7473223012678789,99.997,0.0001999980000199998,0.0001999980000199998,100000,1,False,
Influenza_B,plddt_strat,4-core,mcc,0.21857219780854706,-0.00591949022064989,0.03947739369206148,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Influenza_B,plddt_strat,4-core,window_mcc,0.6348110542727385,0.5121079431419815,0.12733176489673637,83.57900000000001,0.16421835781642183,0.33259667403325965,100000,1,False,
Influenza_B,plddt_strat,4-core,p20,0.2,0.034508000000000004,0.03996183098908257,99.97500000000001,0.0031299687003129967,0.0031299687003129967,100000,1,False,
Influenza_B,plddt_strat,4-core,enrichment,4.705882352941177,0.899635294117647,0.6693375373919632,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Influenza_B,sasa_freq_joint,4-core,mcc,0.21857219780854706,0.0586384104520784,0.05369231520787858,99.882,0.006319936800631994,0.006319936800631994,100000,1,False,
Influenza_B,sasa_freq_joint,4-core,window_mcc,0.6348110542727385,0.6580346004241197,0.10172938434510052,39.109,0.6089139108608914,0.8140618593814062,100000,1,False,
Influenza_B,sasa_freq_joint,4-core,p20,0.2,0.07539050000000001,0.055670436586666,99.098,0.048349516504834954,0.048349516504834954,100000,1,False,
Influenza_B,sasa_freq_joint,4-core,enrichment,4.705882352941177,1.9942117647058826,0.9103509294065011,99.882,0.006319936800631994,0.006319936800631994,100000,1,False,
Influenza_B,plddt_ent_joint,4-core,mcc,0.21857219780854706,0.05334133058518808,0.050255587791670296,99.959,0.002969970300296997,0.002969970300296997,100000,1,False,
Influenza_B,plddt_ent_joint,4-core,window_mcc,0.6348110542727385,0.6806692643684181,0.09455294298590194,29.701,0.7029929700702993,0.6359936400635994,100000,1,False,
Influenza_B,plddt_ent_joint,4-core,p20,0.2,0.07473650000000001,0.054527337801785265,99.31400000000001,0.04294957050429496,0.04294957050429496,100000,1,False,
Influenza_B,plddt_ent_joint,4-core,enrichment,4.705882352941177,1.9044,0.8520813616788102,99.959,0.002969970300296997,0.002969970300296997,100000,1,False,
Influenza_B,sasa_strat,3-core,mcc,0.21857219780854706,0.008801173831757493,0.04449570660152525,100.0,0.00012999870001299986,0.00012999870001299986,100000,1,False,
Influenza_B,sasa_strat,3-core,window_mcc,0.6485065517506754,0.5787904929752025,0.13251091619513297,67.727,0.3227367726322737,0.6078839211607884,100000,1,False,
Influenza_B,sasa_strat,3-core,p20,0.2,0.034206,0.03961249252445496,99.976,0.003079969200307997,0.003079969200307997,100000,1,False,
Influenza_B,sasa_strat,3-core,enrichment,4.705882352941177,1.1492235294117648,0.7544228201460328,100.0,0.00012999870001299986,0.00012999870001299986,100000,1,False,
Influenza_B,plddt_strat,3-core,mcc,0.21857219780854706,0.0018519657014317832,0.04255864412401889,100.0,7.999920000799993e-05,7.999920000799993e-05,100000,1,False,
Influenza_B,plddt_strat,3-core,window_mcc,0.6485065517506754,0.5469575628368951,0.13403302404237397,76.714,0.23286767132328676,0.44332556674433254,100000,1,False,
Influenza_B,plddt_strat,3-core,p20,0.2,0.031692000000000005,0.03845539150756368,99.985,0.002189978100218998,0.002189978100218998,100000,1,False,
Influenza_B,plddt_strat,3-core,enrichment,4.705882352941177,1.0314,0.7215800079132385,100.0,7.999920000799993e-05,7.999920000799993e-05,100000,1,False,
Influenza_B,sasa_freq_joint,3-core,mcc,0.21857219780854706,0.07593649173864403,0.05515575026699843,99.724,0.014149858501414985,0.014149858501414985,100000,1,False,
Influenza_B,sasa_freq_joint,3-core,window_mcc,0.6485065517506754,0.7705877745383585,0.07602062145680014,6.422999999999999,0.9357906420935791,0.0984290157098429,100000,1,False,
Influenza_B,sasa_freq_joint,3-core,p20,0.2,0.07239350000000001,0.05448216366619446,99.298,0.04076959230407696,0.04076959230407696,100000,1,False,
Influenza_B,sasa_freq_joint,3-core,enrichment,4.705882352941177,2.2875,0.9351634088281432,99.724,0.014149858501414985,0.014149858501414985,100000,1,False,
Influenza_B,plddt_ent_joint,3-core,mcc,0.21857219780854706,0.07323903326568933,0.054883001585828824,99.763,0.012419875801241988,0.012419875801241988,100000,1,False,
Influenza_B,plddt_ent_joint,3-core,window_mcc,0.6485065517506754,0.7757224164655601,0.07683982292190165,6.0760000000000005,0.939240607593924,0.08854911450885491,100000,1,False,
Influenza_B,plddt_ent_joint,3-core,p20,0.2,0.07175100000000001,0.054469202298179475,99.311,0.04061959380406196,0.04061959380406196,100000,1,False,
Influenza_B,plddt_ent_joint,3-core,enrichment,4.705882352941177,2.241764705882353,0.9305389664952726,99.763,0.012419875801241988,0.012419875801241988,100000,1,False,
MERS,sasa_strat,4-core,mcc,-0.027513674254937545,-0.0008675978615056971,0.02707468461366573,39.86,1.0,0.6118738812611874,100000,1,False,
MERS,sasa_strat,4-core,window_mcc,0.3310423554409472,0.302013976455376,0.09291447633084006,60.370999999999995,0.39637603623963763,0.7529324706752932,100000,1,False,
MERS,sasa_strat,4-core,p20,0.0,0.005522500000000001,0.016391369489765033,89.412,1.0,1.0,100000,1,False,
MERS,sasa_strat,4-core,enrichment,0.0,0.9684666666666665,0.984044674033566,39.86,1.0,0.6118738812611874,100000,1,False,
MERS,plddt_strat,4-core,mcc,-0.027513674254937545,0.020048297307097826,0.03425951839705461,17.707,1.0,0.22930770692293076,100000,1,False,
MERS,plddt_strat,4-core,window_mcc,0.3310423554409472,0.4075231213641714,0.07542820482724119,16.166,0.8391616083839162,0.32317676823231767,100000,1,False,
MERS,plddt_strat,4-core,p20,0.0,0.0074225,0.018889983953142998,85.941,1.0,1.0,100000,1,False,
MERS,plddt_strat,4-core,enrichment,0.0,1.7286666666666666,1.2451815079153405,17.707,1.0,0.22930770692293076,100000,1,False,
MERS,sasa_freq_joint,4-core,mcc,-0.027513674254937545,0.0028971898990449232,0.028475510687746303,34.475,1.0,0.6060639393606064,100000,1,False,
MERS,sasa_freq_joint,4-core,window_mcc,0.3310423554409472,0.32347842210436817,0.08840206283743302,51.922000000000004,0.48090519094809053,0.9235507644923551,100000,1,False,
MERS,sasa_freq_joint,4-core,p20,0.0,0.007703500000000001,0.019263465102364114,85.47200000000001,1.0,1.0,100000,1,False,
MERS,sasa_freq_joint,4-core,enrichment,0.0,1.1053,1.034958487328756,34.475,1.0,0.6060639393606064,100000,1,False,
MERS,plddt_ent_joint,4-core,mcc,-0.027513674254937545,0.022923170559247072,0.034434227120999604,15.264,1.0,0.21156788432115678,100000,1,False,
MERS,plddt_ent_joint,4-core,window_mcc,0.3310423554409472,0.4126537219061992,0.07647257115443684,15.148,0.8492215077849221,0.28445715542844574,100000,1,False,
MERS,plddt_ent_joint,4-core,p20,0.0,0.009388500000000001,0.021122998550158548,82.48100000000001,1.0,1.0,100000,1,False,
MERS,plddt_ent_joint,4-core,enrichment,0.0,1.8331555555555556,1.251531394968817,15.264,1.0,0.21156788432115678,100000,1,False,
MERS,sasa_strat,3-core,mcc,-0.027513674254937545,0.001053773723964108,0.027896471437485467,37.3,1.0,0.6131238687613124,100000,1,False,
MERS,sasa_strat,3-core,window_mcc,0.2862557193735203,0.3149175074436182,0.08800975800324874,34.657,0.6534834651653484,0.7291127088729112,100000,1,False,
MERS,sasa_strat,3-core,p20,0.0,0.005946500000000001,0.01707085638595791,88.681,1.0,1.0,100000,1,False,
MERS,sasa_strat,3-core,enrichment,0.0,1.0382999999999998,1.0139129793789436,37.3,1.0,0.6131238687613124,100000,1,False,
MERS,plddt_strat,3-core,mcc,-0.027513674254937545,0.009765214408060779,0.03097769590937641,26.374,1.0,0.37139628603713964,100000,1,False,
MERS,plddt_strat,3-core,window_mcc,0.2862557193735203,0.3650675956597602,0.0702072703156706,13.150999999999998,0.8690513094869051,0.2633073669263307,100000,1,False,
MERS,plddt_strat,3-core,p20,0.0,0.007457,0.019009028144542268,85.949,1.0,1.0,100000,1,False,
MERS,plddt_strat,3-core,enrichment,0.0,1.354922222222222,1.1259018196676227,26.374,1.0,0.37139628603713964,100000,1,False,
MERS,sasa_freq_joint,3-core,mcc,-0.027513674254937545,0.0029733110644835836,0.028441518999354206,34.281,1.0,0.6050839491605084,100000,1,False,
MERS,sasa_freq_joint,3-core,window_mcc,0.2862557193735203,0.32007746186090624,0.0843337179126378,32.061,0.6794132058679413,0.6730832691673083,100000,1,False,
MERS,sasa_freq_joint,3-core,p20,0.0,0.008295,0.019953520366090795,84.42699999999999,1.0,1.0,100000,1,False,
MERS,sasa_freq_joint,3-core,enrichment,0.0,1.1080666666666668,1.0337230402533444,34.281,1.0,0.6050839491605084,100000,1,False,
MERS,plddt_ent_joint,3-core,mcc,-0.027513674254937545,0.0159781077623174,0.03264776424104964,20.502000000000002,1.0,0.3591964080359196,100000,1,False,
MERS,plddt_ent_joint,3-core,window_mcc,0.2862557193735203,0.3875723731041424,0.07371655737879243,8.883000000000001,0.9113808861911381,0.16575834241657583,100000,1,False,
MERS,plddt_ent_joint,3-core,p20,0.0,0.0092135,0.02095558201887984,82.792,1.0,1.0,100000,1,False,
MERS,plddt_ent_joint,3-core,enrichment,0.0,1.580733333333333,1.1866013945843945,20.502000000000002,1.0,0.3591964080359196,100000,1,False,
HCV,sasa_strat,4-core,mcc,0.15020585987097215,0.007738284030852763,0.0549544517064166,99.6,0.013019869801301986,0.014529854701452986,100000,1,False,
HCV,sasa_strat,4-core,window_mcc,0.4107309282656337,0.7550021800600509,0.044556398511261835,0.002,0.999980000199998,2.999970000299997e-05,100000,1,False,
HCV,sasa_strat,4-core,p20,0.3,0.1753355,0.08166264408987747,96.036,0.11307886921130789,0.2146478535214648,100000,1,False,
HCV,sasa_strat,4-core,enrichment,2.037037037037037,1.0534259259259258,0.3794113080446518,99.6,0.013019869801301986,0.014529854701452986,100000,1,False,
HCV,plddt_strat,4-core,mcc,0.15020585987097215,-0.006505791305661479,0.051788771182139356,99.902,0.004539954600453995,0.004539954600453995,100000,1,False,
HCV,plddt_strat,4-core,window_mcc,0.4107309282656337,0.7520758017148812,0.04471422090107125,0.001,0.999990000099999,1.999980000199998e-05,100000,1,False,
HCV,plddt_strat,4-core,p20,0.3,0.1471465,0.07485340698825939,98.622,0.05111948880511195,0.05111948880511195,100000,1,False,
HCV,plddt_strat,4-core,enrichment,2.037037037037037,0.9550833333333332,0.35755511712159205,99.902,0.004539954600453995,0.004539954600453995,100000,1,False,
HCV,sasa_freq_joint,4-core,mcc,0.15020585987097215,0.10227034194064909,0.059033644956669636,85.017,0.2752972470275297,0.4939850601493985,100000,1,False,
HCV,sasa_freq_joint,4-core,window_mcc,0.4107309282656337,0.7787346466546401,0.036417071167392845,0.0,1.0,9.99990000099999e-06,100000,1,False,
HCV,sasa_freq_joint,4-core,p20,0.3,0.27692549999999994,0.09042119469322445,70.86,0.4986350136498635,1.0,100000,1,False,
HCV,sasa_freq_joint,4-core,enrichment,2.037037037037037,1.7060851851851855,0.40757448680064523,85.017,0.2752972470275297,0.4939850601493985,100000,1,False,
HCV,plddt_ent_joint,4-core,mcc,0.15020585987097215,0.07458579261793029,0.05414580337618483,94.926,0.12329876701232988,0.2129178708212918,100000,1,False,
HCV,plddt_ent_joint,4-core,window_mcc,0.4107309282656337,0.780349275911631,0.03491946626408725,0.0,1.0,9.99990000099999e-06,100000,1,False,
HCV,plddt_ent_joint,4-core,p20,0.3,0.23881950000000002,0.08428417063571308,84.77900000000001,0.32654673453265465,0.5543944560554395,100000,1,False,
HCV,plddt_ent_joint,4-core,enrichment,2.037037037037037,1.5149481481481484,0.3738283150168907,94.926,0.12329876701232988,0.2129178708212918,100000,1,False,
HCV,sasa_strat,3-core,mcc,0.2574957597788094,0.009583938534017332,0.05523679312859655,100.0,4.999950000499995e-05,4.999950000499995e-05,100000,1,False,
HCV,sasa_strat,3-core,window_mcc,0.7298700434829695,0.7709267134395009,0.046294252685633606,14.251,0.8574914250857492,0.33032669673303267,100000,1,False,
HCV,sasa_strat,3-core,p20,0.45,0.185192,0.08311331503435536,99.911,0.004209957900420996,0.004209957900420996,100000,1,False,
HCV,sasa_strat,3-core,enrichment,2.7777777777777777,1.0661685185185183,0.3813606228859092,100.0,4.999950000499995e-05,4.999950000499995e-05,100000,1,False,
HCV,plddt_strat,3-core,mcc,0.2574957597788094,0.0010742401228272212,0.053651293077472614,99.997,5.999940000599994e-05,5.999940000599994e-05,100000,1,False,
HCV,plddt_strat,3-core,window_mcc,0.7298700434829695,0.7658121873086295,0.04846045405144674,15.238,0.8476215237847622,0.3763362366376336,100000,1,False,
HCV,plddt_strat,3-core,p20,0.45,0.154327,0.0780277327044686,99.982,0.0012199878001219987,0.0012199878001219987,100000,1,False,
HCV,plddt_strat,3-core,enrichment,2.7777777777777777,1.0074166666666666,0.3704141639617898,99.997,5.999940000599994e-05,5.999940000599994e-05,100000,1,False,
HCV,sasa_freq_joint,3-core,mcc,0.2574957597788094,0.10562476066126762,0.05880310020814411,99.74199999999999,0.01002989970100299,0.012489875101248988,100000,1,False,
HCV,sasa_freq_joint,3-core,window_mcc,0.7298700434829695,0.8015739477869007,0.03644399221746178,3.2009999999999996,0.9679903200967991,0.05018949810501895,100000,1,False,
HCV,sasa_freq_joint,3-core,p20,0.45,0.28549300000000005,0.09083004431904677,97.962,0.06428935710642894,0.09566904330956691,100000,1,False,
HCV,sasa_freq_joint,3-core,enrichment,2.7777777777777777,1.7292444444444444,0.40598278163600837,99.74199999999999,0.01002989970100299,0.012489875101248988,100000,1,False,
HCV,plddt_ent_joint,3-core,mcc,0.2574957597788094,0.09621945981059682,0.055976313599396324,99.902,0.004209957900420996,0.004669953300466995,100000,1,False,
HCV,plddt_ent_joint,3-core,window_mcc,0.7298700434829695,0.8053662583728601,0.034596319228737994,2.302,0.976980230197698,0.03050969490305097,100000,1,False,
HCV,plddt_ent_joint,3-core,p20,0.45,0.2620765,0.08868220310609114,98.978,0.03593964060359396,0.046629533704662954,100000,1,False,
HCV,plddt_ent_joint,3-core,enrichment,2.7777777777777777,1.6643092592592597,0.38646634990964335,99.902,0.004209957900420996,0.004669953300466995,100000,1,False,
Zika,sasa_strat,4-core,mcc,-0.02308864363138913,-0.0043024881353854435,0.045796008042619525,50.458999999999996,0.7600123998760012,0.7625823741762582,100000,1,False,
Zika,sasa_strat,4-core,window_mcc,0.4471825131677405,0.7522912835033553,0.07955685906706716,0.06899999999999999,0.999310006899931,0.0006999930000699993,100000,1,False,
Zika,sasa_strat,4-core,p20,0.05,0.056258,0.05036255986345412,68.711,0.6938430615693844,1.0,100000,1,False,
Zika,sasa_strat,4-core,enrichment,0.7278582930756843,0.9492873429951689,0.53978934397405,50.458999999999996,0.7600123998760012,0.7625823741762582,100000,1,False,
Zika,plddt_strat,4-core,mcc,-0.02308864363138913,-0.009137042450624838,0.04401962992455913,54.691,0.7319726802731973,1.0,100000,1,False,
Zika,plddt_strat,4-core,window_mcc,0.4471825131677405,0.7428587951724701,0.07959482841247711,0.058,0.999420005799942,0.0005899941000589994,100000,1,False,
Zika,plddt_strat,4-core,p20,0.05,0.0518785,0.04789254887505989,72.287,0.6690433095669043,1.0,100000,1,False,
Zika,plddt_strat,4-core,enrichment,0.7278582930756843,0.8923033172302737,0.518851493275244,54.691,0.7319726802731973,1.0,100000,1,False,
Zika,sasa_freq_joint,4-core,mcc,-0.02308864363138913,0.0020845083242544927,0.04749805072289848,44.97,0.7992620073799263,0.7551724482755172,100000,1,False,
Zika,sasa_freq_joint,4-core,window_mcc,0.4471825131677405,0.7560562715059781,0.07824977233428047,0.043,0.999570004299957,0.00043999560004399956,100000,1,False,
Zika,sasa_freq_joint,4-core,p20,0.05,0.060576500000000005,0.05224569501643174,65.47699999999999,0.7206727932720672,1.0,100000,1,False,
Zika,sasa_freq_joint,4-core,enrichment,0.7278582930756843,1.024569726247987,0.5598510161824352,44.97,0.7992620073799263,0.7551724482755172,100000,1,False,
Zika,plddt_ent_joint,4-core,mcc,-0.02308864363138913,-0.011854124962702158,0.043748337113634544,57.19,0.7089029109708903,1.0,100000,1,False,
Zika,plddt_ent_joint,4-core,window_mcc,0.4471825131677405,0.7442016771868177,0.08012782729454143,0.067,0.999330006699933,0.0006799932000679993,100000,1,False,
Zika,plddt_ent_joint,4-core,p20,0.05,0.04965700000000001,0.04716971858088619,73.983,0.6504234957650423,1.0,100000,1,False,
Zika,plddt_ent_joint,4-core,enrichment,0.7278582930756843,0.8602775523349433,0.5156538135059162,57.19,0.7089029109708903,1.0,100000,1,False,
Zika,sasa_strat,3-core,mcc,-0.0162875894759551,-0.0004901908556176199,0.04701184134058371,49.268,0.7140228597714023,0.8021219787802122,100000,1,False,
Zika,sasa_strat,3-core,window_mcc,0.5384218490032727,0.7917232531072628,0.06418758723477726,0.045,0.999550004499955,0.0004599954000459995,100000,1,False,
Zika,sasa_strat,3-core,p20,0.05,0.056539,0.05049149907657723,68.61500000000001,0.6964630353696463,1.0,100000,1,False,
Zika,sasa_strat,3-core,enrichment,0.8584995251661918,0.9957414055080721,0.40842126346103547,49.268,0.7140228597714023,0.8021219787802122,100000,1,False,
Zika,plddt_strat,3-core,mcc,-0.0162875894759551,0.01365619494151687,0.04872081015208219,37.511,0.8038519614803852,0.6221037789622104,100000,1,False,
Zika,plddt_strat,3-core,window_mcc,0.5384218490032727,0.8086603325726189,0.06074762528126801,0.011000000000000001,0.999890001099989,0.00011999880001199988,100000,1,False,
Zika,plddt_strat,3-core,p20,0.05,0.059333000000000004,0.05129907514760866,66.396,0.7162728372716273,1.0,100000,1,False,
Zika,plddt_strat,3-core,enrichment,0.8584995251661918,1.1186399050332383,0.4232681441894695,37.511,0.8038519614803852,0.6221037789622104,100000,1,False,
Zika,sasa_freq_joint,3-core,mcc,-0.0162875894759551,0.000900434788824943,0.04700309148037536,47.927,0.7242627573724263,0.8013819861801382,100000,1,False,
Zika,sasa_freq_joint,3-core,window_mcc,0.5384218490032727,0.7951670326201635,0.06311193162614225,0.037,0.999630003699963,0.00037999620003799963,100000,1,False,
Zika,sasa_freq_joint,3-core,p20,0.05,0.060659000000000005,0.052129988672548165,65.487,0.7224927750722493,1.0,100000,1,False,
Zika,sasa_freq_joint,3-core,enrichment,0.8584995251661918,1.0078226400759736,0.4083452479538889,47.927,0.7242627573724263,0.8013819861801382,100000,1,False,
Zika,plddt_ent_joint,3-core,mcc,-0.0162875894759551,0.002712027940485507,0.04719846521377571,46.481,0.7369426305736942,0.7995620043799562,100000,1,False,
Zika,plddt_ent_joint,3-core,window_mcc,0.5384218490032727,0.8068101000964225,0.061362107967506616,0.019,0.999810001899981,0.0001999980000199998,100000,1,False,
Zika,plddt_ent_joint,3-core,p20,0.05,0.055915500000000014,0.050176507050112604,68.867,0.6912430875691243,1.0,100000,1,False,
Zika,plddt_ent_joint,3-core,enrichment,0.8584995251661918,1.0235610826210828,0.41004258174824904,46.481,0.7369426305736942,0.7995620043799562,100000,1,False,
Rabies,sasa_strat,4-core,mcc,-0.04909864869034983,-0.008624803041569814,0.04296688848769851,27.22,0.9008409915900841,0.41179588204117956,100000,1,False,
Rabies,sasa_strat,4-core,window_mcc,0.15664244273313332,0.690822412103854,0.09737111583780242,0.0,1.0,9.99990000099999e-06,100000,1,False,
Rabies,sasa_strat,4-core,p20,0.05,0.07953900000000003,0.058741786481175395,51.43299999999999,0.8190518094819051,0.7194928050719492,100000,1,False,
Rabies,sasa_strat,4-core,enrichment,0.5035897435897436,0.9127992153846154,0.43441529859296296,27.22,0.9008409915900841,0.41179588204117956,100000,1,False,
Rabies,plddt_strat,4-core,mcc,-0.04909864869034983,-0.016962290225248186,0.040724433135985956,33.576,0.8677613223867762,0.5574644253557465,100000,1,False,
Rabies,plddt_strat,4-core,window_mcc,0.15664244273313332,0.6459365773824843,0.09083880361471446,0.001,0.999990000099999,1.999980000199998e-05,100000,1,False,
Rabies,plddt_strat,4-core,p20,0.05,0.06263350000000001,0.052722572753518014,63.75300000000001,0.7349726502734972,1.0,100000,1,False,
Rabies,plddt_strat,4-core,enrichment,0.5035897435897436,0.8285033282051282,0.4117430282591571,33.576,0.8677613223867762,0.5574644253557465,100000,1,False,
Rabies,sasa_freq_joint,4-core,mcc,-0.04909864869034983,-0.03706485393811438,0.03195996953522816,52.457,0.7701322986770133,1.0,100000,1,False,
Rabies,sasa_freq_joint,4-core,window_mcc,0.15664244273313332,0.639942085560036,0.10485563182744652,0.001,1.0,1.999980000199998e-05,100000,1,False,
Rabies,sasa_freq_joint,4-core,p20,0.05,0.051421000000000015,0.04590839529977061,72.72,0.6794332056679433,1.0,100000,1,False,
Rabies,sasa_freq_joint,4-core,enrichment,0.5035897435897436,0.6252570256410257,0.3231302101999572,52.457,0.7701322986770133,1.0,100000,1,False,
Rabies,plddt_ent_joint,4-core,mcc,-0.04909864869034983,-0.03744464568060526,0.0317787339266165,53.004,0.7691923080769192,1.0,100000,1,False,
Rabies,plddt_ent_joint,4-core,window_mcc,0.15664244273313332,0.6082781745942726,0.1083029746297603,0.005,0.999950000499995,5.999940000599994e-05,100000,1,False,
Rabies,plddt_ent_joint,4-core,p20,0.05,0.04902250000000001,0.04547493258653607,74.512,0.6563034369656303,1.0,100000,1,False,
Rabies,plddt_ent_joint,4-core,enrichment,0.5035897435897436,0.6214171538461537,0.3212978336001657,53.004,0.7691923080769192,1.0,100000,1,False,
Rabies,sasa_strat,3-core,mcc,-0.04909864869034983,-0.005431314835694085,0.04322978297653825,24.622,0.913180868191318,0.4021259787402126,100000,1,False,
Rabies,sasa_strat,3-core,window_mcc,0.08703768071408538,0.7014080205108618,0.10251643818031157,0.0,1.0,9.99990000099999e-06,100000,1,False,
Rabies,sasa_strat,3-core,p20,0.05,0.081344,0.05896103513338279,50.171,0.8289517104828952,0.7159528404715952,100000,1,False,
Rabies,sasa_strat,3-core,enrichment,0.5035897435897436,0.9450868717948717,0.4370732845883989,24.622,0.913180868191318,0.4021259787402126,100000,1,False,
Rabies,plddt_strat,3-core,mcc,-0.04909864869034983,-0.004991005458170238,0.04339337051605632,24.209,0.9148208517914821,0.4011959880401196,100000,1,False,
Rabies,plddt_strat,3-core,window_mcc,0.08703768071408538,0.6706273444809961,0.09478612899766241,0.0,1.0,9.99990000099999e-06,100000,1,False,
Rabies,plddt_strat,3-core,p20,0.05,0.07003300000000003,0.05517679685338757,58.164,0.7768022319776802,1.0,100000,1,False,
Rabies,plddt_strat,3-core,enrichment,0.5035897435897436,0.9495386051282052,0.43872723097193045,24.209,0.9148208517914821,0.4011959880401196,100000,1,False,
Rabies,sasa_freq_joint,3-core,mcc,-0.04909864869034983,-0.036881059639125344,0.03188082445223502,52.293,0.7745722542774572,1.0,100000,1,False,
Rabies,sasa_freq_joint,3-core,window_mcc,0.08703768071408538,0.6445453048918304,0.11638884799636944,0.0,1.0,9.99990000099999e-06,100000,1,False,
Rabies,sasa_freq_joint,3-core,p20,0.05,0.050757,0.04539743330850325,73.394,0.6773932260677393,1.0,100000,1,False,
Rabies,sasa_freq_joint,3-core,enrichment,0.5035897435897436,0.6271152717948718,0.32233001646774245,52.293,0.7745722542774572,1.0,100000,1,False,
Rabies,plddt_ent_joint,3-core,mcc,-0.04909864869034983,-0.03810261930923534,0.03147760751406667,53.837999999999994,0.7650923490765092,1.0,100000,1,False,
Rabies,plddt_ent_joint,3-core,window_mcc,0.08703768071408538,0.6142145546616009,0.12119413901294429,0.001,0.999990000099999,1.999980000199998e-05,100000,1,False,
Rabies,plddt_ent_joint,3-core,p20,0.05,0.048403,0.04520231842505427,75.03,0.6514934850651494,1.0,100000,1,False,
Rabies,plddt_ent_joint,3-core,enrichment,0.5035897435897436,0.6147647333333335,0.318253305010214,53.837999999999994,0.7650923490765092,1.0,100000,1,False,
EV-A71,sasa_strat,4-core,mcc,0.04985754985754986,0.005103361823361825,0.06213867730405326,85.44699999999999,0.3286567134328657,0.5032049679503205,100000,1,False,
EV-A71,sasa_strat,4-core,window_mcc,0.39505988133193204,0.7998098659470176,0.07911205800369954,0.017,0.999840001599984,0.0001799982000179998,100000,1,False,
EV-A71,sasa_strat,4-core,p20,0.15,0.11608,0.06786371342624863,81.399,0.4181358186418136,0.7095129048709513,100000,1,False,
EV-A71,sasa_strat,4-core,enrichment,1.4320987654320987,1.0442291358024691,0.5385352033017948,85.44699999999999,0.3286567134328657,0.5032049679503205,100000,1,False,
EV-A71,plddt_strat,4-core,mcc,0.04985754985754986,0.02934851851851852,0.06605925594117497,74.36399999999999,0.47846521534784653,1.0,100000,1,False,
EV-A71,plddt_strat,4-core,window_mcc,0.39505988133193204,0.7612113275843813,0.07137876441399893,0.013999999999999999,0.999870001299987,0.00014999850001499985,100000,1,False,
EV-A71,plddt_strat,4-core,p20,0.15,0.13338650000000002,0.07119211064261265,73.473,0.5196948030519695,1.0,100000,1,False,
EV-A71,plddt_strat,4-core,enrichment,1.4320987654320987,1.254353827160494,0.5725135514901829,74.36399999999999,0.47846521534784653,1.0,100000,1,False,
EV-A71,sasa_freq_joint,4-core,mcc,0.04985754985754986,0.017403162393162395,0.06210090461791353,80.944,0.4061359386406136,0.7389326106738933,100000,1,False,
