pathogen,split_year,n_train,n_test,n_emergent,n_positions,score,top_k,mcc,f1,auroc,topk_enrichment_fold,topk_fisher_p_one_sided
HIV-1,2014,38,212,69,1768,freq+entropy+plddt+homoplasy,30,-0.0265,0.0,0.5141,0.0,1.0
HIV-1,2015,100,150,43,1768,freq+entropy,30,-0.0207,0.0,0.5214,0.0,1.0
HIV-1,2015,100,150,43,1768,freq+entropy+plddt,30,-0.0207,0.0,0.4263,0.0,1.0
HIV-1,2015,100,150,43,1768,freq+entropy+homoplasy,30,-0.0207,0.0,0.5054,0.0,1.0
HIV-1,2015,100,150,43,1768,freq+entropy+plddt+homoplasy,30,-0.0207,0.0,0.4791,0.0,1.0
HIV-1,2016,130,120,28,1768,freq+entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2016,130,120,28,1768,freq+entropy+plddt,30,-0.0167,0.0,0.4339,0.0,1.0
HIV-1,2016,130,120,28,1768,freq+entropy+homoplasy,30,-0.0167,0.0,0.4328,0.0,1.0
HIV-1,2016,130,120,28,1768,freq+entropy+plddt+homoplasy,30,-0.0167,0.0,0.4232,0.0,1.0
HIV-1,2017,134,116,28,1768,freq+entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2017,134,116,28,1768,freq+entropy+plddt,30,-0.0167,0.0,0.4341,0.0,1.0
HIV-1,2017,134,116,28,1768,freq+entropy+homoplasy,30,-0.0167,0.0,0.4328,0.0,1.0
HIV-1,2017,134,116,28,1768,freq+entropy+plddt+homoplasy,30,-0.0167,0.0,0.4229,0.0,1.0
HIV-1,2018,171,79,25,1768,freq+entropy,30,-0.0157,0.0,0.4426,0.0,1.0
HIV-1,2018,171,79,25,1768,freq+entropy+plddt,30,-0.0157,0.0,0.424,0.0,1.0
HIV-1,2018,171,79,25,1768,freq+entropy+homoplasy,30,-0.0157,0.0,0.45,0.0,1.0
HIV-1,2018,171,79,25,1768,freq+entropy+plddt+homoplasy,30,-0.0157,0.0,0.4424,0.0,1.0
MERS,2016,80,51,887,1687,freq+entropy,30,-0.0973,0.013,0.4961,0.38,1.0
MERS,2016,80,51,887,1687,freq+entropy+plddt,30,-0.0968,0.0109,0.5918,0.317,1.0
MERS,2016,80,51,887,1687,freq+entropy+homoplasy,30,-0.0878,0.0131,0.456,0.38,1.0
MERS,2016,80,51,887,1687,freq+entropy+plddt+homoplasy,30,-0.0878,0.0131,0.501,0.38,1.0
MERS,2019,87,44,586,1687,freq+entropy,30,-0.0998,0.0,0.6569,0.0,1.0
MERS,2019,87,44,586,1687,freq+entropy+plddt,30,-0.0982,0.0,0.6659,0.0,1.0
MERS,2019,87,44,586,1687,freq+entropy+homoplasy,30,-0.0813,0.0065,0.6434,0.192,1.0
MERS,2019,87,44,586,1687,freq+entropy+plddt+homoplasy,30,-0.072,0.0097,0.6223,0.288,0.9998
MERS,2020,88,43,582,1687,freq+entropy,30,-0.0977,0.0,0.6591,0.0,1.0
MERS,2020,88,43,582,1687,freq+entropy+plddt,30,-0.0977,0.0,0.6661,0.0,1.0
MERS,2020,88,43,582,1687,freq+entropy+homoplasy,30,-0.0845,0.0065,0.6405,0.193,1.0
MERS,2020,88,43,582,1687,freq+entropy+plddt+homoplasy,30,-0.0882,0.0033,0.6212,0.097,1.0
SARS-CoV-2,2025,47,216,8,1294,freq+entropy,30,-0.013,0.0,0.5138,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,freq+entropy+plddt,30,-0.013,0.0,0.5138,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,freq+entropy+homoplasy,30,-0.013,0.0,0.5138,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,freq+entropy+plddt+homoplasy,30,-0.013,0.0,0.5138,0.0,1.0
