pathogen,strategy,threshold,n_positions,n_layer_a,n_predicted,mcc,auroc,w_freq,w_entropy,w_rare_freq,w_homoplasy,w_esm2_llr,w_plddt,w_sasa,w_grantham,w_dnds_proxy,w_semantic_change
RSV,top3_auc,top10,550,20,55,-0.06475239082381762,0.42292452830188676,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
RSV,top3_auc,mad2,550,20,78,-0.02328555525708114,0.42292452830188676,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
RSV,corr_ensemble,top3,550,20,17,-0.03469268550712896,0.3189622641509434,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
RSV,corr_ensemble,top5,550,20,28,-0.04499050077654549,0.3189622641509434,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
RSV,corr_ensemble,top10,550,20,55,-0.06475239082381762,0.3189622641509434,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
RSV,corr_ensemble,mad2,550,20,80,-0.0801443899700861,0.3189622641509434,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
RSV,oracle,top3,550,20,17,0.1897893971860584,0.7741509433962265,0.10548631177149544,0.10887570568654643,0.10484848883124245,0.04682139743204278,0.18337315776847798,0.16767104719287743,0.09427482386625065,0.047318014837149695,0.0813750083827718,0.059956044231145304
RSV,oracle,top5,550,20,28,0.22013209308524043,0.7741509433962265,0.10548631177149544,0.10887570568654643,0.10484848883124245,0.04682139743204278,0.18337315776847798,0.16767104719287743,0.09427482386625065,0.047318014837149695,0.0813750083827718,0.059956044231145304
RSV,oracle,top10,550,20,55,0.12950478164763524,0.7741509433962265,0.10548631177149544,0.10887570568654643,0.10484848883124245,0.04682139743204278,0.18337315776847798,0.16767104719287743,0.09427482386625065,0.047318014837149695,0.0813750083827718,0.059956044231145304
RSV,oracle,mad2,550,20,34,0.192125074694291,0.7741509433962265,0.10548631177149544,0.10887570568654643,0.10484848883124245,0.04682139743204278,0.18337315776847798,0.16767104719287743,0.09427482386625065,0.047318014837149695,0.0813750083827718,0.059956044231145304
RSV,baseline_freq,top3,550,20,17,-0.03469268550712896,,,,,,,,,,,
RSV,baseline_entropy,top3,550,20,17,-0.03469268550712896,,,,,,,,,,,
RSV,baseline_equal,top3,550,20,17,-0.03469268550712896,,,,,,,,,,,
RSV,baseline_best_single,top3,550,20,101,0.15872394676031445,,,,,,,,,,,
RSV,baseline_random,top3,550,20,-1,-0.0033967318884733687,,,,,,,,,,,
RSV,baseline_freq,top5,550,20,28,-0.04499050077654549,,,,,,,,,,,
RSV,baseline_entropy,top5,550,20,28,-0.04499050077654549,,,,,,,,,,,
RSV,baseline_equal,top5,550,20,28,-0.04499050077654549,,,,,,,,,,,
RSV,baseline_best_single,top5,550,20,101,0.15872394676031445,,,,,,,,,,,
RSV,baseline_random,top5,550,20,-1,-0.004909301970498118,,,,,,,,,,,
RSV,baseline_freq,top10,550,20,55,-0.06475239082381762,,,,,,,,,,,
RSV,baseline_entropy,top10,550,20,55,-0.06475239082381762,,,,,,,,,,,
RSV,baseline_equal,top10,550,20,55,-0.06475239082381762,,,,,,,,,,,
RSV,baseline_best_single,top10,550,20,101,0.15872394676031445,,,,,,,,,,,
RSV,baseline_random,top10,550,20,-1,-0.004349212844637485,,,,,,,,,,,
RSV,baseline_freq,mad2,550,20,195,-0.12366886990593604,,,,,,,,,,,
RSV,baseline_entropy,mad2,550,20,179,-0.11420266157501241,,,,,,,,,,,
RSV,baseline_equal,mad2,550,20,85,-0.029313142446255557,,,,,,,,,,,
RSV,baseline_best_single,mad2,550,20,0,0.0,,,,,,,,,,,
RSV,baseline_random,mad2,550,20,-1,-0.004909301970498118,,,,,,,,,,,
Influenza_B,knn_cosine,top3,560,17,17,-0.03130755064456722,0.32553352832845844,0.08994657752738877,0.09315773347327234,0.08728055575456761,0.07491578097130804,0.1612521753429118,0.16686530316466314,0.11791359785775835,0.05815731964595639,0.07965368879062898,0.07085726747154464
Influenza_B,knn_cosine,top5,560,17,28,0.007163414451992775,0.32553352832845844,0.08994657752738877,0.09315773347327234,0.08728055575456761,0.07491578097130804,0.1612521753429118,0.16686530316466314,0.11791359785775835,0.05815731964595639,0.07965368879062898,0.07085726747154464
Influenza_B,knn_cosine,top10,560,17,56,0.010408199895645098,0.32553352832845844,0.08994657752738877,0.09315773347327234,0.08728055575456761,0.07491578097130804,0.1612521753429118,0.16686530316466314,0.11791359785775835,0.05815731964595639,0.07965368879062898,0.07085726747154464
Influenza_B,knn_cosine,mad2,560,17,56,0.010408199895645098,0.32553352832845844,0.08994657752738877,0.09315773347327234,0.08728055575456761,0.07491578097130804,0.1612521753429118,0.16686530316466314,0.11791359785775835,0.05815731964595639,0.07965368879062898,0.07085726747154464
Influenza_B,top3_auc,top3,560,17,17,0.0293575993933485,0.6810746398006716,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Influenza_B,top3_auc,top5,560,17,28,0.10267560714522977,0.6810746398006716,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Influenza_B,top3_auc,top10,560,17,56,0.04510219954779542,0.6810746398006716,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Influenza_B,top3_auc,mad2,560,17,75,0.08322311500261054,0.6810746398006716,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Influenza_B,corr_ensemble,top3,560,17,17,0.21135304950709566,0.7829054273643159,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Influenza_B,corr_ensemble,top5,560,17,28,0.15043170349184826,0.7829054273643159,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Influenza_B,corr_ensemble,top10,560,17,56,0.11449019885209608,0.7829054273643159,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Influenza_B,corr_ensemble,mad2,560,17,54,0.11850129741991514,0.7829054273643159,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Influenza_B,oracle,top3,560,17,17,0.21135304950709566,0.8234210811396382,0.12339578699845591,0.09458361221159418,0.0741503632847005,0.181477701163191,0.054863053667826844,0.1092621614589829,0.059861862987581005,0.07879911224921184,0.1119942326119185,0.11161211336653742
Influenza_B,oracle,top5,560,17,28,0.19818779983846677,0.8234210811396382,0.12339578699845591,0.09458361221159418,0.0741503632847005,0.181477701163191,0.054863053667826844,0.1092621614589829,0.059861862987581005,0.07879911224921184,0.1119942326119185,0.11161211336653742
Influenza_B,oracle,top10,560,17,56,0.21857219780854706,0.8234210811396382,0.12339578699845591,0.09458361221159418,0.0741503632847005,0.181477701163191,0.054863053667826844,0.1092621614589829,0.059861862987581005,0.07879911224921184,0.1119942326119185,0.11161211336653742
Influenza_B,oracle,mad2,560,17,72,0.21188871701665044,0.8234210811396382,0.12339578699845591,0.09458361221159418,0.0741503632847005,0.181477701163191,0.054863053667826844,0.1092621614589829,0.059861862987581005,0.07879911224921184,0.1119942326119185,0.11161211336653742
Influenza_B,baseline_freq,top3,560,17,17,0.21135304950709566,,,,,,,,,,,
Influenza_B,baseline_entropy,top3,560,17,17,0.21135304950709566,,,,,,,,,,,
Influenza_B,baseline_equal,top3,560,17,17,0.21135304950709566,,,,,,,,,,,
Influenza_B,baseline_best_single,top3,560,17,21,0.07464421111473564,,,,,,,,,,,
Influenza_B,baseline_random,top3,560,17,-1,-0.007112640548317886,,,,,,,,,,,
Influenza_B,baseline_freq,top5,560,17,28,0.19818779983846677,,,,,,,,,,,
Influenza_B,baseline_entropy,top5,560,17,28,0.19818779983846677,,,,,,,,,,,
Influenza_B,baseline_equal,top5,560,17,28,0.19818779983846677,,,,,,,,,,,
Influenza_B,baseline_best_single,top5,560,17,31,0.09371222488442087,,,,,,,,,,,
Influenza_B,baseline_random,top5,560,17,-1,-0.004829559784654359,,,,,,,,,,,
Influenza_B,baseline_freq,top10,560,17,57,0.18139420713461937,,,,,,,,,,,
Influenza_B,baseline_entropy,top10,560,17,56,0.18387819815639672,,,,,,,,,,,
Influenza_B,baseline_equal,top10,560,17,56,0.18387819815639672,,,,,,,,,,,
Influenza_B,baseline_best_single,top10,560,17,62,0.16976231715062762,,,,,,,,,,,
Influenza_B,baseline_random,top10,560,17,-1,-0.001022666084864063,,,,,,,,,,,
Influenza_B,baseline_freq,mad2,560,17,219,0.13547533786603916,,,,,,,,,,,
Influenza_B,baseline_entropy,mad2,560,17,211,0.14164491595032325,,,,,,,,,,,
Influenza_B,baseline_equal,mad2,560,17,62,0.16976231715062762,,,,,,,,,,,
Influenza_B,baseline_best_single,mad2,560,17,62,0.16976231715062762,,,,,,,,,,,
Influenza_B,baseline_random,mad2,560,17,-1,-0.004829559784654359,,,,,,,,,,,
MERS,knn_cosine,top3,1330,9,40,-0.014534663660464646,0.5494154260240558,0.007732503501826804,0.006331895353299813,0.007431880268938757,0.06534287405136516,0.29110494285934213,0.29349025078142427,0.20956274421470572,0.043478037887261414,0.02336938808937656,0.05215548299245926
MERS,knn_cosine,top5,1330,9,67,-0.019011026708569467,0.5494154260240558,0.007732503501826804,0.006331895353299813,0.007431880268938757,0.06534287405136516,0.29110494285934213,0.29349025078142427,0.20956274421470572,0.043478037887261414,0.02336938808937656,0.05215548299245926
MERS,knn_cosine,top10,1330,9,133,0.03362782408936811,0.5494154260240558,0.007732503501826804,0.006331895353299813,0.007431880268938757,0.06534287405136516,0.29110494285934213,0.29349025078142427,0.20956274421470572,0.043478037887261414,0.02336938808937656,0.05215548299245926
MERS,knn_cosine,mad2,1330,9,223,0.061153670708335675,0.5494154260240558,0.007732503501826804,0.006331895353299813,0.007431880268938757,0.06534287405136516,0.29110494285934213,0.29349025078142427,0.20956274421470572,0.043478037887261414,0.02336938808937656,0.05215548299245926
MERS,top3_auc,top3,1330,9,40,-0.014534663660464646,0.6160736815543779,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MERS,top3_auc,top5,1330,9,67,-0.019011026708569467,0.6160736815543779,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MERS,top3_auc,top10,1330,9,133,-0.027513674254937545,0.6160736815543779,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MERS,top3_auc,mad2,1330,9,202,-0.0349293883545763,0.6160736815543779,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MERS,corr_ensemble,top3,1330,9,40,-0.014534663660464646,0.5286399192530911,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
MERS,corr_ensemble,top5,1330,9,67,0.022920425235704815,0.5286399192530911,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
MERS,corr_ensemble,top10,1330,9,133,0.03362782408936811,0.5286399192530911,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
MERS,corr_ensemble,mad2,1330,9,184,0.020052098484866786,0.5286399192530911,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
MERS,oracle,top3,1330,9,40,0.03916284375180752,0.8121793254268652,0.03425694419177027,0.05116771588289528,0.05542546538515375,0.14204371076311154,0.10891973761850947,0.2883596550144275,0.05149782618896754,0.06461665033575187,0.048488845261129385,0.15522344935828333
MERS,oracle,top5,1330,9,67,0.022920425235704815,0.8121793254268652,0.03425694419177027,0.05116771588289528,0.05542546538515375,0.14204371076311154,0.10891973761850947,0.2883596550144275,0.05149782618896754,0.06461665033575187,0.048488845261129385,0.15522344935828333
MERS,oracle,top10,1330,9,133,0.03362782408936811,0.8121793254268652,0.03425694419177027,0.05116771588289528,0.05542546538515375,0.14204371076311154,0.10891973761850947,0.2883596550144275,0.05149782618896754,0.06461665033575187,0.048488845261129385,0.15522344935828333
MERS,oracle,mad2,1330,9,84,0.016271986103243947,0.8121793254268652,0.03425694419177027,0.05116771588289528,0.05542546538515375,0.14204371076311154,0.10891973761850947,0.2883596550144275,0.05149782618896754,0.06461665033575187,0.048488845261129385,0.15522344935828333
MERS,baseline_freq,top3,1330,9,40,-0.014534663660464646,,,,,,,,,,,
MERS,baseline_entropy,top3,1330,9,40,-0.014534663660464646,,,,,,,,,,,
MERS,baseline_equal,top3,1330,9,40,-0.014534663660464646,,,,,,,,,,,
MERS,baseline_best_single,top3,1330,9,46,-0.015623065368001598,,,,,,,,,,,
MERS,baseline_random,top3,1330,9,-1,0.0004179978129481635,,,,,,,,,,,
MERS,baseline_freq,top5,1330,9,70,0.0216167840455823,,,,,,,,,,,
MERS,baseline_entropy,top5,1330,9,67,0.022920425235704815,,,,,,,,,,,
MERS,baseline_equal,top5,1330,9,67,0.022920425235704815,,,,,,,,,,,
MERS,baseline_best_single,top5,1330,9,94,0.013022655020612488,,,,,,,,,,,
MERS,baseline_random,top5,1330,9,-1,-0.0018022042803119856,,,,,,,,,,,
MERS,baseline_freq,top10,1330,9,141,0.0013663334096261233,,,,,,,,,,,
MERS,baseline_entropy,top10,1330,9,133,0.003057074917215283,,,,,,,,,,,
MERS,baseline_equal,top10,1330,9,133,0.003057074917215283,,,,,,,,,,,
MERS,baseline_best_single,top10,1330,9,193,0.12222548930703395,,,,,,,,,,,
MERS,baseline_random,top10,1330,9,-1,-0.004007001098396395,,,,,,,,,,,
MERS,baseline_freq,mad2,1330,9,236,-0.014331220444294543,,,,,,,,,,,
MERS,baseline_entropy,mad2,1330,9,277,0.002835892326608486,,,,,,,,,,,
MERS,baseline_equal,mad2,1330,9,183,0.02027820587923485,,,,,,,,,,,
MERS,baseline_best_single,mad2,1330,9,46,-0.015623065368001598,,,,,,,,,,,
MERS,baseline_random,mad2,1330,9,-1,-0.0018022042803119856,,,,,,,,,,,
HCV,knn_cosine,top3,340,54,11,0.05698170120362624,0.5642320642320643,0.0743482306600369,0.08223776757596557,0.0740558071140596,0.08332063098826735,0.10467029918238953,0.23687664682775772,0.10708576782029874,0.06701706321696005,0.0781955689664067,0.09219221764785801
HCV,knn_cosine,top5,340,54,17,0.01107629600591502,0.5642320642320643,0.0743482306600369,0.08223776757596557,0.0740558071140596,0.08332063098826735,0.10467029918238953,0.23687664682775772,0.10708576782029874,0.06701706321696005,0.0781955689664067,0.09219221764785801
HCV,knn_cosine,top10,340,54,34,0.09656090991705352,0.5642320642320643,0.0743482306600369,0.08223776757596557,0.0740558071140596,0.08332063098826735,0.10467029918238953,0.23687664682775772,0.10708576782029874,0.06701706321696005,0.0781955689664067,0.09219221764785801
HCV,knn_cosine,mad2,340,54,59,0.11961423613754381,0.5642320642320643,0.0743482306600369,0.08223776757596557,0.0740558071140596,0.08332063098826735,0.10467029918238953,0.23687664682775772,0.10708576782029874,0.06701706321696005,0.0781955689664067,0.09219221764785801
HCV,top3_auc,top3,340,54,11,0.011503348130309522,0.5539691789691791,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
HCV,top3_auc,top5,340,54,17,0.01107629600591502,0.5539691789691791,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
HCV,top3_auc,top10,340,54,34,0.016093484986175587,0.5539691789691791,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
HCV,top3_auc,mad2,340,54,65,0.11615940727552936,0.5539691789691791,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
HCV,corr_ensemble,top3,340,54,11,0.05698170120362624,0.489057239057239,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
HCV,corr_ensemble,top5,340,54,17,0.01107629600591502,0.489057239057239,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
HCV,corr_ensemble,top10,340,54,34,0.0429159599631349,0.489057239057239,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
HCV,corr_ensemble,mad2,340,54,53,-0.00926466168078742,0.489057239057239,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
HCV,oracle,top3,340,54,11,0.28437346657020984,0.7530432530432529,0.08741321199032316,0.10821301450461025,0.037108893898719804,0.15136596347601558,0.0966574143778116,0.056025742771484296,0.11235928653701499,0.11427695305282146,0.12079711401839414,0.11578240537280488
HCV,oracle,top5,340,54,17,0.3064441894969822,0.7530432530432529,0.08741321199032316,0.10821301450461025,0.037108893898719804,0.15136596347601558,0.0966574143778116,0.056025742771484296,0.11235928653701499,0.11427695305282146,0.12079711401839414,0.11578240537280488
HCV,oracle,top10,340,54,34,0.2574957597788094,0.7530432530432529,0.08741321199032316,0.10821301450461025,0.037108893898719804,0.15136596347601558,0.0966574143778116,0.056025742771484296,0.11235928653701499,0.11427695305282146,0.12079711401839414,0.11578240537280488
HCV,oracle,mad2,340,54,56,0.30601738130492223,0.7530432530432529,0.08741321199032316,0.10821301450461025,0.037108893898719804,0.15136596347601558,0.0966574143778116,0.056025742771484296,0.11235928653701499,0.11427695305282146,0.12079711401839414,0.11578240537280488
HCV,baseline_freq,top3,340,54,11,0.1934167604235764,,,,,,,,,,,
HCV,baseline_entropy,top3,340,54,11,0.14793840735025968,,,,,,,,,,,
HCV,baseline_equal,top3,340,54,11,0.10246005427694295,,,,,,,,,,,
HCV,baseline_best_single,top3,340,54,11,0.2388951134968931,,,,,,,,,,,
HCV,baseline_random,top3,340,54,-1,0.002001648975846939,,,,,,,,,,,
HCV,baseline_freq,top5,340,54,17,0.195681229437832,,,,,,,,,,,
HCV,baseline_entropy,top5,340,54,17,0.23260221612421542,,,,,,,,,,,
HCV,baseline_equal,top5,340,54,17,0.08491826937868181,,,,,,,,,,,
HCV,baseline_best_single,top5,340,54,17,0.2695232028105988,,,,,,,,,,,
HCV,baseline_random,top5,340,54,-1,0.0015658941859898697,,,,,,,,,,,
HCV,baseline_freq,top10,340,54,34,0.33796318470968734,,,,,,,,,,,
HCV,baseline_entropy,top10,340,54,34,0.28431823475576873,,,,,,,,,,,
HCV,baseline_equal,top10,340,54,34,0.17702833484793146,,,,,,,,,,,
HCV,baseline_best_single,top10,340,54,34,0.33796318470968734,,,,,,,,,,,
HCV,baseline_random,top10,340,54,-1,-0.002001110980943686,,,,,,,,,,,
HCV,baseline_freq,mad2,340,54,125,0.23609725808826962,,,,,,,,,,,
HCV,baseline_entropy,mad2,340,54,123,0.2422290384909083,,,,,,,,,,,
HCV,baseline_equal,mad2,340,54,54,0.16342916342916342,,,,,,,,,,,
HCV,baseline_best_single,mad2,340,54,123,0.2422290384909083,,,,,,,,,,,
HCV,baseline_random,mad2,340,54,-1,0.0015658941859898697,,,,,,,,,,,
Zika,knn_cosine,top3,452,27,14,0.008821740928512378,0.44636165577342046,0.07183871847197226,0.08415199939540155,0.0,0.1016430428476715,0.08109716491670366,0.2855973683299546,0.07235068469384841,0.0694458734235952,0.07421544367860469,0.08995982558282432
Zika,knn_cosine,top5,452,27,23,-0.0158824608473622,0.44636165577342046,0.07183871847197226,0.08415199939540155,0.0,0.1016430428476715,0.08109716491670366,0.2855973683299546,0.07235068469384841,0.0694458734235952,0.07421544367860469,0.08995982558282432
Zika,knn_cosine,top10,452,27,46,-0.02308864363138913,0.44636165577342046,0.07183871847197226,0.08415199939540155,0.0,0.1016430428476715,0.08109716491670366,0.2855973683299546,0.07235068469384841,0.0694458734235952,0.07421544367860469,0.08995982558282432
Zika,knn_cosine,mad2,452,27,31,-0.031460273045408285,0.44636165577342046,0.07183871847197226,0.08415199939540155,0.0,0.1016430428476715,0.08109716491670366,0.2855973683299546,0.07235068469384841,0.0694458734235952,0.07421544367860469,0.08995982558282432
Zika,top3_auc,top3,452,27,14,0.008821740928512378,0.48579520697167755,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Zika,top3_auc,top5,452,27,24,-0.01805311791949205,0.48579520697167755,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Zika,top3_auc,top10,452,27,46,-0.053964581268631406,0.48579520697167755,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Zika,top3_auc,mad2,452,27,37,-0.041208430017572364,0.48579520697167755,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Zika,corr_ensemble,top3,452,27,14,0.008821740928512378,0.5454466230936819,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Zika,corr_ensemble,top5,452,27,23,-0.0158824608473622,0.5454466230936819,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Zika,corr_ensemble,top10,452,27,46,-0.053964581268631406,0.5454466230936819,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Zika,corr_ensemble,mad2,452,27,47,-0.05528015713417909,0.5454466230936819,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Zika,oracle,top3,452,27,14,0.06270588822158799,0.6008714596949891,0.007501176734048549,0.006602849812665053,0.0,0.0671653624253032,0.16320933130466048,0.20840052306485266,0.15758535210528304,0.16244165399501556,0.06273756495303824,0.1643561856051333
Zika,oracle,top5,452,27,23,0.06907460782728529,0.6008714596949891,0.007501176734048549,0.006602849812665053,0.0,0.0671653624253032,0.16320933130466048,0.20840052306485266,0.15758535210528304,0.16244165399501556,0.06273756495303824,0.1643561856051333
Zika,oracle,top10,452,27,46,0.06953916928033768,0.6008714596949891,0.007501176734048549,0.006602849812665053,0.0,0.0671653624253032,0.16320933130466048,0.20840052306485266,0.15758535210528304,0.16244165399501556,0.06273756495303824,0.1643561856051333
Zika,oracle,mad2,452,27,40,0.05293908473798036,0.6008714596949891,0.007501176734048549,0.006602849812665053,0.0,0.0671653624253032,0.16320933130466048,0.20840052306485266,0.15758535210528304,0.16244165399501556,0.06273756495303824,0.1643561856051333
Zika,baseline_freq,top3,452,27,34,-0.0010962865581992357,,,,,,,,,,,
Zika,baseline_entropy,top3,452,27,32,0.003220950198069158,,,,,,,,,,,
Zika,baseline_equal,top3,452,27,14,0.008821740928512378,,,,,,,,,,,
Zika,baseline_best_single,top3,452,27,56,0.01855554683011329,,,,,,,,,,,
Zika,baseline_random,top3,452,27,-1,0.0016709639028065872,,,,,,,,,,,
Zika,baseline_freq,top5,452,27,34,-0.0010962865581992357,,,,,,,,,,,
Zika,baseline_entropy,top5,452,27,32,0.003220950198069158,,,,,,,,,,,
Zika,baseline_equal,top5,452,27,23,0.02659607348996155,,,,,,,,,,,
Zika,baseline_best_single,top5,452,27,56,0.01855554683011329,,,,,,,,,,,
Zika,baseline_random,top5,452,27,-1,0.00563045374057453,,,,,,,,,,,
Zika,baseline_freq,top10,452,27,430,0.013629076495030883,,,,,,,,,,,
Zika,baseline_entropy,top10,452,27,430,0.013629076495030883,,,,,,,,,,,
Zika,baseline_equal,top10,452,27,46,-0.02308864363138913,,,,,,,,,,,
Zika,baseline_best_single,top10,452,27,56,0.01855554683011329,,,,,,,,,,,
Zika,baseline_random,top10,452,27,-1,0.003264865393431053,,,,,,,,,,,
Zika,baseline_freq,mad2,452,27,8,0.036965720657379394,,,,,,,,,,,
Zika,baseline_entropy,mad2,452,27,34,-0.0010962865581992357,,,,,,,,,,,
Zika,baseline_equal,mad2,452,27,56,-0.038114096191584054,,,,,,,,,,,
Zika,baseline_best_single,mad2,452,27,5,-0.02665745333667786,,,,,,,,,,,
Zika,baseline_random,mad2,452,27,-1,0.00563045374057453,,,,,,,,,,,
Rabies,knn_cosine,top3,491,39,15,-0.008378711306304262,0.5745405037440435,0.09869242716240459,0.10527496635586989,0.0689289554704765,0.18861628671927613,0.15788559782651826,0.12045780992628116,0.10006264842855933,0.036641741620354336,0.07387734036391913,0.04956222612634069
Rabies,knn_cosine,top5,491,39,25,0.03475080417705981,0.5745405037440435,0.09869242716240459,0.10527496635586989,0.0689289554704765,0.18861628671927613,0.15788559782651826,0.12045780992628116,0.10006264842855933,0.036641741620354336,0.07387734036391913,0.04956222612634069
Rabies,knn_cosine,top10,491,39,50,-0.024194272133571143,0.5745405037440435,0.09869242716240459,0.10527496635586989,0.0689289554704765,0.18861628671927613,0.15788559782651826,0.12045780992628116,0.10006264842855933,0.036641741620354336,0.07387734036391913,0.04956222612634069
Rabies,knn_cosine,mad2,491,39,37,0.0017433755275869272,0.5745405037440435,0.09869242716240459,0.10527496635586989,0.0689289554704765,0.18861628671927613,0.15788559782651826,0.12045780992628116,0.10006264842855933,0.036641741620354336,0.07387734036391913,0.04956222612634069
Rabies,top3_auc,top3,491,39,15,-0.05214410759774461,0.29308486498751984,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Rabies,top3_auc,top5,491,39,25,-0.033773873939150496,0.29308486498751984,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Rabies,top3_auc,top10,491,39,50,-0.07400302524712851,0.29308486498751984,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Rabies,top3_auc,mad2,491,39,64,-0.0913500798969103,0.29308486498751984,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Rabies,corr_ensemble,top3,491,39,15,-0.05214410759774461,0.34223961878829134,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Rabies,corr_ensemble,top5,491,39,25,-0.033773873939150496,0.34223961878829134,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Rabies,corr_ensemble,top10,491,39,50,-0.024194272133571143,0.34223961878829134,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Rabies,corr_ensemble,mad2,491,39,47,-0.018769839794637984,0.34223961878829134,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Rabies,oracle,top3,491,39,15,0.16668287385945713,0.6862378034944406,0.07191394276344772,0.07491826761759096,0.06689435636707294,0.10751709508153989,0.13558252163882265,0.16593030083156168,0.14534452884796278,0.07073547713834517,0.07765623329817749,0.08350727641547867
Rabies,oracle,top5,491,39,25,0.1718001604094804,0.6862378034944406,0.07191394276344772,0.07491826761759096,0.06689435636707294,0.10751709508153989,0.13558252163882265,0.16593030083156168,0.14534452884796278,0.07073547713834517,0.07765623329817749,0.08350727641547867
Rabies,oracle,top10,491,39,50,0.19994511687743702,0.6862378034944406,0.07191394276344772,0.07491826761759096,0.06689435636707294,0.10751709508153989,0.13558252163882265,0.16593030083156168,0.14534452884796278,0.07073547713834517,0.07765623329817749,0.08350727641547867
Rabies,oracle,mad2,491,39,19,0.175371603559912,0.6862378034944406,0.07191394276344772,0.07491826761759096,0.06689435636707294,0.10751709508153989,0.13558252163882265,0.16593030083156168,0.14534452884796278,0.07073547713834517,0.07765623329817749,0.08350727641547867
Rabies,baseline_freq,top3,491,39,15,-0.008378711306304262,,,,,,,,,,,
Rabies,baseline_entropy,top3,491,39,15,-0.05214410759774461,,,,,,,,,,,
Rabies,baseline_equal,top3,491,39,15,-0.05214410759774461,,,,,,,,,,,
