threshold,pathogen,best_combo,dms_f1,n_gt_positions
30,SARS-CoV-2,P*E + LocalContrast(z=2.0),0.0434,377
30,SARS-CoV-2,"P*E + CUSUM(d=0.3,h=3.0)",0.0238,377
30,SARS-CoV-2,"P*E + CUSUM(d=0.5,h=4.0)",0.0051,377
30,SARS-CoV-2,"P*E + CUSUM(d=0.5,h=5.0)",0.0,377
30,SARS-CoV-2,P*E + AdaptiveKnee,0.0558,377
30,SARS-CoV-2,P*E + ScoreDBSCAN(ep=8),0.4706,377
30,SARS-CoV-2,P*E + ScoreDBSCAN(ep=15),0.4697,377
30,SARS-CoV-2,P*E + Spectral(z=1.5),0.0348,377
30,SARS-CoV-2,P*E + Spectral(z=2.0),0.0268,377
30,SARS-CoV-2,P*E + Bayes(prior=0.1),0.0355,377
30,SARS-CoV-2,P*E + Bayes(prior=0.15),0.0559,377
30,SARS-CoV-2,P*E + Ensemble(v>=2),0.0514,377
30,SARS-CoV-2,P*E + Ensemble(v>=3),0.0552,377
30,SARS-CoV-2,P*E + AdaptWin(s=90),0.31,377
30,SARS-CoV-2,P*E + AdaptWin(s=85),0.4135,377
30,SARS-CoV-2,P*E + FreqThresh(p=80),0.1558,377
30,SARS-CoV-2,P*E + FreqThresh(p=85),0.0865,377
30,SARS-CoV-2,P*E + FreqThresh(p=90),0.0516,377
30,SARS-CoV-2,P*E + FreqThresh(p=95),0.0317,377
30,SARS-CoV-2,"P*E + SWAN(w=10,k=1.0)",0.0457,377
30,SARS-CoV-2,"P*E + SWAN(w=10,k=1.5)",0.0337,377
30,SARS-CoV-2,"P*E + SWAN(w=10,k=2.0)",0.0201,377
30,SARS-CoV-2,"P*E + SWAN(w=20,k=1.0)",0.0412,377
30,SARS-CoV-2,"P*E + SWAN(w=20,k=1.5)",0.0243,377
30,SARS-CoV-2,"P*E + SWAN(w=20,k=2.0)",0.02,377
30,SARS-CoV-2,"P*E + SWAN(w=50,k=1.0)",0.0283,377
30,SARS-CoV-2,"P*E + SWAN(w=50,k=1.5)",0.0244,377
30,SARS-CoV-2,"P*E + SWAN(w=50,k=2.0)",0.0,377
30,SARS-CoV-2,P*E + MutClust-Orig(g=10),0.4462,377
30,SARS-CoV-2,H-score + Wavelet(t=1.0),0.1714,377
30,SARS-CoV-2,H-score + Wavelet(t=1.5),0.0693,377
30,SARS-CoV-2,H-score + Wavelet(t=2.0),0.0385,377
30,SARS-CoV-2,H-score + KDE(p=75),0.341,377
30,SARS-CoV-2,H-score + KDE(p=80),0.2957,377
30,SARS-CoV-2,H-score + KDE(p=85),0.2686,377
30,SARS-CoV-2,H-score + SlidingTest(p=0.01),0.044,377
30,SARS-CoV-2,H-score + SlidingTest(p=0.05),0.1336,377
30,SARS-CoV-2,H-score + GradPeak(p=0.2),0.0771,377
30,SARS-CoV-2,H-score + GradPeak(p=0.5),0.0771,377
30,SARS-CoV-2,H-score + LocalContrast(z=1.0),0.0574,377
30,SARS-CoV-2,H-score + LocalContrast(z=1.5),0.058,377
30,SARS-CoV-2,H-score + LocalContrast(z=2.0),0.0552,377
30,SARS-CoV-2,"H-score + CUSUM(d=0.3,h=3.0)",0.04,377
30,SARS-CoV-2,"H-score + CUSUM(d=0.5,h=4.0)",0.0152,377
30,SARS-CoV-2,"H-score + CUSUM(d=0.5,h=5.0)",0.0103,377
30,SARS-CoV-2,H-score + AdaptiveKnee,0.0551,377
30,SARS-CoV-2,H-score + ScoreDBSCAN(ep=8),0.4721,377
30,SARS-CoV-2,H-score + ScoreDBSCAN(ep=15),0.4703,377
30,SARS-CoV-2,H-score + Spectral(z=1.5),0.063,377
30,SARS-CoV-2,H-score + Spectral(z=2.0),0.0476,377
30,SARS-CoV-2,H-score + Bayes(prior=0.1),0.0559,377
30,SARS-CoV-2,H-score + Bayes(prior=0.15),0.0559,377
30,SARS-CoV-2,H-score + Ensemble(v>=2),0.0514,377
30,SARS-CoV-2,H-score + Ensemble(v>=3),0.0552,377
30,SARS-CoV-2,H-score + AdaptWin(s=90),0.31,377
30,SARS-CoV-2,H-score + AdaptWin(s=85),0.4135,377
30,SARS-CoV-2,H-score + FreqThresh(p=80),0.1558,377
30,SARS-CoV-2,H-score + FreqThresh(p=85),0.0865,377
30,SARS-CoV-2,H-score + FreqThresh(p=90),0.0516,377
30,SARS-CoV-2,H-score + FreqThresh(p=95),0.0317,377
30,SARS-CoV-2,"H-score + SWAN(w=10,k=1.0)",0.0495,377
30,SARS-CoV-2,"H-score + SWAN(w=10,k=1.5)",0.0424,377
30,SARS-CoV-2,"H-score + SWAN(w=10,k=2.0)",0.0391,377
30,SARS-CoV-2,"H-score + SWAN(w=20,k=1.0)",0.0491,377
30,SARS-CoV-2,"H-score + SWAN(w=20,k=1.5)",0.0467,377
30,SARS-CoV-2,"H-score + SWAN(w=20,k=2.0)",0.0427,377
30,SARS-CoV-2,"H-score + SWAN(w=50,k=1.0)",0.0458,377
30,SARS-CoV-2,"H-score + SWAN(w=50,k=1.5)",0.0336,377
30,SARS-CoV-2,"H-score + SWAN(w=50,k=2.0)",0.005,377
30,SARS-CoV-2,H-score + MutClust-Orig(g=10),0.467,377
30,SARS-CoV-2,E_only + Wavelet(t=1.0),0.1478,377
30,SARS-CoV-2,E_only + Wavelet(t=1.5),0.0716,377
30,SARS-CoV-2,E_only + Wavelet(t=2.0),0.0333,377
30,SARS-CoV-2,E_only + KDE(p=75),0.3237,377
30,SARS-CoV-2,E_only + KDE(p=80),0.3084,377
30,SARS-CoV-2,E_only + KDE(p=85),0.2509,377
30,SARS-CoV-2,E_only + SlidingTest(p=0.01),0.0102,377
30,SARS-CoV-2,E_only + SlidingTest(p=0.05),0.1174,377
30,SARS-CoV-2,E_only + GradPeak(p=0.2),0.0774,377
30,SARS-CoV-2,E_only + GradPeak(p=0.5),0.0255,377
30,SARS-CoV-2,E_only + LocalContrast(z=1.0),0.0574,377
30,SARS-CoV-2,E_only + LocalContrast(z=1.5),0.0585,377
30,SARS-CoV-2,E_only + LocalContrast(z=2.0),0.0518,377
30,SARS-CoV-2,"E_only + CUSUM(d=0.3,h=3.0)",0.0319,377
30,SARS-CoV-2,"E_only + CUSUM(d=0.5,h=4.0)",0.0152,377
30,SARS-CoV-2,"E_only + CUSUM(d=0.5,h=5.0)",0.0052,377
30,SARS-CoV-2,E_only + AdaptiveKnee,0.055,377
30,SARS-CoV-2,E_only + ScoreDBSCAN(ep=8),0.4749,377
30,SARS-CoV-2,E_only + ScoreDBSCAN(ep=15),0.4715,377
30,SARS-CoV-2,E_only + Spectral(z=1.5),0.0553,377
30,SARS-CoV-2,E_only + Spectral(z=2.0),0.0398,377
30,SARS-CoV-2,E_only + Bayes(prior=0.1),0.0436,377
30,SARS-CoV-2,E_only + Bayes(prior=0.15),0.0559,377
30,SARS-CoV-2,E_only + Ensemble(v>=2),0.0515,377
30,SARS-CoV-2,E_only + Ensemble(v>=3),0.0558,377
30,SARS-CoV-2,E_only + AdaptWin(s=90),0.3746,377
30,SARS-CoV-2,E_only + AdaptWin(s=85),0.4503,377
30,SARS-CoV-2,E_only + FreqThresh(p=80),0.1731,377
30,SARS-CoV-2,E_only + FreqThresh(p=85),0.0865,377
30,SARS-CoV-2,E_only + FreqThresh(p=90),0.0516,377
30,SARS-CoV-2,E_only + FreqThresh(p=95),0.0272,377
30,SARS-CoV-2,"E_only + SWAN(w=10,k=1.0)",0.0454,377
30,SARS-CoV-2,"E_only + SWAN(w=10,k=1.5)",0.0465,377
30,SARS-CoV-2,"E_only + SWAN(w=10,k=2.0)",0.0342,377
30,SARS-CoV-2,"E_only + SWAN(w=20,k=1.0)",0.0494,377
30,SARS-CoV-2,"E_only + SWAN(w=20,k=1.5)",0.0421,377
30,SARS-CoV-2,"E_only + SWAN(w=20,k=2.0)",0.0343,377
30,SARS-CoV-2,"E_only + SWAN(w=50,k=1.0)",0.0372,377
30,SARS-CoV-2,"E_only + SWAN(w=50,k=1.5)",0.0288,377
30,SARS-CoV-2,"E_only + SWAN(w=50,k=2.0)",0.0202,377
30,SARS-CoV-2,E_only + MutClust-Orig(g=10),0.4647,377
30,SARS-CoV-2,P*E^2 + Wavelet(t=1.0),0.0851,377
30,SARS-CoV-2,P*E^2 + Wavelet(t=1.5),0.0381,377
30,SARS-CoV-2,P*E^2 + Wavelet(t=2.0),0.0095,377
30,SARS-CoV-2,P*E^2 + KDE(p=75),0.1532,377
30,SARS-CoV-2,P*E^2 + KDE(p=80),0.1304,377
30,SARS-CoV-2,P*E^2 + KDE(p=85),0.0813,377
30,SARS-CoV-2,P*E^2 + SlidingTest(p=0.01),0.0097,377
30,SARS-CoV-2,P*E^2 + SlidingTest(p=0.05),0.0527,377
30,SARS-CoV-2,P*E^2 + GradPeak(p=0.2),0.0531,377
30,SARS-CoV-2,P*E^2 + GradPeak(p=0.5),0.0,377
30,SARS-CoV-2,P*E^2 + LocalContrast(z=1.0),0.0538,377
30,SARS-CoV-2,P*E^2 + LocalContrast(z=1.5),0.0508,377
30,SARS-CoV-2,P*E^2 + LocalContrast(z=2.0),0.0392,377
30,SARS-CoV-2,"P*E^2 + CUSUM(d=0.3,h=3.0)",0.0146,377
30,SARS-CoV-2,"P*E^2 + CUSUM(d=0.5,h=4.0)",0.005,377
30,SARS-CoV-2,"P*E^2 + CUSUM(d=0.5,h=5.0)",0.0,377
30,SARS-CoV-2,P*E^2 + AdaptiveKnee,0.0558,377
30,SARS-CoV-2,P*E^2 + ScoreDBSCAN(ep=8),0.4706,377
30,SARS-CoV-2,P*E^2 + ScoreDBSCAN(ep=15),0.4697,377
30,SARS-CoV-2,P*E^2 + Spectral(z=1.5),0.0265,377
30,SARS-CoV-2,P*E^2 + Spectral(z=2.0),0.0228,377
30,SARS-CoV-2,P*E^2 + Bayes(prior=0.1),0.0361,377
30,SARS-CoV-2,P*E^2 + Bayes(prior=0.15),0.0518,377
30,SARS-CoV-2,P*E^2 + Ensemble(v>=2),0.0513,377
30,SARS-CoV-2,P*E^2 + Ensemble(v>=3),0.0547,377
30,SARS-CoV-2,P*E^2 + AdaptWin(s=90),0.219,377
30,SARS-CoV-2,P*E^2 + AdaptWin(s=85),0.3909,377
30,SARS-CoV-2,P*E^2 + FreqThresh(p=80),0.1731,377
30,SARS-CoV-2,P*E^2 + FreqThresh(p=85),0.0865,377
30,SARS-CoV-2,P*E^2 + FreqThresh(p=90),0.0516,377
30,SARS-CoV-2,P*E^2 + FreqThresh(p=95),0.0361,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=10,k=1.0)",0.0416,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=10,k=1.5)",0.0198,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=10,k=2.0)",0.0101,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=20,k=1.0)",0.0235,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=20,k=1.5)",0.0245,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=20,k=2.0)",0.0,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=50,k=1.0)",0.0242,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=50,k=1.5)",0.0196,377
30,SARS-CoV-2,"P*E^2 + SWAN(w=50,k=2.0)",0.0,377
30,SARS-CoV-2,P*E^2 + MutClust-Orig(g=10),0.454,377
30,SARS-CoV-2,rank(P*E) + Wavelet(t=1.0),0.0936,377
30,SARS-CoV-2,rank(P*E) + Wavelet(t=1.5),0.0803,377
30,SARS-CoV-2,rank(P*E) + Wavelet(t=2.0),0.0477,377
30,SARS-CoV-2,rank(P*E) + KDE(p=75),0.3757,377
30,SARS-CoV-2,rank(P*E) + KDE(p=80),0.3434,377
30,SARS-CoV-2,rank(P*E) + KDE(p=85),0.258,377
30,SARS-CoV-2,rank(P*E) + SlidingTest(p=0.01),0.2483,377
30,SARS-CoV-2,rank(P*E) + SlidingTest(p=0.05),0.31,377
30,SARS-CoV-2,rank(P*E) + GradPeak(p=0.2),0.0794,377
30,SARS-CoV-2,rank(P*E) + GradPeak(p=0.5),0.0052,377
30,SARS-CoV-2,rank(P*E) + LocalContrast(z=1.0),0.0868,377
30,SARS-CoV-2,rank(P*E) + LocalContrast(z=1.5),0.0387,377
30,SARS-CoV-2,rank(P*E) + LocalContrast(z=2.0),0.0192,377
30,SARS-CoV-2,"rank(P*E) + CUSUM(d=0.3,h=3.0)",0.0699,377
30,SARS-CoV-2,"rank(P*E) + CUSUM(d=0.5,h=4.0)",0.0153,377
30,SARS-CoV-2,"rank(P*E) + CUSUM(d=0.5,h=5.0)",0.0103,377
30,SARS-CoV-2,rank(P*E) + AdaptiveKnee,0.3565,377
30,SARS-CoV-2,rank(P*E) + ScoreDBSCAN(ep=8),0.2665,377
30,SARS-CoV-2,rank(P*E) + ScoreDBSCAN(ep=15),0.3969,377
30,SARS-CoV-2,rank(P*E) + Spectral(z=1.5),0.0866,377
30,SARS-CoV-2,rank(P*E) + Spectral(z=2.0),0.0488,377
30,SARS-CoV-2,rank(P*E) + Ensemble(v>=2),0.051,377
30,SARS-CoV-2,rank(P*E) + Ensemble(v>=3),0.0469,377
30,SARS-CoV-2,rank(P*E) + AdaptWin(s=90),0.219,377
30,SARS-CoV-2,rank(P*E) + AdaptWin(s=85),0.384,377
30,SARS-CoV-2,rank(P*E) + FreqThresh(p=80),0.1558,377
30,SARS-CoV-2,rank(P*E) + FreqThresh(p=85),0.0865,377
30,SARS-CoV-2,rank(P*E) + FreqThresh(p=90),0.0516,377
30,SARS-CoV-2,rank(P*E) + FreqThresh(p=95),0.0317,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=10,k=1.0)",0.3239,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=10,k=1.5)",0.2861,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=10,k=2.0)",0.2739,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=20,k=1.0)",0.3364,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=20,k=1.5)",0.3171,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=20,k=2.0)",0.3042,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=50,k=1.0)",0.3356,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=50,k=1.5)",0.3303,377
30,SARS-CoV-2,"rank(P*E) + SWAN(w=50,k=2.0)",0.3337,377
30,SARS-CoV-2,rank(P*E) + MutClust-Orig(g=10),0.4609,377
10,H3N2,E*rare + Wavelet(t=1.0),0.2182,52
10,H3N2,E*rare + Wavelet(t=1.5),0.2151,52
10,H3N2,E*rare + Wavelet(t=2.0),0.1429,52
10,H3N2,E*rare + KDE(p=75),0.0426,52
10,H3N2,E*rare + KDE(p=80),0.0248,52
10,H3N2,E*rare + KDE(p=85),0.0299,52
10,H3N2,E*rare + SlidingTest(p=0.01),0.1231,52
10,H3N2,E*rare + SlidingTest(p=0.05),0.175,52
10,H3N2,E*rare + LocalContrast(z=1.0),0.1333,52
10,H3N2,E*rare + LocalContrast(z=1.5),0.1429,52
10,H3N2,E*rare + LocalContrast(z=2.0),0.1348,52
10,H3N2,"E*rare + CUSUM(d=0.3,h=3.0)",0.1194,52
10,H3N2,"E*rare + CUSUM(d=0.5,h=4.0)",0.1034,52
10,H3N2,"E*rare + CUSUM(d=0.5,h=5.0)",0.0702,52
10,H3N2,E*rare + AdaptiveKnee,0.1524,52
10,H3N2,E*rare + ScoreDBSCAN(ep=8),0.144,52
10,H3N2,E*rare + ScoreDBSCAN(ep=15),0.1584,52
10,H3N2,E*rare + Spectral(z=1.5),0.1379,52
10,H3N2,E*rare + Spectral(z=2.0),0.1463,52
10,H3N2,E*rare + Bayes(prior=0.1),0.1017,52
10,H3N2,E*rare + Bayes(prior=0.15),0.1319,52
10,H3N2,E*rare + Ensemble(v>=2),0.1622,52
10,H3N2,E*rare + Ensemble(v>=3),0.1373,52
10,H3N2,E*rare + AdaptWin(s=90),0.1739,52
10,H3N2,E*rare + AdaptWin(s=85),0.2679,52
10,H3N2,E*rare + FreqThresh(p=80),0.2112,52
10,H3N2,E*rare + FreqThresh(p=85),0.209,52
10,H3N2,E*rare + FreqThresh(p=90),0.1495,52
10,H3N2,E*rare + FreqThresh(p=95),0.15,52
10,H3N2,"E*rare + SWAN(w=10,k=1.0)",0.2143,52
10,H3N2,"E*rare + SWAN(w=10,k=1.5)",0.2029,52
10,H3N2,"E*rare + SWAN(w=10,k=2.0)",0.2188,52
10,H3N2,"E*rare + SWAN(w=20,k=1.0)",0.2118,52
10,H3N2,"E*rare + SWAN(w=20,k=1.5)",0.2466,52
10,H3N2,"E*rare + SWAN(w=20,k=2.0)",0.0923,52
10,H3N2,"E*rare + SWAN(w=50,k=1.0)",0.2353,52
10,H3N2,"E*rare + SWAN(w=50,k=1.5)",0.1026,52
10,H3N2,"E*rare + SWAN(w=50,k=2.0)",0.0984,52
10,H3N2,E*rare + MutClust-Orig(g=10),0.2625,52
10,H3N2,P*E*rare + Wavelet(t=1.0),0.2203,52
10,H3N2,P*E*rare + Wavelet(t=1.5),0.1687,52
10,H3N2,P*E*rare + Wavelet(t=2.0),0.1111,52
10,H3N2,P*E*rare + KDE(p=75),0.0319,52
10,H3N2,P*E*rare + KDE(p=80),0.0248,52
10,H3N2,P*E*rare + KDE(p=85),0.0149,52
10,H3N2,P*E*rare + SlidingTest(p=0.01),0.175,52
10,H3N2,P*E*rare + SlidingTest(p=0.05),0.1489,52
10,H3N2,P*E*rare + LocalContrast(z=1.0),0.12,52
10,H3N2,P*E*rare + LocalContrast(z=1.5),0.1277,52
10,H3N2,P*E*rare + LocalContrast(z=2.0),0.1111,52
10,H3N2,"P*E*rare + CUSUM(d=0.3,h=3.0)",0.0714,52
10,H3N2,"P*E*rare + CUSUM(d=0.5,h=4.0)",0.0364,52
10,H3N2,"P*E*rare + CUSUM(d=0.5,h=5.0)",0.0364,52
10,H3N2,P*E*rare + AdaptiveKnee,0.1622,52
10,H3N2,P*E*rare + ScoreDBSCAN(ep=8),0.1541,52
10,H3N2,P*E*rare + ScoreDBSCAN(ep=15),0.1597,52
10,H3N2,P*E*rare + Spectral(z=1.5),0.1408,52
10,H3N2,P*E*rare + Spectral(z=2.0),0.1212,52
10,H3N2,P*E*rare + Bayes(prior=0.1),0.1613,52
10,H3N2,P*E*rare + Bayes(prior=0.15),0.1579,52
10,H3N2,P*E*rare + Ensemble(v>=2),0.1552,52
10,H3N2,P*E*rare + Ensemble(v>=3),0.1731,52
10,H3N2,P*E*rare + AdaptWin(s=90),0.1835,52
10,H3N2,P*E*rare + AdaptWin(s=85),0.2609,52
10,H3N2,P*E*rare + FreqThresh(p=80),0.1988,52
10,H3N2,P*E*rare + FreqThresh(p=85),0.209,52
10,H3N2,P*E*rare + FreqThresh(p=90),0.1682,52
10,H3N2,P*E*rare + FreqThresh(p=95),0.15,52
10,H3N2,"P*E*rare + SWAN(w=10,k=1.0)",0.0678,52
10,H3N2,"P*E*rare + SWAN(w=10,k=1.5)",0.0678,52
10,H3N2,"P*E*rare + SWAN(w=10,k=2.0)",0.0678,52
10,H3N2,"P*E*rare + SWAN(w=20,k=1.0)",0.0615,52
10,H3N2,"P*E*rare + SWAN(w=20,k=1.5)",0.0656,52
10,H3N2,"P*E*rare + SWAN(w=20,k=2.0)",0.0656,52
10,H3N2,"P*E*rare + SWAN(w=50,k=1.0)",0.0769,52
10,H3N2,"P*E*rare + SWAN(w=50,k=1.5)",0.0822,52
10,H3N2,"P*E*rare + SWAN(w=50,k=2.0)",0.0667,52
10,H3N2,P*E*rare + MutClust-Orig(g=10),0.1758,52
10,H3N2,minority_E + Wavelet(t=1.0),0.2676,52
10,H3N2,minority_E + Wavelet(t=1.5),0.1458,52
10,H3N2,minority_E + Wavelet(t=2.0),0.0286,52
10,H3N2,minority_E + KDE(p=75),0.0426,52
10,H3N2,minority_E + KDE(p=80),0.0497,52
10,H3N2,minority_E + KDE(p=85),0.0149,52
10,H3N2,minority_E + SlidingTest(p=0.01),0.0482,52
10,H3N2,minority_E + SlidingTest(p=0.05),0.0396,52
10,H3N2,minority_E + GradPeak(p=0.2),0.0,52
10,H3N2,minority_E + LocalContrast(z=1.0),0.1882,52
10,H3N2,minority_E + LocalContrast(z=1.5),0.2025,52
10,H3N2,minority_E + LocalContrast(z=2.0),0.2025,52
10,H3N2,"minority_E + CUSUM(d=0.3,h=3.0)",0.1667,52
10,H3N2,"minority_E + CUSUM(d=0.5,h=4.0)",0.0938,52
10,H3N2,"minority_E + CUSUM(d=0.5,h=5.0)",0.0,52
10,H3N2,minority_E + AdaptiveKnee,0.1765,52
10,H3N2,minority_E + ScoreDBSCAN(ep=8),0.166,52
10,H3N2,minority_E + ScoreDBSCAN(ep=15),0.1621,52
10,H3N2,minority_E + Spectral(z=1.5),0.1928,52
10,H3N2,minority_E + Spectral(z=2.0),0.1918,52
10,H3N2,minority_E + Bayes(prior=0.1),0.0,52
10,H3N2,minority_E + Bayes(prior=0.15),0.1892,52
10,H3N2,minority_E + Ensemble(v>=2),0.2056,52
10,H3N2,minority_E + Ensemble(v>=3),0.1975,52
10,H3N2,minority_E + AdaptWin(s=90),0.2116,52
10,H3N2,minority_E + AdaptWin(s=85),0.2062,52
10,H3N2,minority_E + FreqThresh(p=80),0.2733,52
10,H3N2,minority_E + FreqThresh(p=85),0.2239,52
10,H3N2,minority_E + FreqThresh(p=90),0.2056,52
10,H3N2,minority_E + FreqThresh(p=95),0.2,52
10,H3N2,"minority_E + SWAN(w=10,k=1.0)",0.1978,52
10,H3N2,"minority_E + SWAN(w=10,k=1.5)",0.15,52
10,H3N2,"minority_E + SWAN(w=10,k=2.0)",0.0533,52
10,H3N2,"minority_E + SWAN(w=20,k=1.0)",0.2069,52
10,H3N2,"minority_E + SWAN(w=20,k=1.5)",0.175,52
10,H3N2,"minority_E + SWAN(w=20,k=2.0)",0.08,52
10,H3N2,"minority_E + SWAN(w=50,k=1.0)",0.1489,52
10,H3N2,"minority_E + SWAN(w=50,k=1.5)",0.1609,52
10,H3N2,"minority_E + SWAN(w=50,k=2.0)",0.0741,52
10,H3N2,minority_E + MutClust-Orig(g=10),0.1982,52
10,H3N2,P*minority_E + Wavelet(t=1.0),0.1008,52
10,H3N2,P*minority_E + Wavelet(t=1.5),0.0222,52
10,H3N2,P*minority_E + Wavelet(t=2.0),0.026,52
10,H3N2,P*minority_E + KDE(p=75),0.0426,52
10,H3N2,P*minority_E + KDE(p=80),0.0497,52
10,H3N2,P*minority_E + KDE(p=85),0.0299,52
10,H3N2,P*minority_E + SlidingTest(p=0.01),0.0,52
10,H3N2,P*minority_E + SlidingTest(p=0.05),0.08,52
10,H3N2,P*minority_E + LocalContrast(z=1.0),0.1882,52
10,H3N2,P*minority_E + LocalContrast(z=1.5),0.1728,52
10,H3N2,P*minority_E + LocalContrast(z=2.0),0.1538,52
10,H3N2,"P*minority_E + CUSUM(d=0.3,h=3.0)",0.0909,52
10,H3N2,"P*minority_E + CUSUM(d=0.5,h=4.0)",0.0328,52
10,H3N2,"P*minority_E + CUSUM(d=0.5,h=5.0)",0.0351,52
10,H3N2,P*minority_E + AdaptiveKnee,0.172,52
10,H3N2,P*minority_E + ScoreDBSCAN(ep=8),0.1591,52
10,H3N2,P*minority_E + ScoreDBSCAN(ep=15),0.1571,52
10,H3N2,P*minority_E + Spectral(z=1.5),0.1707,52
10,H3N2,P*minority_E + Spectral(z=2.0),0.1818,52
10,H3N2,P*minority_E + Bayes(prior=0.1),0.1944,52
10,H3N2,P*minority_E + Bayes(prior=0.15),0.2105,52
10,H3N2,P*minority_E + Ensemble(v>=2),0.2056,52
10,H3N2,P*minority_E + Ensemble(v>=3),0.1905,52
10,H3N2,P*minority_E + AdaptWin(s=90),0.2139,52
10,H3N2,P*minority_E + AdaptWin(s=85),0.2024,52
10,H3N2,P*minority_E + FreqThresh(p=80),0.2733,52
10,H3N2,P*minority_E + FreqThresh(p=85),0.209,52
10,H3N2,P*minority_E + FreqThresh(p=90),0.2056,52
10,H3N2,P*minority_E + FreqThresh(p=95),0.2,52
10,H3N2,"P*minority_E + SWAN(w=10,k=1.0)",0.1081,52
10,H3N2,"P*minority_E + SWAN(w=10,k=1.5)",0.0556,52
10,H3N2,"P*minority_E + SWAN(w=10,k=2.0)",0.0588,52
10,H3N2,"P*minority_E + SWAN(w=20,k=1.0)",0.137,52
10,H3N2,"P*minority_E + SWAN(w=20,k=1.5)",0.0845,52
10,H3N2,"P*minority_E + SWAN(w=20,k=2.0)",0.0299,52
10,H3N2,"P*minority_E + SWAN(w=50,k=1.0)",0.1039,52
10,H3N2,"P*minority_E + SWAN(w=50,k=1.5)",0.0274,52
10,H3N2,"P*minority_E + SWAN(w=50,k=2.0)",0.0278,52
10,H3N2,P*minority_E + MutClust-Orig(g=10),0.2113,52
10,H3N2,P*E + Wavelet(t=1.0),0.1579,52
10,H3N2,P*E + Wavelet(t=1.5),0.1429,52
10,H3N2,P*E + Wavelet(t=2.0),0.0845,52
10,H3N2,P*E + KDE(p=75),0.0426,52
10,H3N2,P*E + KDE(p=80),0.0497,52
10,H3N2,P*E + KDE(p=85),0.0299,52
10,H3N2,P*E + SlidingTest(p=0.01),0.1039,52
10,H3N2,P*E + SlidingTest(p=0.05),0.1505,52
10,H3N2,P*E + GradPeak(p=0.2),0.0,52
10,H3N2,P*E + GradPeak(p=0.5),0.0,52
10,H3N2,P*E + LocalContrast(z=1.0),0.1489,52
10,H3N2,P*E + LocalContrast(z=1.5),0.1628,52
10,H3N2,P*E + LocalContrast(z=2.0),0.15,52
10,H3N2,"P*E + CUSUM(d=0.3,h=3.0)",0.0333,52
10,H3N2,"P*E + CUSUM(d=0.5,h=4.0)",0.0351,52
10,H3N2,"P*E + CUSUM(d=0.5,h=5.0)",0.0364,52
10,H3N2,P*E + AdaptiveKnee,0.1778,52
10,H3N2,P*E + ScoreDBSCAN(ep=8),0.1622,52
10,H3N2,P*E + ScoreDBSCAN(ep=15),0.1563,52
10,H3N2,P*E + Spectral(z=1.5),0.1538,52
10,H3N2,P*E + Spectral(z=2.0),0.1111,52
10,H3N2,P*E + Bayes(prior=0.1),0.0351,52
10,H3N2,P*E + Bayes(prior=0.15),0.1892,52
10,H3N2,P*E + Ensemble(v>=2),0.1835,52
10,H3N2,P*E + Ensemble(v>=3),0.1739,52
10,H3N2,P*E + AdaptWin(s=90),0.3168,52
10,H3N2,P*E + AdaptWin(s=85),0.1969,52
10,H3N2,P*E + FreqThresh(p=80),0.2112,52
10,H3N2,P*E + FreqThresh(p=85),0.209,52
10,H3N2,P*E + FreqThresh(p=90),0.1869,52
10,H3N2,P*E + FreqThresh(p=95),0.2,52
10,H3N2,"P*E + SWAN(w=10,k=1.0)",0.0732,52
10,H3N2,"P*E + SWAN(w=10,k=1.5)",0.0822,52
10,H3N2,"P*E + SWAN(w=10,k=2.0)",0.0882,52
10,H3N2,"P*E + SWAN(w=20,k=1.0)",0.1,52
10,H3N2,"P*E + SWAN(w=20,k=1.5)",0.0833,52
10,H3N2,"P*E + SWAN(w=20,k=2.0)",0.0615,52
10,H3N2,"P*E + SWAN(w=50,k=1.0)",0.0909,52
10,H3N2,"P*E + SWAN(w=50,k=1.5)",0.0952,52
10,H3N2,"P*E + SWAN(w=50,k=2.0)",0.0299,52
10,H3N2,P*E + MutClust-Orig(g=10),0.1751,52
10,H3N2,H-score + Wavelet(t=1.0),0.4091,52
10,H3N2,H-score + Wavelet(t=1.5),0.4138,52
10,H3N2,H-score + Wavelet(t=2.0),0.3043,52
10,H3N2,H-score + KDE(p=75),0.0426,52
10,H3N2,H-score + KDE(p=80),0.0497,52
10,H3N2,H-score + KDE(p=85),0.0299,52
10,H3N2,H-score + SlidingTest(p=0.01),0.0,52
