pathogen,score,detector,family,mcc,f1,precision,recall,enrichment,n_detected,p_value,n_clusters
Dengue,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.07076229643417667,0.11811023622047245,0.06521739130434782,0.625,1.3315217391304348,230,0.168,33
Dengue,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.12728413394302232,0.1446808510638298,0.08056872037914692,0.7083333333333334,1.6449447077409163,211,0.124,21
Dengue,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.08321654809230619,0.12448132780082989,0.06912442396313365,0.625,1.4112903225806455,217,0.106,70
Dengue,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.092,48
Dengue,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.076,32
Dengue,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.076,22
Dengue,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.2249049892932129,0.18884120171673818,0.10526315789473684,0.9166666666666666,2.1491228070175437,209,0.102,68
Dengue,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.09,46
Dengue,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.082,30
Dengue,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.003926335656390822,0.08928571428571429,0.05,0.4166666666666667,1.0208333333333335,200,0.108,23
Dengue,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.076,67
Dengue,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.066,47
Dengue,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.08088251452165093,0.12500000000000003,0.07,0.5833333333333334,1.429166666666667,200,0.126,30
Dengue,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.021800036926556538,0.07792207792207792,0.043478260869565216,0.375,0.8876811594202899,207,0.168,25
Dengue,P*E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.088,69
Dengue,P*E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.088,44
Dengue,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.072,28
Dengue,P*E,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.044,23
Dengue,H-score,OCLUSTL(w=7),OncodriveCLUSTL,0.12030124874441825,0.14049586776859505,0.0779816513761468,0.7083333333333334,1.592125382262997,218,0.164,69
Dengue,H-score,OCLUSTL(w=11),OncodriveCLUSTL,0.003335243874359652,0.08979591836734693,0.049773755656108594,0.4583333333333333,1.0162141779788838,221,0.172,44
Dengue,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.03850551866939851,0.10483870967741936,0.05803571428571429,0.5416666666666666,1.1848958333333335,224,0.164,33
Dengue,H-score,OCLUSTL(w=21),OncodriveCLUSTL,-0.0175158732320562,0.08097165991902834,0.04484304932735426,0.4166666666666667,0.9155455904334828,223,0.126,21
Dengue,E_only,OCLUSTL(w=7),OncodriveCLUSTL,0.09932261919268218,0.13114754098360654,0.07272727272727272,0.6666666666666666,1.4848484848484849,220,0.154,70
Dengue,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.04993557890474556,0.10937500000000001,0.0603448275862069,0.5833333333333334,1.2320402298850577,232,0.152,47
Dengue,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.049934317410669365,0.11016949152542373,0.06132075471698113,0.5416666666666666,1.2519654088050316,212,0.156,31
Dengue,E_only,OCLUSTL(w=21),OncodriveCLUSTL,0.03371233704880915,0.10300429184549358,0.05741626794258373,0.5,1.1722488038277512,209,0.108,22
Dengue,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.084,68
Dengue,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.062,42
Dengue,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.07,29
Dengue,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.072,23
Dengue,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.09107013272213028,0.12875536480686695,0.07177033492822966,0.625,1.4653110047846891,209,0.178,68
Dengue,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,0.004267768793435563,0.09016393442622953,0.05,0.4583333333333333,1.0208333333333335,220,0.16,44
Dengue,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,0.09738165960181777,0.13008130081300812,0.07207207207207207,0.6666666666666666,1.4714714714714716,222,0.194,30
Dengue,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,-0.035587724329008245,0.07317073170731707,0.04054054054054054,0.375,0.8277027027027027,222,0.104,21
RSV,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,-0.1253072515901073,0.016,0.008695652173913044,0.1,0.2391304347826087,230,0.704,71
RSV,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,-0.13567695399374138,0.015037593984962407,0.008130081300813009,0.1,0.22357723577235775,246,0.692,48
RSV,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,-0.1291620152210423,0.015625,0.00847457627118644,0.1,0.23305084745762714,236,0.732,39
RSV,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,-0.15621786755806924,0.0,0.0,0.0,0.0,216,0.862,27
RSV,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.008582242002780039,0.06349206349206349,0.034482758620689655,0.4,0.9482758620689655,232,0.618,77
RSV,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.04860471311798192,0.04743083003952569,0.02575107296137339,0.3,0.7081545064377682,233,0.496,48
RSV,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.020531838391642698,0.05809128630705394,0.03167420814479638,0.35,0.8710407239819005,221,0.394,34
RSV,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.09428015797866625,0.10294117647058822,0.05555555555555555,0.7,1.5277777777777777,252,0.314,28
RSV,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.012124941240950421,0.0622568093385214,0.03375527426160337,0.4,0.9282700421940928,237,0.542,78
RSV,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.03341133416071213,0.051948051948051945,0.02843601895734597,0.3,0.7819905213270142,211,0.326,49
RSV,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.057189708620004144,0.0905349794238683,0.04932735426008968,0.55,1.3565022421524664,223,0.272,34
RSV,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.09428015797866625,0.10294117647058822,0.05555555555555555,0.7,1.5277777777777777,252,0.248,28
RSV,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.03619140421234906,0.05106382978723404,0.027906976744186046,0.3,0.7674418604651163,215,0.452,76
RSV,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,-0.1221217572464828,0.016326530612244896,0.008888888888888889,0.1,0.24444444444444446,225,0.38,49
RSV,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,-0.09258357522421802,0.03076923076923077,0.016666666666666666,0.2,0.45833333333333337,240,0.392,36
RSV,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.07028982596283241,0.0390625,0.0211864406779661,0.25,0.5826271186440678,236,0.594,28
RSV,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.04172330943346214,0.04938271604938272,0.026905829596412557,0.3,0.7399103139013453,223,0.508,77
RSV,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,-0.08261177696085602,0.03265306122448979,0.017777777777777778,0.2,0.48888888888888893,225,0.33,50
RSV,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,-0.068937083573601,0.03937007874015749,0.021367521367521368,0.25,0.5876068376068376,234,0.344,36
RSV,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.09799103810439114,0.10486891385767791,0.05668016194331984,0.7,1.5587044534412957,247,0.438,28
RSV,P*E,OCLUSTL(w=7),OncodriveCLUSTL,-0.05478791167644747,0.04580152671755726,0.024793388429752067,0.3,0.6818181818181819,242,0.528,76
RSV,P*E,OCLUSTL(w=11),OncodriveCLUSTL,-0.0832737893552149,0.03252032520325203,0.017699115044247787,0.2,0.4867256637168142,226,0.33,49
RSV,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.02352441273802689,0.07659574468085106,0.04186046511627907,0.45,1.1511627906976745,215,0.308,37
RSV,P*E,OCLUSTL(w=21),OncodriveCLUSTL,0.04086127801143709,0.0830188679245283,0.044897959183673466,0.55,1.2346938775510203,245,0.304,30
RSV,H-score,OCLUSTL(w=7),OncodriveCLUSTL,-0.013780431795465247,0.0627177700348432,0.033707865168539325,0.45,0.9269662921348315,267,0.596,76
RSV,H-score,OCLUSTL(w=11),OncodriveCLUSTL,-0.049291800689932316,0.047244094488188976,0.02564102564102564,0.3,0.7051282051282052,234,0.532,49
RSV,H-score,OCLUSTL(w=15),OncodriveCLUSTL,-0.16903594553560292,0.0,0.0,0.0,0.0,237,0.524,36
RSV,H-score,OCLUSTL(w=21),OncodriveCLUSTL,-0.09151620089808972,0.0348432055749129,0.018726591760299626,0.25,0.5149812734082397,267,0.626,30
RSV,E_only,OCLUSTL(w=7),OncodriveCLUSTL,-0.013780431795465247,0.0627177700348432,0.033707865168539325,0.45,0.9269662921348315,267,0.594,76
RSV,E_only,OCLUSTL(w=11),OncodriveCLUSTL,-0.09124755938737546,0.031007751937984496,0.01680672268907563,0.2,0.46218487394957986,238,0.482,50
RSV,E_only,OCLUSTL(w=15),OncodriveCLUSTL,-0.08791734872811435,0.03162055335968379,0.017167381974248927,0.2,0.47210300429184554,233,0.42,35
RSV,E_only,OCLUSTL(w=21),OncodriveCLUSTL,-0.059603728493035295,0.04460966542750929,0.024096385542168676,0.3,0.6626506024096386,249,0.424,31
RSV,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,-0.08858236645726968,0.03149606299212599,0.017094017094017096,0.2,0.47008547008547014,234,0.542,77
RSV,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,-0.07798364488621286,0.03361344537815126,0.01834862385321101,0.2,0.5045871559633028,218,0.33,49
RSV,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,0.02352441273802689,0.07659574468085106,0.04186046511627907,0.45,1.1511627906976745,215,0.268,36
RSV,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,0.0889895115174816,0.10276679841897232,0.055793991416309016,0.65,1.534334763948498,233,0.258,29
RSV,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,-0.15824803802332454,0.013377926421404682,0.007168458781362007,0.1,0.1971326164874552,279,0.862,73
RSV,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,-0.18193230192325976,0.0,0.0,0.0,0.0,257,0.902,45
RSV,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,-0.11234270777872901,0.027681660899653977,0.01486988847583643,0.2,0.40892193308550184,269,0.962,32
RSV,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,0.02057747769402409,0.07476635514018691,0.03986710963455149,0.6,1.0963455149501662,301,0.972,21
Influenza_B,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,-0.10211249457428564,0.021660649819494587,0.011538461538461539,0.17647058823529413,0.3800904977375566,260,0.3,69
Influenza_B,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,-0.030783292180532197,0.045627376425855515,0.024390243902439025,0.35294117647058826,0.8034433285509326,246,0.328,49
Influenza_B,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,-0.02641675588059443,0.046875,0.02510460251046025,0.35294117647058826,0.8269751415210436,239,0.318,35
Influenza_B,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,-0.020778654701685436,0.048582995951417005,0.02608695652173913,0.35294117647058826,0.8593350383631713,230,0.32,24
Influenza_B,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.09132190353085853,0.02316602316602317,0.012396694214876033,0.17647058823529413,0.4083616917841517,242,0.196,72
Influenza_B,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.06970816739724464,0.031007751937984496,0.016597510373443983,0.23529411764705882,0.5467415181840372,241,0.304,50
Influenza_B,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.02516670208498801,0.04724409448818897,0.02531645569620253,0.35294117647058826,0.8339538346984363,237,0.314,35
Influenza_B,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,-0.013825568638001747,0.05084745762711864,0.0273972602739726,0.35294117647058826,0.902497985495568,219,0.436,28
Influenza_B,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.02140694752564491,0.04838709677419355,0.025974025974025976,0.35294117647058826,0.8556149732620322,231,0.294,70
Influenza_B,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.027041296551885596,0.04669260700389105,0.025,0.35294117647058826,0.823529411764706,240,0.29,48
Influenza_B,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.029536796274251438,0.04597701149425287,0.02459016393442623,0.35294117647058826,0.8100289296046287,244,0.278,37
Influenza_B,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,-0.015730449334882823,0.0502092050209205,0.02702702702702703,0.35294117647058826,0.8903020667726551,222,0.272,26
Influenza_B,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.0616101621830532,0.03584229390681004,0.019083969465648856,0.29411764705882354,0.6286484059272565,262,0.278,77
Influenza_B,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,-0.09429380187566036,0.022727272727272728,0.012145748987854251,0.17647058823529413,0.40009526077637536,247,0.27,50
Influenza_B,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,-0.11525629852130141,0.015151515151515152,0.008097165991902834,0.11764705882352941,0.2667301738509169,247,0.308,39
Influenza_B,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.0754768813246084,0.02586206896551724,0.013953488372093023,0.17647058823529413,0.45964432284541723,215,0.316,26
Influenza_B,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.0616101621830532,0.03584229390681004,0.019083969465648856,0.29411764705882354,0.6286484059272565,262,0.314,75
Influenza_B,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,-0.11349926284065147,0.01532567049808429,0.00819672131147541,0.11764705882352941,0.2700096432015429,244,0.318,50
Influenza_B,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,-0.15491663379977752,0.0,0.0,0.0,0.0,243,0.32,35
Influenza_B,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.03202921183212921,0.04528301886792453,0.024193548387096774,0.35294117647058826,0.7969639468690702,248,0.32,24
Influenza_B,P*E,OCLUSTL(w=7),OncodriveCLUSTL,-0.09429380187566036,0.022727272727272728,0.012145748987854251,0.17647058823529413,0.40009526077637536,247,0.284,74
Influenza_B,P*E,OCLUSTL(w=11),OncodriveCLUSTL,-0.03202921183212921,0.04528301886792453,0.024193548387096774,0.35294117647058826,0.7969639468690702,248,0.292,48
Influenza_B,P*E,OCLUSTL(w=15),OncodriveCLUSTL,-0.03265201596407552,0.045112781954887216,0.024096385542168676,0.35294117647058826,0.7937632884479093,249,0.306,36
Influenza_B,P*E,OCLUSTL(w=21),OncodriveCLUSTL,-0.02641675588059443,0.046875,0.02510460251046025,0.35294117647058826,0.8269751415210436,239,0.314,27
Influenza_B,H-score,OCLUSTL(w=7),OncodriveCLUSTL,-0.09548751060284628,0.022556390977443608,0.012048192771084338,0.17647058823529413,0.39688164422395467,249,0.112,76
Influenza_B,H-score,OCLUSTL(w=11),OncodriveCLUSTL,-0.0276655462422021,0.04651162790697674,0.024896265560165973,0.35294117647058826,0.8201122772760556,241,0.284,49
Influenza_B,H-score,OCLUSTL(w=15),OncodriveCLUSTL,-0.03140631193873721,0.045454545454545456,0.024291497975708502,0.35294117647058826,0.8001905215527507,247,0.298,34
Influenza_B,H-score,OCLUSTL(w=21),OncodriveCLUSTL,-0.013188956123899472,0.05106382978723405,0.027522935779816515,0.35294117647058826,0.9066378845116029,218,0.31,26
Influenza_B,E_only,OCLUSTL(w=7),OncodriveCLUSTL,-0.09908778949613821,0.022058823529411766,0.011764705882352941,0.17647058823529413,0.3875432525951557,255,0.134,73
Influenza_B,E_only,OCLUSTL(w=11),OncodriveCLUSTL,-0.028289529688688305,0.04633204633204634,0.024793388429752067,0.35294117647058826,0.8167233835683034,242,0.274,49
Influenza_B,E_only,OCLUSTL(w=15),OncodriveCLUSTL,-0.03638817128389256,0.04411764705882353,0.023529411764705882,0.35294117647058826,0.7750865051903114,255,0.3,34
Influenza_B,E_only,OCLUSTL(w=21),OncodriveCLUSTL,-0.028913271522543804,0.046153846153846156,0.024691358024691357,0.35294117647058826,0.8133623819898329,243,0.302,28
Influenza_B,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,-0.09608550933075659,0.02247191011235955,0.012,0.17647058823529413,0.39529411764705885,250,0.292,73
Influenza_B,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,-0.034520093796871015,0.04460966542750929,0.023809523809523808,0.35294117647058826,0.7843137254901961,252,0.286,48
Influenza_B,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,-0.03327474836746045,0.0449438202247191,0.024,0.35294117647058826,0.7905882352941177,250,0.28,36
Influenza_B,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,-0.017628481931074698,0.049586776859504134,0.02666666666666667,0.35294117647058826,0.8784313725490197,225,0.278,26
Influenza_B,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,-0.09191495266116066,0.023076923076923078,0.012345679012345678,0.17647058823529413,0.40668119099491645,243,0.254,71
Influenza_B,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,-0.03389743300955916,0.04477611940298507,0.02390438247011952,0.35294117647058826,0.787438481368643,251,0.28,49
Influenza_B,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,-0.02140694752564491,0.04838709677419355,0.025974025974025976,0.35294117647058826,0.8556149732620322,231,0.326,35
Influenza_B,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,-0.02203472107163222,0.048192771084337345,0.02586206896551724,0.35294117647058826,0.8519269776876268,232,0.32,25
MERS,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.006320203780287956,0.014347202295552369,0.007267441860465116,0.5555555555555556,1.073966408268734,688,0.298,187
MERS,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,0.03038665660304384,0.0184331797235023,0.009345794392523364,0.6666666666666666,1.3811007268951194,642,0.242,112
MERS,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.002,87
MERS,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,-0.06138049435528565,0.0030721966205837174,0.001557632398753894,0.1111111111111111,0.2301834544825199,642,0.202,60
MERS,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.015547227407398985,0.016051364365971106,0.008143322475570033,0.5555555555555556,1.2034020991675716,614,0.128,192
MERS,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.076,122
MERS,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.0026010413266706104,0.012882447665056362,0.006535947712418301,0.4444444444444444,0.9658678286129266,612,0.11,84
MERS,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.07508784235294,0.02707275803722504,0.013745704467353952,0.8888888888888888,2.0313096601756397,582,0.22,61
MERS,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.018199660086505847,0.010033444816053512,0.0050933786078098476,0.3333333333333333,0.7526881720430109,589,0.16,195
MERS,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.017225413966470045,0.01016949152542373,0.0051635111876075735,0.3333333333333333,0.7630522088353414,581,0.122,127
MERS,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.02173429932198154,0.009569377990430622,0.0048543689320388345,0.3333333333333333,0.7173678532901834,618,0.206,89
MERS,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,-0.015519177571475086,0.010416666666666666,0.005291005291005291,0.3333333333333333,0.7818930041152263,567,0.358,61
MERS,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.06041647754480299,0.003110419906687403,0.0015772870662460567,0.1111111111111111,0.23308797756747282,634,0.202,201
MERS,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.01,132
MERS,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.024,94
MERS,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.07901666003920134,0.0,0.0,0.0,0.0,636,0.354,63
MERS,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.05057584362847744,0.0035842293906810036,0.0018214936247723133,0.1111111111111111,0.26917628010524186,549,0.228,198
MERS,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.018,126
MERS,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,-0.036426057562977204,0.006711409395973154,0.0034071550255536627,0.2222222222222222,0.503501798220708,587,0.176,97
MERS,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,-0.019417502604772215,0.009868421052631578,0.005008347245409015,0.3333333333333333,0.7401224262659989,599,0.604,63
MERS,P*E,OCLUSTL(w=7),OncodriveCLUSTL,-0.054321230639631526,0.00338409475465313,0.001718213058419244,0.1111111111111111,0.25391370752195497,582,0.158,194
MERS,P*E,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.01,125
MERS,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.02,90
MERS,P*E,OCLUSTL(w=21),OncodriveCLUSTL,-0.023446540479199002,0.0093603744149766,0.004746835443037975,0.3333333333333333,0.7014767932489452,632,0.254,64
MERS,H-score,OCLUSTL(w=7),OncodriveCLUSTL,-0.04536045699670281,0.005970149253731344,0.0030257186081694403,0.2222222222222222,0.44713397209615063,661,0.198,196
MERS,H-score,OCLUSTL(w=11),OncodriveCLUSTL,-0.08143138423430411,0.0,0.0,0.0,0.0,656,0.19,124
MERS,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.0,92
MERS,H-score,OCLUSTL(w=21),OncodriveCLUSTL,-0.07830528970098499,0.0,0.0,0.0,0.0,630,0.122,63
MERS,E_only,OCLUSTL(w=7),OncodriveCLUSTL,-0.0637032383301217,0.002985074626865672,0.0015128593040847202,0.1111111111111111,0.22356698604807532,661,0.17,196
MERS,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.002,123
MERS,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.004,92
MERS,E_only,OCLUSTL(w=21),OncodriveCLUSTL,-0.08455144875697929,0.0,0.0,0.0,0.0,681,0.114,63
MERS,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.012,196
MERS,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.02,122
MERS,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,-0.03429971319413511,0.006920415224913494,0.0035149384885764497,0.2222222222222222,0.5194297988674087,569,0.108,92
MERS,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,-0.02039231772681256,0.009740259740259738,0.004942339373970346,0.3333333333333333,0.730367929708951,607,0.556,61
MERS,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.013442867811799852,0.006766917293233083,1.0,1.0,1330,0.084,195
MERS,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,-0.07937454545886861,0.0,0.0,0.0,0.0,639,0.102,121
MERS,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,-0.07889769332919394,0.0,0.0,0.0,0.0,635,0.138,88
MERS,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,-0.023446540479199002,0.0093603744149766,0.004746835443037975,0.3333333333333333,0.7014767932489452,632,0.33,61
HCV,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.0739687803832162,0.2803738317757009,0.1875,0.5555555555555556,1.1805555555555556,160,0.882,47
HCV,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,0.20082116425855875,0.35294117647058826,0.23353293413173654,0.7222222222222222,1.4703925482368598,167,0.128,30
HCV,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,-0.1194880298498108,0.16822429906542058,0.1125,0.3333333333333333,0.7083333333333334,160,0.762,25
HCV,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,0.06989989054507123,0.27411167512690354,0.1888111888111888,0.5,1.1888111888111887,143,0.992,16
HCV,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.3654220334975994,0.019138755980861243,0.012903225806451613,0.037037037037037035,0.08124253285543609,155,0.296,48
HCV,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.35696540425942247,0.0,0.0,0.0,0.0,137,0.368,32
HCV,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.37021053140537724,0.0,0.0,0.0,0.0,143,0.536,23
HCV,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,-0.4448713558004471,0.0,0.0,0.0,0.0,174,0.668,16
HCV,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,-0.12927381668221996,0.15609756097560976,0.10596026490066225,0.2962962962962963,0.6671572234486142,151,0.444,48
HCV,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,-0.12430388349871045,0.15763546798029557,0.10738255033557047,0.2962962962962963,0.6761123539647029,149,0.57,29
HCV,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,-0.4048617172157133,0.0,0.0,0.0,0.0,158,0.612,24
HCV,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,-0.38149961735493004,0.0,0.0,0.0,0.0,148,0.888,16
HCV,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,-0.0948426633606172,0.18433179723502305,0.12269938650306748,0.37037037037037035,0.7725516927970916,163,0.786,45
HCV,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.10424521539305666,0.2986425339366516,0.19760479041916168,0.6111111111111112,1.2441783100465735,167,0.696,33
HCV,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.2649208629899608,0.3940886699507389,0.2684563758389262,0.7407407407407407,1.6902808849117574,149,0.754,22
