pathogen,scoring,detector,family,n_detected,n_escape,n_overlap,enrichment,p_value
SARS-CoV-2,sasa,FreqThresh(p=80),FreqThresh,190,30,3,0.6626,0.8548673435427745
SARS-CoV-2,sasa,FreqThresh(p=85),FreqThresh,142,30,2,0.5911,0.8702859523053754
SARS-CoV-2,sasa,FreqThresh(p=90),FreqThresh,95,30,1,0.4418,0.9076646503890874
SARS-CoV-2,sasa,FreqThresh(p=95),FreqThresh,48,30,0,0.0,1.0
SARS-CoV-2,sasa,"SWAN(w=10,k=1.0)",SWAN,335,30,8,1.0022,0.5677341698576929
SARS-CoV-2,sasa,"SWAN(w=10,k=1.5)",SWAN,316,30,7,0.9296,0.6589342188876615
SARS-CoV-2,sasa,"SWAN(w=10,k=2.0)",SWAN,270,30,3,0.4663,0.9715732292671796
SARS-CoV-2,sasa,"SWAN(w=20,k=1.0)",SWAN,339,30,8,0.9904,0.5833569476985394
SARS-CoV-2,sasa,"SWAN(w=20,k=1.5)",SWAN,324,30,8,1.0362,0.5238692838643445
SARS-CoV-2,sasa,"SWAN(w=20,k=2.0)",SWAN,315,30,6,0.7994,0.8012496627499607
SARS-CoV-2,sasa,"SWAN(w=50,k=1.0)",SWAN,371,30,11,1.2443,0.2461763883195875
SARS-CoV-2,sasa,"SWAN(w=50,k=1.5)",SWAN,344,30,8,0.976,0.6025918403832107
SARS-CoV-2,sasa,"SWAN(w=50,k=2.0)",SWAN,279,30,8,1.2033,0.34010896898988485
SARS-CoV-2,sasa,MutClust-Orig(g=10),MutClust-Orig,886,30,24,1.1368,0.1672927712000711
SARS-CoV-2,grantham,Wavelet(t=1.0),Wavelet,137,30,5,1.5316,0.22093125080168463
SARS-CoV-2,grantham,Wavelet(t=1.5),Wavelet,94,30,3,1.3394,0.39091741648199874
SARS-CoV-2,grantham,Wavelet(t=2.0),Wavelet,53,30,1,0.7918,0.7290147124404978
SARS-CoV-2,grantham,KDE(p=75),KDE,315,30,6,0.7994,0.8012496627499607
SARS-CoV-2,grantham,KDE(p=80),KDE,252,30,2,0.3331,0.990162032590798
SARS-CoV-2,grantham,KDE(p=85),KDE,189,30,0,0.0,1.0
SARS-CoV-2,grantham,SlidingTest(p=0.01),SlidingTest,50,30,0,0.0,1.0
SARS-CoV-2,grantham,SlidingTest(p=0.05),SlidingTest,111,30,4,1.5123,0.26873154968356694
SARS-CoV-2,grantham,GradPeak(p=0.2),GradPeak,33,30,1,1.2717,0.5534828707657248
SARS-CoV-2,grantham,GradPeak(p=0.5),GradPeak,33,30,1,1.2717,0.5534828707657248
SARS-CoV-2,grantham,LocalContrast(z=1.0),LocalContrast,40,30,2,2.0983,0.24632039551928528
SARS-CoV-2,grantham,LocalContrast(z=1.5),LocalContrast,37,30,2,2.2685,0.21944943961199892
SARS-CoV-2,grantham,LocalContrast(z=2.0),LocalContrast,33,30,1,1.2717,0.5534828707657248
SARS-CoV-2,grantham,"CUSUM(d=0.3,h=3.0)",CUSUM,31,30,1,1.3538,0.530830161396452
SARS-CoV-2,grantham,"CUSUM(d=0.5,h=4.0)",CUSUM,27,30,1,1.5543,0.4821452837586835
SARS-CoV-2,grantham,"CUSUM(d=0.5,h=5.0)",CUSUM,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,grantham,AdaptiveKnee,AdaptiveKnee,1259,30,30,1.0,1.0
SARS-CoV-2,grantham,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,grantham,ScoreDBSCAN(ep=15),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,grantham,Spectral(z=1.5),Spectral,60,30,2,1.3989,0.4235750428178981
SARS-CoV-2,grantham,Spectral(z=2.0),Spectral,44,30,1,0.9538,0.6603791227149014
SARS-CoV-2,grantham,Bayes(prior=0.1),Bayes,38,30,2,2.2088,0.2283774949340225
SARS-CoV-2,grantham,Bayes(prior=0.15),Bayes,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,grantham,AdaptWin(s=90),AdaptWin,6,30,0,0.0,1.0
SARS-CoV-2,grantham,AdaptWin(s=85),AdaptWin,8,30,0,0.0,1.0
SARS-CoV-2,grantham,FreqThresh(p=80),FreqThresh,10,30,1,4.1967,0.21498008666303314
SARS-CoV-2,grantham,FreqThresh(p=85),FreqThresh,7,30,0,0.0,1.0
SARS-CoV-2,grantham,FreqThresh(p=90),FreqThresh,5,30,0,0.0,1.0
SARS-CoV-2,grantham,FreqThresh(p=95),FreqThresh,3,30,0,0.0,1.0
SARS-CoV-2,grantham,"SWAN(w=10,k=1.0)",SWAN,36,30,2,2.3315,0.21055897354910655
SARS-CoV-2,grantham,"SWAN(w=10,k=1.5)",SWAN,27,30,2,3.1086,0.13346505087799654
SARS-CoV-2,grantham,"SWAN(w=10,k=2.0)",SWAN,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,grantham,"SWAN(w=20,k=1.0)",SWAN,38,30,2,2.2088,0.2283774949340225
SARS-CoV-2,grantham,"SWAN(w=20,k=1.5)",SWAN,25,30,2,3.3573,0.11742062807224027
SARS-CoV-2,grantham,"SWAN(w=20,k=2.0)",SWAN,21,30,2,3.9968,0.08711367837033543
SARS-CoV-2,grantham,"SWAN(w=50,k=1.0)",SWAN,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,grantham,"SWAN(w=50,k=1.5)",SWAN,20,30,0,0.0,1.0
SARS-CoV-2,grantham,"SWAN(w=50,k=2.0)",SWAN,12,30,0,0.0,1.0
SARS-CoV-2,grantham,MutClust-Orig(g=10),MutClust-Orig,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,dnds_proxy,Wavelet(t=1.0),Wavelet,125,30,2,0.6715,0.8165031722240529
SARS-CoV-2,dnds_proxy,Wavelet(t=1.5),Wavelet,81,30,1,0.5181,0.8672302326268662
SARS-CoV-2,dnds_proxy,Wavelet(t=2.0),Wavelet,50,30,1,0.8393,0.7077795134791244
SARS-CoV-2,dnds_proxy,KDE(p=75),KDE,315,30,19,2.5313,7.857364926143172e-06
SARS-CoV-2,dnds_proxy,KDE(p=80),KDE,252,30,13,2.1649,0.0027883791854313605
SARS-CoV-2,dnds_proxy,KDE(p=85),KDE,189,30,4,0.8882,0.6819252953673234
SARS-CoV-2,dnds_proxy,SlidingTest(p=0.01),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,dnds_proxy,SlidingTest(p=0.05),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,dnds_proxy,GradPeak(p=0.2),GradPeak,5,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,GradPeak(p=0.5),GradPeak,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,LocalContrast(z=1.0),LocalContrast,44,30,2,1.9076,0.28238624074497715
SARS-CoV-2,dnds_proxy,LocalContrast(z=1.5),LocalContrast,41,30,2,2.0472,0.25532292184957467
SARS-CoV-2,dnds_proxy,LocalContrast(z=2.0),LocalContrast,33,30,1,1.2717,0.5534828707657248
SARS-CoV-2,dnds_proxy,"CUSUM(d=0.3,h=3.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"CUSUM(d=0.5,h=4.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"CUSUM(d=0.5,h=5.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,AdaptiveKnee,AdaptiveKnee,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,dnds_proxy,ScoreDBSCAN(ep=8),ScoreDBSCAN,6,30,1,6.9944,0.13497185425888408
SARS-CoV-2,dnds_proxy,ScoreDBSCAN(ep=15),ScoreDBSCAN,17,30,1,2.4686,0.33810483883145837
SARS-CoV-2,dnds_proxy,Spectral(z=1.5),Spectral,11,30,1,3.8152,0.23383564903301646
SARS-CoV-2,dnds_proxy,Spectral(z=2.0),Spectral,9,30,1,4.663,0.1956763183022881
SARS-CoV-2,dnds_proxy,Bayes(prior=0.1),Bayes,11,30,1,3.8152,0.23383564903301646
SARS-CoV-2,dnds_proxy,Bayes(prior=0.15),Bayes,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,dnds_proxy,AdaptWin(s=90),AdaptWin,5,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,AdaptWin(s=85),AdaptWin,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,dnds_proxy,FreqThresh(p=80),FreqThresh,11,30,1,3.8152,0.23383564903301646
SARS-CoV-2,dnds_proxy,FreqThresh(p=85),FreqThresh,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,dnds_proxy,FreqThresh(p=90),FreqThresh,5,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,FreqThresh(p=95),FreqThresh,3,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=10,k=1.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=10,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=10,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=20,k=1.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=20,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=20,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=50,k=1.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=50,k=1.5)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,"SWAN(w=50,k=2.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,dnds_proxy,MutClust-Orig(g=10),MutClust-Orig,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,semantic_change,Wavelet(t=1.0),Wavelet,159,30,10,2.6394,0.0024477137058323386
SARS-CoV-2,semantic_change,Wavelet(t=1.5),Wavelet,91,30,6,2.767,0.017414379046455392
SARS-CoV-2,semantic_change,Wavelet(t=2.0),Wavelet,59,30,4,2.8452,0.04788783654175806
SARS-CoV-2,semantic_change,KDE(p=75),KDE,315,30,2,0.2665,0.9982154315541265
SARS-CoV-2,semantic_change,KDE(p=80),KDE,252,30,0,0.0,1.0
SARS-CoV-2,semantic_change,KDE(p=85),KDE,189,30,0,0.0,1.0
SARS-CoV-2,semantic_change,SlidingTest(p=0.01),SlidingTest,76,30,6,3.3132,0.00736127500685058
SARS-CoV-2,semantic_change,SlidingTest(p=0.05),SlidingTest,98,30,6,2.5694,0.024423498545069266
SARS-CoV-2,semantic_change,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,semantic_change,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,semantic_change,LocalContrast(z=1.0),LocalContrast,45,30,2,1.8652,0.29140829307183125
SARS-CoV-2,semantic_change,LocalContrast(z=1.5),LocalContrast,43,30,2,1.9519,0.2733612517770577
SARS-CoV-2,semantic_change,LocalContrast(z=2.0),LocalContrast,42,30,2,1.9984,0.2643383828441322
SARS-CoV-2,semantic_change,"CUSUM(d=0.3,h=3.0)",CUSUM,37,30,2,2.2685,0.21944943961199892
SARS-CoV-2,semantic_change,"CUSUM(d=0.5,h=4.0)",CUSUM,27,30,2,3.1086,0.13346505087799654
SARS-CoV-2,semantic_change,"CUSUM(d=0.5,h=5.0)",CUSUM,17,30,2,4.9373,0.05981421047535276
SARS-CoV-2,semantic_change,AdaptiveKnee,AdaptiveKnee,1259,30,30,1.0,1.0
SARS-CoV-2,semantic_change,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,semantic_change,ScoreDBSCAN(ep=15),ScoreDBSCAN,6,30,0,0.0,1.0
SARS-CoV-2,semantic_change,Spectral(z=1.5),Spectral,63,30,3,1.9984,0.18641808512424296
SARS-CoV-2,semantic_change,Spectral(z=2.0),Spectral,49,30,3,2.5694,0.10775301197891618
SARS-CoV-2,semantic_change,Bayes(prior=0.1),Bayes,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,semantic_change,Bayes(prior=0.15),Bayes,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,semantic_change,AdaptWin(s=90),AdaptWin,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,semantic_change,AdaptWin(s=85),AdaptWin,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,semantic_change,FreqThresh(p=80),FreqThresh,10,30,1,4.1967,0.21498008666303314
SARS-CoV-2,semantic_change,FreqThresh(p=85),FreqThresh,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,semantic_change,FreqThresh(p=90),FreqThresh,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,semantic_change,FreqThresh(p=95),FreqThresh,3,30,1,13.9889,0.0698496292354446
SARS-CoV-2,semantic_change,"SWAN(w=10,k=1.0)",SWAN,38,30,2,2.2088,0.2283774949340225
SARS-CoV-2,semantic_change,"SWAN(w=10,k=1.5)",SWAN,29,30,2,2.8943,0.14999057423645154
SARS-CoV-2,semantic_change,"SWAN(w=10,k=2.0)",SWAN,29,30,2,2.8943,0.14999057423645154
SARS-CoV-2,semantic_change,"SWAN(w=20,k=1.0)",SWAN,37,30,2,2.2685,0.21944943961199892
SARS-CoV-2,semantic_change,"SWAN(w=20,k=1.5)",SWAN,25,30,2,3.3573,0.11742062807224027
SARS-CoV-2,semantic_change,"SWAN(w=20,k=2.0)",SWAN,18,30,2,4.663,0.06631213980089791
SARS-CoV-2,semantic_change,"SWAN(w=50,k=1.0)",SWAN,25,30,2,3.3573,0.11742062807224027
SARS-CoV-2,semantic_change,"SWAN(w=50,k=1.5)",SWAN,20,30,2,4.1967,0.07997531176058255
SARS-CoV-2,semantic_change,"SWAN(w=50,k=2.0)",SWAN,16,30,1,2.6229,0.3217348018693345
SARS-CoV-2,semantic_change,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,Wavelet(t=1.0),Wavelet,157,30,8,2.1384,0.025595663831799172
SARS-CoV-2,EVEscape_composite,Wavelet(t=1.5),Wavelet,77,30,4,2.1801,0.1057752541202254
SARS-CoV-2,EVEscape_composite,Wavelet(t=2.0),Wavelet,40,30,3,3.1475,0.06664402932772559
SARS-CoV-2,EVEscape_composite,KDE(p=75),KDE,315,30,22,2.931,2.457765536150348e-08
SARS-CoV-2,EVEscape_composite,KDE(p=80),KDE,252,30,16,2.6646,4.157401269751871e-05
SARS-CoV-2,EVEscape_composite,KDE(p=85),KDE,189,30,9,1.9984,0.026329138356033895
SARS-CoV-2,EVEscape_composite,SlidingTest(p=0.01),SlidingTest,63,30,3,1.9984,0.18641808512424296
SARS-CoV-2,EVEscape_composite,SlidingTest(p=0.05),SlidingTest,107,30,7,2.7455,0.01037588505503025
SARS-CoV-2,EVEscape_composite,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,LocalContrast(z=1.0),LocalContrast,23,30,1,1.8246,0.42859355902802787
SARS-CoV-2,EVEscape_composite,LocalContrast(z=1.5),LocalContrast,23,30,1,1.8246,0.42859355902802787
SARS-CoV-2,EVEscape_composite,LocalContrast(z=2.0),LocalContrast,19,30,1,2.2088,0.3697068434160899
SARS-CoV-2,EVEscape_composite,"CUSUM(d=0.3,h=3.0)",CUSUM,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,EVEscape_composite,"CUSUM(d=0.5,h=4.0)",CUSUM,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,EVEscape_composite,"CUSUM(d=0.5,h=5.0)",CUSUM,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,EVEscape_composite,AdaptiveKnee,AdaptiveKnee,31,30,2,2.7075,0.1669202782427407
SARS-CoV-2,EVEscape_composite,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,ScoreDBSCAN(ep=15),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,Spectral(z=1.5),Spectral,31,30,3,4.0613,0.03500294559952038
SARS-CoV-2,EVEscape_composite,Spectral(z=2.0),Spectral,26,30,3,4.8423,0.021936242329352214
SARS-CoV-2,EVEscape_composite,Bayes(prior=0.1),Bayes,18,30,1,2.3315,0.35409264465678547
SARS-CoV-2,EVEscape_composite,Bayes(prior=0.15),Bayes,24,30,1,1.7486,0.44246264740113384
SARS-CoV-2,EVEscape_composite,AdaptWin(s=90),AdaptWin,4,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,AdaptWin(s=85),AdaptWin,5,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,FreqThresh(p=80),FreqThresh,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,EVEscape_composite,FreqThresh(p=85),FreqThresh,5,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,FreqThresh(p=90),FreqThresh,4,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,FreqThresh(p=95),FreqThresh,2,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,"SWAN(w=10,k=1.0)",SWAN,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,EVEscape_composite,"SWAN(w=10,k=1.5)",SWAN,14,30,1,2.9976,0.28781257512775366
SARS-CoV-2,EVEscape_composite,"SWAN(w=10,k=2.0)",SWAN,13,30,1,3.2282,0.2702421616851818
SARS-CoV-2,EVEscape_composite,"SWAN(w=20,k=1.0)",SWAN,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,EVEscape_composite,"SWAN(w=20,k=1.5)",SWAN,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,EVEscape_composite,"SWAN(w=20,k=2.0)",SWAN,7,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,"SWAN(w=50,k=1.0)",SWAN,16,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,"SWAN(w=50,k=1.5)",SWAN,16,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,"SWAN(w=50,k=2.0)",SWAN,10,30,0,0.0,1.0
SARS-CoV-2,EVEscape_composite,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,Wavelet(t=1.0),Wavelet,170,30,5,1.2343,0.38128015337998594
SARS-CoV-2,EqualWeight,Wavelet(t=1.5),Wavelet,91,30,1,0.4612,0.8975223275418392
SARS-CoV-2,EqualWeight,Wavelet(t=2.0),Wavelet,47,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,KDE(p=75),KDE,315,30,1,0.1332,0.9998424621198289
SARS-CoV-2,EqualWeight,KDE(p=80),KDE,252,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,KDE(p=85),KDE,189,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,SlidingTest(p=0.01),SlidingTest,258,30,5,0.8133,0.7685645888731677
SARS-CoV-2,EqualWeight,SlidingTest(p=0.05),SlidingTest,352,30,7,0.8346,0.7777299555830616
SARS-CoV-2,EqualWeight,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,LocalContrast(z=1.0),LocalContrast,172,30,3,0.732,0.8005130990464497
SARS-CoV-2,EqualWeight,LocalContrast(z=1.5),LocalContrast,104,30,2,0.8071,0.724961706595725
SARS-CoV-2,EqualWeight,LocalContrast(z=2.0),LocalContrast,55,30,2,1.5261,0.3805059609764605
SARS-CoV-2,EqualWeight,"CUSUM(d=0.3,h=3.0)",CUSUM,64,30,3,1.9672,0.19255944992650456
SARS-CoV-2,EqualWeight,"CUSUM(d=0.5,h=4.0)",CUSUM,32,30,2,2.6229,0.1755142412813869
SARS-CoV-2,EqualWeight,"CUSUM(d=0.5,h=5.0)",CUSUM,24,30,1,1.7486,0.44246264740113384
SARS-CoV-2,EqualWeight,AdaptiveKnee,AdaptiveKnee,96,30,2,0.8743,0.6815858304654612
SARS-CoV-2,EqualWeight,ScoreDBSCAN(ep=8),ScoreDBSCAN,405,30,5,0.5181,0.9840324928667488
SARS-CoV-2,EqualWeight,ScoreDBSCAN(ep=15),ScoreDBSCAN,989,30,21,0.8911,0.9120329069235438
SARS-CoV-2,EqualWeight,Spectral(z=1.5),Spectral,75,30,5,2.7978,0.028949873006246324
SARS-CoV-2,EqualWeight,Spectral(z=2.0),Spectral,58,30,4,2.8943,0.04538692903056742
SARS-CoV-2,EqualWeight,Bayes(prior=0.1),Bayes,0,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,Bayes(prior=0.15),Bayes,5,30,0,0.0,1.0
SARS-CoV-2,EqualWeight,AdaptWin(s=90),AdaptWin,413,30,7,0.7113,0.9091918648861725
SARS-CoV-2,EqualWeight,AdaptWin(s=85),AdaptWin,614,30,14,0.9569,0.6612251827466271
SARS-CoV-2,EqualWeight,FreqThresh(p=80),FreqThresh,252,30,4,0.6661,0.8806733801922793
SARS-CoV-2,EqualWeight,FreqThresh(p=85),FreqThresh,189,30,2,0.4441,0.9539622971972956
SARS-CoV-2,EqualWeight,FreqThresh(p=90),FreqThresh,126,30,2,0.6661,0.8201277342622495
SARS-CoV-2,EqualWeight,FreqThresh(p=95),FreqThresh,63,30,2,1.3323,0.4487420959637026
SARS-CoV-2,EqualWeight,"SWAN(w=10,k=1.0)",SWAN,438,30,9,0.8623,0.7709715706399058
SARS-CoV-2,EqualWeight,"SWAN(w=10,k=1.5)",SWAN,388,30,8,0.8653,0.7531849957287083
SARS-CoV-2,EqualWeight,"SWAN(w=10,k=2.0)",SWAN,319,30,7,0.9209,0.6699484377209999
SARS-CoV-2,EqualWeight,"SWAN(w=20,k=1.0)",SWAN,440,30,9,0.8584,0.7764854516899923
SARS-CoV-2,EqualWeight,"SWAN(w=20,k=1.5)",SWAN,391,30,8,0.8587,0.7620187498661867
SARS-CoV-2,EqualWeight,"SWAN(w=20,k=2.0)",SWAN,379,30,8,0.8858,0.7255061511746634
SARS-CoV-2,EqualWeight,"SWAN(w=50,k=1.0)",SWAN,421,30,8,0.7975,0.8392870979580603
SARS-CoV-2,EqualWeight,"SWAN(w=50,k=1.5)",SWAN,395,30,8,0.85,0.773486819410221
SARS-CoV-2,EqualWeight,"SWAN(w=50,k=2.0)",SWAN,388,30,8,0.8653,0.7531849957287083
SARS-CoV-2,EqualWeight,MutClust-Orig(g=10),MutClust-Orig,771,30,17,0.9253,0.7629532824866987
SARS-CoV-2,tranception,Wavelet(t=1.0),Wavelet,155,30,0,0.0,1.0
SARS-CoV-2,tranception,Wavelet(t=1.5),Wavelet,98,30,0,0.0,1.0
SARS-CoV-2,tranception,Wavelet(t=2.0),Wavelet,77,30,0,0.0,1.0
SARS-CoV-2,tranception,KDE(p=75),KDE,315,30,25,3.3307,1.7128358539680134e-11
SARS-CoV-2,tranception,KDE(p=80),KDE,252,30,25,4.1634,6.833230077842335e-14
SARS-CoV-2,tranception,KDE(p=85),KDE,189,30,23,5.1071,2.68604812281398e-14
SARS-CoV-2,tranception,SlidingTest(p=0.01),SlidingTest,209,30,8,1.6064,0.10905418494849745
SARS-CoV-2,tranception,SlidingTest(p=0.05),SlidingTest,566,30,26,1.9278,2.0849123047542688e-06
SARS-CoV-2,tranception,GradPeak(p=0.2),GradPeak,131,30,3,0.9611,0.6195274576158283
SARS-CoV-2,tranception,GradPeak(p=0.5),GradPeak,69,30,3,1.8246,0.2240350421521107
SARS-CoV-2,tranception,LocalContrast(z=1.0),LocalContrast,192,30,4,0.8743,0.6947037131739942
SARS-CoV-2,tranception,LocalContrast(z=1.5),LocalContrast,101,30,2,0.831,0.709280013414248
SARS-CoV-2,tranception,LocalContrast(z=2.0),LocalContrast,45,30,0,0.0,1.0
SARS-CoV-2,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,40,30,2,2.0983,0.24632039551928528
SARS-CoV-2,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,5,30,0,0.0,1.0
SARS-CoV-2,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,5,30,0,0.0,1.0
SARS-CoV-2,tranception,AdaptiveKnee,AdaptiveKnee,94,30,0,0.0,1.0
SARS-CoV-2,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,210,30,11,2.1983,0.006157406207175421
SARS-CoV-2,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,699,30,21,1.2608,0.07485566250393283
SARS-CoV-2,tranception,Spectral(z=1.5),Spectral,106,30,0,0.0,1.0
SARS-CoV-2,tranception,Spectral(z=2.0),Spectral,62,30,0,0.0,1.0
SARS-CoV-2,tranception,Bayes(prior=0.1),Bayes,0,30,0,0.0,1.0
SARS-CoV-2,tranception,Bayes(prior=0.15),Bayes,0,30,0,0.0,1.0
SARS-CoV-2,tranception,AdaptWin(s=90),AdaptWin,802,30,28,1.4652,0.000185473849357509
SARS-CoV-2,tranception,AdaptWin(s=85),AdaptWin,893,30,28,1.3159,0.0026505740989969905
SARS-CoV-2,tranception,FreqThresh(p=80),FreqThresh,252,30,8,1.3323,0.23777090823701585
SARS-CoV-2,tranception,FreqThresh(p=85),FreqThresh,189,30,4,0.8882,0.6819252953673234
SARS-CoV-2,tranception,FreqThresh(p=90),FreqThresh,126,30,0,0.0,1.0
SARS-CoV-2,tranception,FreqThresh(p=95),FreqThresh,63,30,0,0.0,1.0
SARS-CoV-2,tranception,"SWAN(w=10,k=1.0)",SWAN,633,30,26,1.7237,2.789286842084119e-05
SARS-CoV-2,tranception,"SWAN(w=10,k=1.5)",SWAN,534,30,25,1.9647,3.9976192251614955e-06
SARS-CoV-2,tranception,"SWAN(w=10,k=2.0)",SWAN,287,30,6,0.8774,0.7131287501071291
SARS-CoV-2,tranception,"SWAN(w=20,k=1.0)",SWAN,640,30,26,1.7049,3.5820434313101026e-05
SARS-CoV-2,tranception,"SWAN(w=20,k=1.5)",SWAN,619,30,26,1.7627,1.6723518781245913e-05
SARS-CoV-2,tranception,"SWAN(w=20,k=2.0)",SWAN,579,30,26,1.8845,3.553177817248669e-06
SARS-CoV-2,tranception,"SWAN(w=50,k=1.0)",SWAN,610,30,26,1.7887,1.1939136389118673e-05
SARS-CoV-2,tranception,"SWAN(w=50,k=1.5)",SWAN,600,30,26,1.8186,8.147328351475213e-06
SARS-CoV-2,tranception,"SWAN(w=50,k=2.0)",SWAN,599,30,26,1.8216,7.838309532043895e-06
SARS-CoV-2,tranception,MutClust-Orig(g=10),MutClust-Orig,1259,30,30,1.0,1.0
SARS-CoV-2,stability,Wavelet(t=1.0),Wavelet,142,30,6,1.7732,0.11235680391585284
SARS-CoV-2,stability,Wavelet(t=1.5),Wavelet,92,30,2,0.9123,0.6579983157175422
SARS-CoV-2,stability,Wavelet(t=2.0),Wavelet,74,30,2,1.1342,0.535806547903028
SARS-CoV-2,stability,KDE(p=75),KDE,315,30,6,0.7994,0.8012496627499607
SARS-CoV-2,stability,KDE(p=80),KDE,252,30,2,0.3331,0.990162032590798
SARS-CoV-2,stability,KDE(p=85),KDE,189,30,0,0.0,1.0
SARS-CoV-2,stability,SlidingTest(p=0.01),SlidingTest,48,30,0,0.0,1.0
SARS-CoV-2,stability,SlidingTest(p=0.05),SlidingTest,124,30,1,0.3384,0.957102183413862
SARS-CoV-2,stability,GradPeak(p=0.2),GradPeak,22,30,1,1.9076,0.41439124483651235
