pathogen,fraction,n_sequences,repeat,score,detector,mcc
SARS-CoV-2,1.0,4982,4,H-score,FreqThresh(p=85),0.0073
SARS-CoV-2,1.0,4982,4,H-score,KDE(p=80),-0.0001
SARS-CoV-2,1.0,4982,4,E_only,Wavelet(t=1.5),0.0023
SARS-CoV-2,1.0,4982,4,E_only,FreqThresh(p=85),0.0073
SARS-CoV-2,1.0,4982,4,E_only,KDE(p=80),-0.0427
H3N2,0.25,661,0,E*rare,Wavelet(t=1.5),-0.0607
H3N2,0.25,661,0,E*rare,FreqThresh(p=85),0.1027
H3N2,0.25,661,0,E*rare,KDE(p=80),-0.1101
H3N2,0.25,661,0,P*E*rare,Wavelet(t=1.5),-0.0873
H3N2,0.25,661,0,P*E*rare,FreqThresh(p=85),0.0543
H3N2,0.25,661,0,P*E*rare,KDE(p=80),-0.1101
H3N2,0.25,661,0,P*E,Wavelet(t=1.5),0.2705
H3N2,0.25,661,0,P*E,FreqThresh(p=85),0.1473
H3N2,0.25,661,0,P*E,KDE(p=80),0.4164
H3N2,0.25,661,0,H-score,Wavelet(t=1.5),0.1728
H3N2,0.25,661,0,H-score,FreqThresh(p=85),0.1473
H3N2,0.25,661,0,H-score,KDE(p=80),0.219
H3N2,0.25,661,0,E_only,Wavelet(t=1.5),0.3265
H3N2,0.25,661,0,E_only,FreqThresh(p=85),0.0796
H3N2,0.25,661,0,E_only,KDE(p=80),0.3067
H3N2,0.25,661,1,E*rare,Wavelet(t=1.5),0.1516
H3N2,0.25,661,1,E*rare,FreqThresh(p=85),0.0574
H3N2,0.25,661,1,E*rare,KDE(p=80),0.1532
H3N2,0.25,661,1,P*E*rare,Wavelet(t=1.5),0.166
H3N2,0.25,661,1,P*E*rare,FreqThresh(p=85),0.0466
H3N2,0.25,661,1,P*E*rare,KDE(p=80),0.2629
H3N2,0.25,661,1,P*E,Wavelet(t=1.5),0.2974
H3N2,0.25,661,1,P*E,FreqThresh(p=85),0.1148
H3N2,0.25,661,1,P*E,KDE(p=80),0.4384
H3N2,0.25,661,1,H-score,Wavelet(t=1.5),0.1384
H3N2,0.25,661,1,H-score,FreqThresh(p=85),0.1148
H3N2,0.25,661,1,H-score,KDE(p=80),-0.0004
H3N2,0.25,661,1,E_only,Wavelet(t=1.5),0.2437
H3N2,0.25,661,1,E_only,FreqThresh(p=85),0.0604
H3N2,0.25,661,1,E_only,KDE(p=80),0.3287
H3N2,0.25,661,2,E*rare,Wavelet(t=1.5),-0.019
H3N2,0.25,661,2,E*rare,FreqThresh(p=85),0.1105
H3N2,0.25,661,2,E*rare,KDE(p=80),0.1312
H3N2,0.25,661,2,P*E*rare,Wavelet(t=1.5),-0.1044
H3N2,0.25,661,2,P*E*rare,FreqThresh(p=85),0.0481
H3N2,0.25,661,2,P*E*rare,KDE(p=80),0.1093
H3N2,0.25,661,2,P*E,Wavelet(t=1.5),0.3088
H3N2,0.25,661,2,P*E,FreqThresh(p=85),0.0313
H3N2,0.25,661,2,P*E,KDE(p=80),0.4384
H3N2,0.25,661,2,H-score,Wavelet(t=1.5),0.0838
H3N2,0.25,661,2,H-score,FreqThresh(p=85),0.0313
H3N2,0.25,661,2,H-score,KDE(p=80),0.219
H3N2,0.25,661,2,E_only,Wavelet(t=1.5),0.2409
H3N2,0.25,661,2,E_only,FreqThresh(p=85),0.0288
H3N2,0.25,661,2,E_only,KDE(p=80),0.3726
H3N2,0.25,661,3,E*rare,Wavelet(t=1.5),-0.0417
H3N2,0.25,661,3,E*rare,FreqThresh(p=85),0.1125
H3N2,0.25,661,3,E*rare,KDE(p=80),-0.1101
H3N2,0.25,661,3,P*E*rare,Wavelet(t=1.5),-0.0657
H3N2,0.25,661,3,P*E*rare,FreqThresh(p=85),0.0451
H3N2,0.25,661,3,P*E*rare,KDE(p=80),-0.0443
H3N2,0.25,661,3,P*E,Wavelet(t=1.5),0.1732
H3N2,0.25,661,3,P*E,FreqThresh(p=85),0.0589
H3N2,0.25,661,3,P*E,KDE(p=80),0.3945
H3N2,0.25,661,3,H-score,Wavelet(t=1.5),0.1053
H3N2,0.25,661,3,H-score,FreqThresh(p=85),0.0589
H3N2,0.25,661,3,H-score,KDE(p=80),-0.1101
H3N2,0.25,661,3,E_only,Wavelet(t=1.5),0.1695
H3N2,0.25,661,3,E_only,FreqThresh(p=85),0.0589
H3N2,0.25,661,3,E_only,KDE(p=80),0.0654
H3N2,0.25,661,4,E*rare,Wavelet(t=1.5),-0.0927
H3N2,0.25,661,4,E*rare,FreqThresh(p=85),0.1145
H3N2,0.25,661,4,E*rare,KDE(p=80),-0.0882
H3N2,0.25,661,4,P*E*rare,Wavelet(t=1.5),-0.0824
H3N2,0.25,661,4,P*E*rare,FreqThresh(p=85),0.1046
H3N2,0.25,661,4,P*E*rare,KDE(p=80),-0.0662
H3N2,0.25,661,4,P*E,Wavelet(t=1.5),0.2657
H3N2,0.25,661,4,P*E,FreqThresh(p=85),0.1581
H3N2,0.25,661,4,P*E,KDE(p=80),0.4164
H3N2,0.25,661,4,H-score,Wavelet(t=1.5),0.1995
H3N2,0.25,661,4,H-score,FreqThresh(p=85),0.1581
H3N2,0.25,661,4,H-score,KDE(p=80),0.197
H3N2,0.25,661,4,E_only,Wavelet(t=1.5),0.1958
H3N2,0.25,661,4,E_only,FreqThresh(p=85),0.1515
H3N2,0.25,661,4,E_only,KDE(p=80),0.2409
H3N2,0.5,1322,0,E*rare,Wavelet(t=1.5),-0.0331
H3N2,0.5,1322,0,E*rare,FreqThresh(p=85),0.0973
H3N2,0.5,1322,0,E*rare,KDE(p=80),0.0873
H3N2,0.5,1322,0,P*E*rare,Wavelet(t=1.5),-0.081
H3N2,0.5,1322,0,P*E*rare,FreqThresh(p=85),0.099
H3N2,0.5,1322,0,P*E*rare,KDE(p=80),-0.0443
H3N2,0.5,1322,0,P*E,Wavelet(t=1.5),0.2302
H3N2,0.5,1322,0,P*E,FreqThresh(p=85),0.2018
H3N2,0.5,1322,0,P*E,KDE(p=80),0.4164
H3N2,0.5,1322,0,H-score,Wavelet(t=1.5),0.2187
H3N2,0.5,1322,0,H-score,FreqThresh(p=85),0.2018
H3N2,0.5,1322,0,H-score,KDE(p=80),0.219
H3N2,0.5,1322,0,E_only,Wavelet(t=1.5),0.1835
H3N2,0.5,1322,0,E_only,FreqThresh(p=85),0.1453
H3N2,0.5,1322,0,E_only,KDE(p=80),0.3506
H3N2,0.5,1322,1,E*rare,Wavelet(t=1.5),-0.0515
H3N2,0.5,1322,1,E*rare,FreqThresh(p=85),0.0947
H3N2,0.5,1322,1,E*rare,KDE(p=80),0.0873
H3N2,0.5,1322,1,P*E*rare,Wavelet(t=1.5),-0.0831
H3N2,0.5,1322,1,P*E*rare,FreqThresh(p=85),0.1085
H3N2,0.5,1322,1,P*E*rare,KDE(p=80),0.197
H3N2,0.5,1322,1,P*E,Wavelet(t=1.5),0.2328
H3N2,0.5,1322,1,P*E,FreqThresh(p=85),0.1393
H3N2,0.5,1322,1,P*E,KDE(p=80),0.4164
H3N2,0.5,1322,1,H-score,Wavelet(t=1.5),0.1472
H3N2,0.5,1322,1,H-score,FreqThresh(p=85),0.1393
H3N2,0.5,1322,1,H-score,KDE(p=80),0.0215
H3N2,0.5,1322,1,E_only,Wavelet(t=1.5),0.1895
H3N2,0.5,1322,1,E_only,FreqThresh(p=85),0.0712
H3N2,0.5,1322,1,E_only,KDE(p=80),0.219
H3N2,0.5,1322,2,E*rare,Wavelet(t=1.5),-0.0886
H3N2,0.5,1322,2,E*rare,FreqThresh(p=85),0.0512
H3N2,0.5,1322,2,E*rare,KDE(p=80),0.0873
H3N2,0.5,1322,2,P*E*rare,Wavelet(t=1.5),-0.0845
H3N2,0.5,1322,2,P*E*rare,FreqThresh(p=85),0.0955
H3N2,0.5,1322,2,P*E*rare,KDE(p=80),-0.0004
H3N2,0.5,1322,2,P*E,Wavelet(t=1.5),0.2686
H3N2,0.5,1322,2,P*E,FreqThresh(p=85),0.1453
H3N2,0.5,1322,2,P*E,"SWAN(w=10,k=1.5)",-0.0301
H3N2,0.5,1322,2,P*E,KDE(p=80),0.4164
H3N2,0.5,1322,2,H-score,Wavelet(t=1.5),0.1784
H3N2,0.5,1322,2,H-score,FreqThresh(p=85),0.1453
H3N2,0.5,1322,2,H-score,KDE(p=80),0.0237
H3N2,0.5,1322,2,E_only,Wavelet(t=1.5),0.2176
H3N2,0.5,1322,2,E_only,FreqThresh(p=85),0.0664
H3N2,0.5,1322,2,E_only,KDE(p=80),0.3287
H3N2,0.5,1322,3,E*rare,Wavelet(t=1.5),-0.0712
H3N2,0.5,1322,3,E*rare,FreqThresh(p=85),0.0762
H3N2,0.5,1322,3,E*rare,KDE(p=80),0.0654
H3N2,0.5,1322,3,P*E*rare,Wavelet(t=1.5),-0.0817
H3N2,0.5,1322,3,P*E*rare,FreqThresh(p=85),0.1027
H3N2,0.5,1322,3,P*E*rare,KDE(p=80),-0.0223
H3N2,0.5,1322,3,P*E,Wavelet(t=1.5),0.2302
H3N2,0.5,1322,3,P*E,FreqThresh(p=85),0.1282
H3N2,0.5,1322,3,P*E,KDE(p=80),0.4164
H3N2,0.5,1322,3,H-score,Wavelet(t=1.5),0.1418
H3N2,0.5,1322,3,H-score,FreqThresh(p=85),0.1282
H3N2,0.5,1322,3,H-score,KDE(p=80),0.219
H3N2,0.5,1322,3,E_only,Wavelet(t=1.5),0.1976
H3N2,0.5,1322,3,E_only,FreqThresh(p=85),0.1413
H3N2,0.5,1322,3,E_only,KDE(p=80),0.219
H3N2,0.5,1322,4,E*rare,Wavelet(t=1.5),0.1698
H3N2,0.5,1322,4,E*rare,FreqThresh(p=85),0.1293
H3N2,0.5,1322,4,E*rare,KDE(p=80),0.3067
H3N2,0.5,1322,4,P*E*rare,Wavelet(t=1.5),0.3671
H3N2,0.5,1322,4,P*E*rare,FreqThresh(p=85),0.0796
H3N2,0.5,1322,4,P*E*rare,"SWAN(w=10,k=1.5)",0.2996
H3N2,0.5,1322,4,P*E*rare,KDE(p=80),0.3067
H3N2,0.5,1322,4,P*E,Wavelet(t=1.5),0.2483
H3N2,0.5,1322,4,P*E,FreqThresh(p=85),0.0745
H3N2,0.5,1322,4,P*E,KDE(p=80),0.4164
H3N2,0.5,1322,4,H-score,Wavelet(t=1.5),0.2134
H3N2,0.5,1322,4,H-score,FreqThresh(p=85),0.0745
H3N2,0.5,1322,4,H-score,KDE(p=80),0.0873
H3N2,0.5,1322,4,E_only,Wavelet(t=1.5),0.2207
H3N2,0.5,1322,4,E_only,FreqThresh(p=85),0.0814
H3N2,0.5,1322,4,E_only,KDE(p=80),0.3067
H3N2,0.75,1983,0,E*rare,Wavelet(t=1.5),-0.0893
H3N2,0.75,1983,0,E*rare,FreqThresh(p=85),0.0832
H3N2,0.75,1983,0,E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,0,E*rare,KDE(p=80),0.1751
H3N2,0.75,1983,0,P*E*rare,Wavelet(t=1.5),-0.036
H3N2,0.75,1983,0,P*E*rare,FreqThresh(p=85),0.1065
H3N2,0.75,1983,0,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,0,P*E*rare,KDE(p=80),0.0873
H3N2,0.75,1983,0,P*E,Wavelet(t=1.5),0.2302
H3N2,0.75,1983,0,P*E,FreqThresh(p=85),0.204
H3N2,0.75,1983,0,P*E,"SWAN(w=10,k=1.5)",-0.0301
H3N2,0.75,1983,0,P*E,KDE(p=80),0.4164
H3N2,0.75,1983,0,H-score,Wavelet(t=1.5),0.2014
H3N2,0.75,1983,0,H-score,FreqThresh(p=85),0.204
H3N2,0.75,1983,0,H-score,KDE(p=80),-0.0443
H3N2,0.75,1983,0,E_only,Wavelet(t=1.5),0.1793
H3N2,0.75,1983,0,E_only,FreqThresh(p=85),0.068
H3N2,0.75,1983,0,E_only,KDE(p=80),0.3067
H3N2,0.75,1983,1,E*rare,Wavelet(t=1.5),0.0079
H3N2,0.75,1983,1,E*rare,FreqThresh(p=85),0.1125
H3N2,0.75,1983,1,E*rare,KDE(p=80),0.219
H3N2,0.75,1983,1,P*E*rare,Wavelet(t=1.5),0.068
H3N2,0.75,1983,1,P*E*rare,FreqThresh(p=85),0.1105
H3N2,0.75,1983,1,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,1,P*E*rare,KDE(p=80),0.1312
H3N2,0.75,1983,1,P*E,Wavelet(t=1.5),0.2536
H3N2,0.75,1983,1,P*E,FreqThresh(p=85),0.2153
H3N2,0.75,1983,1,P*E,KDE(p=80),0.4384
H3N2,0.75,1983,1,H-score,Wavelet(t=1.5),0.2168
H3N2,0.75,1983,1,H-score,FreqThresh(p=85),0.2153
H3N2,0.75,1983,1,H-score,KDE(p=80),0.3726
H3N2,0.75,1983,1,E_only,Wavelet(t=1.5),0.2241
H3N2,0.75,1983,1,E_only,FreqThresh(p=85),0.0664
H3N2,0.75,1983,1,E_only,KDE(p=80),0.4164
H3N2,0.75,1983,2,E*rare,Wavelet(t=1.5),0.0122
H3N2,0.75,1983,2,E*rare,FreqThresh(p=85),0.1188
H3N2,0.75,1983,2,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,0.75,1983,2,E*rare,KDE(p=80),0.197
H3N2,0.75,1983,2,P*E*rare,Wavelet(t=1.5),0.0273
H3N2,0.75,1983,2,P*E*rare,FreqThresh(p=85),0.1105
H3N2,0.75,1983,2,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,2,P*E*rare,KDE(p=80),0.1283
H3N2,0.75,1983,2,P*E,Wavelet(t=1.5),0.241
H3N2,0.75,1983,2,P*E,FreqThresh(p=85),0.1433
H3N2,0.75,1983,2,P*E,KDE(p=80),0.4384
H3N2,0.75,1983,2,H-score,Wavelet(t=1.5),0.2267
H3N2,0.75,1983,2,H-score,FreqThresh(p=85),0.1433
H3N2,0.75,1983,2,H-score,KDE(p=80),0.2629
H3N2,0.75,1983,2,E_only,Wavelet(t=1.5),0.1878
H3N2,0.75,1983,2,E_only,FreqThresh(p=85),0.0745
H3N2,0.75,1983,2,E_only,KDE(p=80),0.3287
H3N2,0.75,1983,3,E*rare,Wavelet(t=1.5),-0.092
H3N2,0.75,1983,3,E*rare,FreqThresh(p=85),0.1125
H3N2,0.75,1983,3,E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,3,E*rare,KDE(p=80),0.0215
H3N2,0.75,1983,3,P*E*rare,Wavelet(t=1.5),-0.0859
H3N2,0.75,1983,3,P*E*rare,FreqThresh(p=85),0.1105
H3N2,0.75,1983,3,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,3,P*E*rare,KDE(p=80),0.0654
H3N2,0.75,1983,3,P*E,Wavelet(t=1.5),0.2089
H3N2,0.75,1983,3,P*E,FreqThresh(p=85),0.2084
H3N2,0.75,1983,3,P*E,"SWAN(w=10,k=1.5)",-0.0316
H3N2,0.75,1983,3,P*E,KDE(p=80),0.4164
H3N2,0.75,1983,3,H-score,Wavelet(t=1.5),0.1921
H3N2,0.75,1983,3,H-score,FreqThresh(p=85),0.2084
H3N2,0.75,1983,3,H-score,KDE(p=80),0.2629
H3N2,0.75,1983,3,E_only,Wavelet(t=1.5),0.1657
H3N2,0.75,1983,3,E_only,FreqThresh(p=85),0.0712
H3N2,0.75,1983,3,E_only,KDE(p=80),0.3287
H3N2,0.75,1983,4,E*rare,Wavelet(t=1.5),-0.081
H3N2,0.75,1983,4,E*rare,FreqThresh(p=85),0.1009
H3N2,0.75,1983,4,E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,4,E*rare,KDE(p=80),0.0435
H3N2,0.75,1983,4,P*E*rare,Wavelet(t=1.5),-0.0859
H3N2,0.75,1983,4,P*E*rare,FreqThresh(p=85),0.1065
H3N2,0.75,1983,4,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,0.75,1983,4,P*E*rare,KDE(p=80),0.0215
H3N2,0.75,1983,4,P*E,Wavelet(t=1.5),0.2536
H3N2,0.75,1983,4,P*E,FreqThresh(p=85),0.1393
H3N2,0.75,1983,4,P*E,KDE(p=80),0.4384
H3N2,0.75,1983,4,H-score,Wavelet(t=1.5),0.1995
H3N2,0.75,1983,4,H-score,FreqThresh(p=85),0.1393
H3N2,0.75,1983,4,H-score,KDE(p=80),0.3067
H3N2,0.75,1983,4,E_only,Wavelet(t=1.5),0.1838
H3N2,0.75,1983,4,E_only,FreqThresh(p=85),0.0664
H3N2,0.75,1983,4,E_only,KDE(p=80),0.3506
H3N2,1.0,2644,0,E*rare,Wavelet(t=1.5),0.0796
H3N2,1.0,2644,0,E*rare,FreqThresh(p=85),0.1145
H3N2,1.0,2644,0,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,1.0,2644,0,E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,0,P*E*rare,Wavelet(t=1.5),0.18
H3N2,1.0,2644,0,P*E*rare,FreqThresh(p=85),0.1105
H3N2,1.0,2644,0,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,1.0,2644,0,P*E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,0,P*E,Wavelet(t=1.5),0.2438
H3N2,1.0,2644,0,P*E,FreqThresh(p=85),0.1393
H3N2,1.0,2644,0,P*E,KDE(p=80),0.4164
H3N2,1.0,2644,0,H-score,Wavelet(t=1.5),0.2073
H3N2,1.0,2644,0,H-score,FreqThresh(p=85),0.1393
H3N2,1.0,2644,0,H-score,KDE(p=80),0.219
H3N2,1.0,2644,0,E_only,Wavelet(t=1.5),0.1814
H3N2,1.0,2644,0,E_only,FreqThresh(p=85),0.0745
H3N2,1.0,2644,0,E_only,KDE(p=80),0.3067
H3N2,1.0,2644,1,E*rare,Wavelet(t=1.5),0.0796
H3N2,1.0,2644,1,E*rare,FreqThresh(p=85),0.1145
H3N2,1.0,2644,1,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,1.0,2644,1,E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,1,P*E*rare,Wavelet(t=1.5),0.18
H3N2,1.0,2644,1,P*E*rare,FreqThresh(p=85),0.1105
H3N2,1.0,2644,1,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,1.0,2644,1,P*E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,1,P*E,Wavelet(t=1.5),0.2438
H3N2,1.0,2644,1,P*E,FreqThresh(p=85),0.1393
H3N2,1.0,2644,1,P*E,KDE(p=80),0.4164
H3N2,1.0,2644,1,H-score,Wavelet(t=1.5),0.2073
H3N2,1.0,2644,1,H-score,FreqThresh(p=85),0.1393
H3N2,1.0,2644,1,H-score,KDE(p=80),0.219
H3N2,1.0,2644,1,E_only,Wavelet(t=1.5),0.1814
H3N2,1.0,2644,1,E_only,FreqThresh(p=85),0.0745
H3N2,1.0,2644,1,E_only,KDE(p=80),0.3067
H3N2,1.0,2644,2,E*rare,Wavelet(t=1.5),0.0796
H3N2,1.0,2644,2,E*rare,FreqThresh(p=85),0.1145
H3N2,1.0,2644,2,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,1.0,2644,2,E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,2,P*E*rare,Wavelet(t=1.5),0.18
H3N2,1.0,2644,2,P*E*rare,FreqThresh(p=85),0.1105
H3N2,1.0,2644,2,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,1.0,2644,2,P*E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,2,P*E,Wavelet(t=1.5),0.2438
H3N2,1.0,2644,2,P*E,FreqThresh(p=85),0.1393
H3N2,1.0,2644,2,P*E,KDE(p=80),0.4164
H3N2,1.0,2644,2,H-score,Wavelet(t=1.5),0.2073
H3N2,1.0,2644,2,H-score,FreqThresh(p=85),0.1393
H3N2,1.0,2644,2,H-score,KDE(p=80),0.219
H3N2,1.0,2644,2,E_only,Wavelet(t=1.5),0.1814
H3N2,1.0,2644,2,E_only,FreqThresh(p=85),0.0745
H3N2,1.0,2644,2,E_only,KDE(p=80),0.3067
H3N2,1.0,2644,3,E*rare,Wavelet(t=1.5),0.0796
H3N2,1.0,2644,3,E*rare,FreqThresh(p=85),0.1145
H3N2,1.0,2644,3,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,1.0,2644,3,E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,3,P*E*rare,Wavelet(t=1.5),0.18
H3N2,1.0,2644,3,P*E*rare,FreqThresh(p=85),0.1105
H3N2,1.0,2644,3,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,1.0,2644,3,P*E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,3,P*E,Wavelet(t=1.5),0.2438
H3N2,1.0,2644,3,P*E,FreqThresh(p=85),0.1393
H3N2,1.0,2644,3,P*E,KDE(p=80),0.4164
H3N2,1.0,2644,3,H-score,Wavelet(t=1.5),0.2073
H3N2,1.0,2644,3,H-score,FreqThresh(p=85),0.1393
H3N2,1.0,2644,3,H-score,KDE(p=80),0.219
H3N2,1.0,2644,3,E_only,Wavelet(t=1.5),0.1814
H3N2,1.0,2644,3,E_only,FreqThresh(p=85),0.0745
H3N2,1.0,2644,3,E_only,KDE(p=80),0.3067
H3N2,1.0,2644,4,E*rare,Wavelet(t=1.5),0.0796
H3N2,1.0,2644,4,E*rare,FreqThresh(p=85),0.1145
H3N2,1.0,2644,4,E*rare,"SWAN(w=10,k=1.5)",-0.0301
H3N2,1.0,2644,4,E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,4,P*E*rare,Wavelet(t=1.5),0.18
H3N2,1.0,2644,4,P*E*rare,FreqThresh(p=85),0.1105
H3N2,1.0,2644,4,P*E*rare,"SWAN(w=10,k=1.5)",-0.0418
H3N2,1.0,2644,4,P*E*rare,KDE(p=80),0.2629
H3N2,1.0,2644,4,P*E,Wavelet(t=1.5),0.2438
H3N2,1.0,2644,4,P*E,FreqThresh(p=85),0.1393
H3N2,1.0,2644,4,P*E,KDE(p=80),0.4164
H3N2,1.0,2644,4,H-score,Wavelet(t=1.5),0.2073
H3N2,1.0,2644,4,H-score,FreqThresh(p=85),0.1393
H3N2,1.0,2644,4,H-score,KDE(p=80),0.219
H3N2,1.0,2644,4,E_only,Wavelet(t=1.5),0.1814
H3N2,1.0,2644,4,E_only,FreqThresh(p=85),0.0745
H3N2,1.0,2644,4,E_only,KDE(p=80),0.3067
Norovirus,0.25,375,0,E*rare,Wavelet(t=1.5),0.2095
Norovirus,0.25,375,0,E*rare,FreqThresh(p=85),0.305
Norovirus,0.25,375,0,E*rare,"SWAN(w=10,k=1.5)",0.0487
Norovirus,0.25,375,0,E*rare,KDE(p=80),0.2814
Norovirus,0.25,375,0,P*E*rare,Wavelet(t=1.5),0.1817
Norovirus,0.25,375,0,P*E*rare,FreqThresh(p=85),0.3124
Norovirus,0.25,375,0,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.25,375,0,P*E*rare,KDE(p=80),0.225
Norovirus,0.25,375,0,P*E,Wavelet(t=1.5),0.1528
Norovirus,0.25,375,0,P*E,FreqThresh(p=85),0.3151
Norovirus,0.25,375,0,P*E,"SWAN(w=10,k=1.5)",0.0549
Norovirus,0.25,375,0,P*E,KDE(p=80),0.2532
Norovirus,0.25,375,0,H-score,Wavelet(t=1.5),0.1015
Norovirus,0.25,375,0,H-score,FreqThresh(p=85),0.3151
Norovirus,0.25,375,0,H-score,"SWAN(w=10,k=1.5)",0.1438
Norovirus,0.25,375,0,H-score,KDE(p=80),-0.0006
Norovirus,0.25,375,0,E_only,Wavelet(t=1.5),0.1094
Norovirus,0.25,375,0,E_only,FreqThresh(p=85),0.3121
Norovirus,0.25,375,0,E_only,"SWAN(w=10,k=1.5)",0.161
Norovirus,0.25,375,0,E_only,KDE(p=80),0.1122
Norovirus,0.25,375,1,E*rare,Wavelet(t=1.5),0.2508
Norovirus,0.25,375,1,E*rare,FreqThresh(p=85),0.2981
Norovirus,0.25,375,1,E*rare,"SWAN(w=10,k=1.5)",0.1817
Norovirus,0.25,375,1,E*rare,KDE(p=80),0.2814
Norovirus,0.25,375,1,P*E*rare,Wavelet(t=1.5),0.1572
Norovirus,0.25,375,1,P*E*rare,FreqThresh(p=85),0.2954
Norovirus,0.25,375,1,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.25,375,1,P*E*rare,KDE(p=80),0.2532
Norovirus,0.25,375,1,P*E,Wavelet(t=1.5),0.1194
Norovirus,0.25,375,1,P*E,FreqThresh(p=85),0.3151
Norovirus,0.25,375,1,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.25,375,1,P*E,KDE(p=80),0.2532
Norovirus,0.25,375,1,H-score,Wavelet(t=1.5),0.1659
Norovirus,0.25,375,1,H-score,FreqThresh(p=85),0.3151
Norovirus,0.25,375,1,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.25,375,1,H-score,KDE(p=80),-0.0006
Norovirus,0.25,375,1,E_only,Wavelet(t=1.5),0.1961
Norovirus,0.25,375,1,E_only,FreqThresh(p=85),0.3151
Norovirus,0.25,375,1,E_only,"SWAN(w=10,k=1.5)",0.3009
Norovirus,0.25,375,1,E_only,KDE(p=80),0.1122
Norovirus,0.25,375,2,E*rare,Wavelet(t=1.5),0.1692
Norovirus,0.25,375,2,E*rare,FreqThresh(p=85),0.2452
Norovirus,0.25,375,2,E*rare,"SWAN(w=10,k=1.5)",0.1499
Norovirus,0.25,375,2,E*rare,KDE(p=80),0.1979
Norovirus,0.25,375,2,P*E*rare,Wavelet(t=1.5),0.1488
Norovirus,0.25,375,2,P*E*rare,FreqThresh(p=85),0.3498
Norovirus,0.25,375,2,P*E*rare,"SWAN(w=10,k=1.5)",0.094
Norovirus,0.25,375,2,P*E*rare,KDE(p=80),0.2127
Norovirus,0.25,375,2,P*E,Wavelet(t=1.5),0.2088
Norovirus,0.25,375,2,P*E,FreqThresh(p=85),0.3294
Norovirus,0.25,375,2,P*E,"SWAN(w=10,k=1.5)",0.2873
Norovirus,0.25,375,2,P*E,KDE(p=80),0.2886
Norovirus,0.25,375,2,H-score,Wavelet(t=1.5),0.1895
Norovirus,0.25,375,2,H-score,FreqThresh(p=85),0.3294
Norovirus,0.25,375,2,H-score,"SWAN(w=10,k=1.5)",0.3271
Norovirus,0.25,375,2,H-score,KDE(p=80),0.0026
Norovirus,0.25,375,2,E_only,Wavelet(t=1.5),0.2175
Norovirus,0.25,375,2,E_only,FreqThresh(p=85),0.3768
Norovirus,0.25,375,2,E_only,"SWAN(w=10,k=1.5)",0.2962
Norovirus,0.25,375,2,E_only,KDE(p=80),0.1742
Norovirus,0.25,375,3,E*rare,Wavelet(t=1.5),0.1965
Norovirus,0.25,375,3,E*rare,FreqThresh(p=85),0.2091
Norovirus,0.25,375,3,E*rare,"SWAN(w=10,k=1.5)",0.1997
Norovirus,0.25,375,3,E*rare,KDE(p=80),0.2317
Norovirus,0.25,375,3,P*E*rare,Wavelet(t=1.5),0.1753
Norovirus,0.25,375,3,P*E*rare,FreqThresh(p=85),0.3154
Norovirus,0.25,375,3,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.25,375,3,P*E*rare,KDE(p=80),0.2515
Norovirus,0.25,375,3,P*E,Wavelet(t=1.5),0.2166
Norovirus,0.25,375,3,P*E,FreqThresh(p=85),0.3922
Norovirus,0.25,375,3,P*E,"SWAN(w=10,k=1.5)",0.3009
Norovirus,0.25,375,3,P*E,KDE(p=80),0.2124
Norovirus,0.25,375,3,H-score,Wavelet(t=1.5),0.1801
