pathogen,scoring,detector,family,mcc,precision,recall,f1,n_detected
Norovirus,freq,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.085146,0.012448,0.2,0.023437,241
Norovirus,freq,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.039018,0.021739,0.4,0.041237,276
Norovirus,freq,Spectral(z=1.5),Spectral,0.176906,0.135135,0.333333,0.192308,37
Norovirus,freq,Spectral(z=2.0),Spectral,0.123401,0.12,0.2,0.15,25
Norovirus,freq,Bayes(prior=0.1),Bayes,0.140644,0.142857,0.2,0.166667,21
Norovirus,freq,Bayes(prior=0.15),Bayes,0.29165,0.195122,0.533333,0.285714,41
Norovirus,freq,AdaptWin(s=90),AdaptWin,0.376771,0.243902,0.666667,0.357143,41
Norovirus,freq,AdaptWin(s=85),AdaptWin,0.308408,0.175439,0.666667,0.277778,57
Norovirus,freq,FreqThresh(p=80),FreqThresh,0.28349,0.153846,0.666667,0.25,65
Norovirus,freq,FreqThresh(p=85),FreqThresh,0.260177,0.163265,0.533333,0.25,49
Norovirus,freq,FreqThresh(p=90),FreqThresh,0.285965,0.212121,0.466667,0.291667,33
Norovirus,freq,FreqThresh(p=95),FreqThresh,0.09839,0.117647,0.133333,0.125,17
Norovirus,freq,"SWAN(w=10,k=1.0)",SWAN,0.342944,0.208333,0.666667,0.31746,48
Norovirus,freq,"SWAN(w=10,k=1.5)",SWAN,0.382271,0.25,0.666667,0.363636,40
Norovirus,freq,"SWAN(w=10,k=2.0)",SWAN,0.382271,0.25,0.666667,0.363636,40
Norovirus,freq,"SWAN(w=20,k=1.0)",SWAN,0.356532,0.222222,0.666667,0.333333,45
Norovirus,freq,"SWAN(w=20,k=1.5)",SWAN,0.361347,0.227273,0.666667,0.338983,44
Norovirus,freq,"SWAN(w=20,k=2.0)",SWAN,0.361347,0.227273,0.666667,0.338983,44
Norovirus,freq,"SWAN(w=50,k=1.0)",SWAN,0.330495,0.196078,0.666667,0.30303,51
Norovirus,freq,"SWAN(w=50,k=1.5)",SWAN,0.338676,0.204082,0.666667,0.3125,49
Norovirus,freq,"SWAN(w=50,k=2.0)",SWAN,0.356532,0.222222,0.666667,0.333333,45
Norovirus,freq,MutClust-Orig(g=10),MutClust-Orig,0.177007,0.071006,0.8,0.130435,169
Norovirus,entropy,Wavelet(t=1.0),Wavelet,0.22457,0.10989,0.666667,0.188679,91
Norovirus,entropy,Wavelet(t=1.5),Wavelet,0.315398,0.181818,0.666667,0.285714,55
Norovirus,entropy,Wavelet(t=2.0),Wavelet,0.349805,0.236842,0.6,0.339623,38
Norovirus,entropy,KDE(p=75),KDE,0.293892,0.11194,1.0,0.201342,134
Norovirus,entropy,KDE(p=80),KDE,0.28138,0.12037,0.866667,0.211382,108
Norovirus,entropy,KDE(p=85),KDE,0.307403,0.148148,0.8,0.25,81
Norovirus,entropy,SlidingTest(p=0.01),SlidingTest,0.278123,0.1375,0.733333,0.231579,80
Norovirus,entropy,SlidingTest(p=0.05),SlidingTest,0.304258,0.135417,0.866667,0.234234,96
Norovirus,entropy,GradPeak(p=0.2),GradPeak,0.162939,0.176471,0.2,0.1875,17
Norovirus,entropy,GradPeak(p=0.5),GradPeak,0.218876,0.4,0.133333,0.2,5
Norovirus,entropy,LocalContrast(z=1.0),LocalContrast,0.144881,0.092308,0.4,0.15,65
Norovirus,entropy,LocalContrast(z=1.5),LocalContrast,0.017178,0.036364,0.133333,0.057143,55
Norovirus,entropy,LocalContrast(z=2.0),LocalContrast,-0.002796,0.026316,0.066667,0.037736,38
Norovirus,entropy,"CUSUM(d=0.3,h=3.0)",CUSUM,0.282326,0.277778,0.333333,0.30303,18
Norovirus,entropy,"CUSUM(d=0.5,h=4.0)",CUSUM,0.127246,0.166667,0.133333,0.148148,12
Norovirus,entropy,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.024561,0.0,0.0,0.0,11
Norovirus,entropy,AdaptiveKnee,AdaptiveKnee,0.226408,0.111111,0.666667,0.190476,90
Norovirus,entropy,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.090984,0.009434,0.133333,0.017621,212
Norovirus,entropy,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.069177,0.015873,0.266667,0.029963,252
Norovirus,entropy,Spectral(z=1.5),Spectral,0.116461,0.093023,0.266667,0.137931,43
Norovirus,entropy,Spectral(z=2.0),Spectral,0.151796,0.129032,0.266667,0.173913,31
Norovirus,entropy,Bayes(prior=0.1),Bayes,0.184988,0.214286,0.2,0.206897,14
Norovirus,entropy,Bayes(prior=0.15),Bayes,0.281444,0.166667,0.6,0.26087,54
Norovirus,entropy,AdaptWin(s=90),AdaptWin,0.376771,0.243902,0.666667,0.357143,41
Norovirus,entropy,AdaptWin(s=85),AdaptWin,0.305038,0.172414,0.666667,0.273973,58
Norovirus,entropy,FreqThresh(p=80),FreqThresh,0.28349,0.153846,0.666667,0.25,65
Norovirus,entropy,FreqThresh(p=85),FreqThresh,0.260177,0.163265,0.533333,0.25,49
Norovirus,entropy,FreqThresh(p=90),FreqThresh,0.285965,0.212121,0.466667,0.291667,33
Norovirus,entropy,FreqThresh(p=95),FreqThresh,0.162939,0.176471,0.2,0.1875,17
Norovirus,entropy,"SWAN(w=10,k=1.0)",SWAN,0.32657,0.192308,0.666667,0.298507,52
Norovirus,entropy,"SWAN(w=10,k=1.5)",SWAN,0.356532,0.222222,0.666667,0.333333,45
Norovirus,entropy,"SWAN(w=10,k=2.0)",SWAN,0.366319,0.232558,0.666667,0.344828,43
Norovirus,entropy,"SWAN(w=20,k=1.0)",SWAN,0.338676,0.204082,0.666667,0.3125,49
Norovirus,entropy,"SWAN(w=20,k=1.5)",SWAN,0.338676,0.204082,0.666667,0.3125,49
Norovirus,entropy,"SWAN(w=20,k=2.0)",SWAN,0.347338,0.212766,0.666667,0.322581,47
Norovirus,entropy,"SWAN(w=50,k=1.0)",SWAN,0.298532,0.166667,0.666667,0.266667,60
Norovirus,entropy,"SWAN(w=50,k=1.5)",SWAN,0.305038,0.172414,0.666667,0.273973,58
Norovirus,entropy,"SWAN(w=50,k=2.0)",SWAN,0.315398,0.181818,0.666667,0.285714,55
Norovirus,entropy,MutClust-Orig(g=10),MutClust-Orig,0.093687,0.042705,0.8,0.081081,281
Norovirus,rare_freq,Wavelet(t=1.0),Wavelet,0.067174,0.056338,0.266667,0.093023,71
Norovirus,rare_freq,Wavelet(t=1.5),Wavelet,0.085354,0.078947,0.2,0.113208,38
Norovirus,rare_freq,Wavelet(t=2.0),Wavelet,0.140644,0.142857,0.2,0.166667,21
Norovirus,rare_freq,KDE(p=75),KDE,0.293892,0.11194,1.0,0.201342,134
Norovirus,rare_freq,KDE(p=80),KDE,0.337782,0.138889,1.0,0.243902,108
Norovirus,rare_freq,KDE(p=85),KDE,0.244237,0.123457,0.666667,0.208333,81
Norovirus,rare_freq,SlidingTest(p=0.01),SlidingTest,0.211819,0.121212,0.533333,0.197531,66
Norovirus,rare_freq,SlidingTest(p=0.05),SlidingTest,0.205042,0.105882,0.6,0.18,85
Norovirus,rare_freq,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
Norovirus,rare_freq,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Norovirus,rare_freq,LocalContrast(z=1.0),LocalContrast,0.000436,0.028169,0.133333,0.046512,71
Norovirus,rare_freq,LocalContrast(z=1.5),LocalContrast,0.011513,0.033333,0.133333,0.053333,60
Norovirus,rare_freq,LocalContrast(z=2.0),LocalContrast,0.00094,0.028571,0.066667,0.04,35
Norovirus,rare_freq,"CUSUM(d=0.3,h=3.0)",CUSUM,0.085963,0.1,0.133333,0.114286,20
Norovirus,rare_freq,"CUSUM(d=0.5,h=4.0)",CUSUM,0.127246,0.166667,0.133333,0.148148,12
Norovirus,rare_freq,"CUSUM(d=0.5,h=5.0)",CUSUM,0.143805,0.2,0.133333,0.16,10
Norovirus,rare_freq,AdaptiveKnee,AdaptiveKnee,0.059772,0.048077,0.333333,0.084034,104
Norovirus,rare_freq,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.06324,0.046512,0.4,0.083333,129
Norovirus,rare_freq,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.059069,0.040816,0.533333,0.075829,196
Norovirus,rare_freq,Spectral(z=1.5),Spectral,0.072884,0.068182,0.2,0.101695,44
Norovirus,rare_freq,Spectral(z=2.0),Spectral,0.064361,0.074074,0.133333,0.095238,27
Norovirus,rare_freq,Bayes(prior=0.1),Bayes,-0.014713,0.0,0.0,0.0,4
Norovirus,rare_freq,Bayes(prior=0.15),Bayes,0.044855,0.055556,0.133333,0.078431,36
Norovirus,rare_freq,AdaptWin(s=90),AdaptWin,0.109553,0.086957,0.266667,0.131148,46
Norovirus,rare_freq,AdaptWin(s=85),AdaptWin,0.071273,0.058824,0.266667,0.096386,68
Norovirus,rare_freq,FreqThresh(p=80),FreqThresh,0.044738,0.048387,0.2,0.077922,62
Norovirus,rare_freq,FreqThresh(p=85),FreqThresh,0.026016,0.041667,0.133333,0.063492,48
Norovirus,rare_freq,FreqThresh(p=90),FreqThresh,0.052731,0.0625,0.133333,0.085106,32
Norovirus,rare_freq,FreqThresh(p=95),FreqThresh,0.10318,0.125,0.133333,0.129032,16
Norovirus,rare_freq,"SWAN(w=10,k=1.0)",SWAN,0.167475,0.089888,0.533333,0.153846,89
Norovirus,rare_freq,"SWAN(w=10,k=1.5)",SWAN,0.165366,0.097222,0.466667,0.16092,72
Norovirus,rare_freq,"SWAN(w=10,k=2.0)",SWAN,0.209062,0.132075,0.466667,0.205882,53
Norovirus,rare_freq,"SWAN(w=20,k=1.0)",SWAN,0.161228,0.086022,0.533333,0.148148,93
Norovirus,rare_freq,"SWAN(w=20,k=1.5)",SWAN,0.188514,0.103896,0.533333,0.173913,77
Norovirus,rare_freq,"SWAN(w=20,k=2.0)",SWAN,0.177394,0.106061,0.466667,0.17284,66
Norovirus,rare_freq,"SWAN(w=50,k=1.0)",SWAN,0.181071,0.098765,0.533333,0.166667,81
Norovirus,rare_freq,"SWAN(w=50,k=1.5)",SWAN,0.188514,0.103896,0.533333,0.173913,77
Norovirus,rare_freq,"SWAN(w=50,k=2.0)",SWAN,0.192422,0.106667,0.533333,0.177778,75
Norovirus,rare_freq,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0
Norovirus,homoplasy,Wavelet(t=1.0),Wavelet,0.222758,0.108696,0.666667,0.186916,92
Norovirus,homoplasy,Wavelet(t=1.5),Wavelet,0.240843,0.145455,0.533333,0.228571,55
Norovirus,homoplasy,Wavelet(t=2.0),Wavelet,0.177045,0.16,0.266667,0.2,25
Norovirus,homoplasy,KDE(p=75),KDE,0.241644,0.097015,0.866667,0.174497,134
Norovirus,homoplasy,KDE(p=80),KDE,0.253179,0.111111,0.8,0.195122,108
Norovirus,homoplasy,KDE(p=85),KDE,0.307403,0.148148,0.8,0.25,81
Norovirus,homoplasy,SlidingTest(p=0.01),SlidingTest,0.31335,0.132075,0.933333,0.231405,106
Norovirus,homoplasy,SlidingTest(p=0.05),SlidingTest,0.292055,0.118644,0.933333,0.210526,118
Norovirus,homoplasy,GradPeak(p=0.2),GradPeak,0.279394,0.428571,0.2,0.272727,7
Norovirus,homoplasy,GradPeak(p=0.5),GradPeak,-0.007336,0.0,0.0,0.0,1
Norovirus,homoplasy,LocalContrast(z=1.0),LocalContrast,0.229444,0.123288,0.6,0.204545,73
Norovirus,homoplasy,LocalContrast(z=1.5),LocalContrast,0.21484,0.137255,0.466667,0.212121,51
Norovirus,homoplasy,LocalContrast(z=2.0),LocalContrast,0.160991,0.119048,0.333333,0.175439,42
Norovirus,homoplasy,"CUSUM(d=0.3,h=3.0)",CUSUM,0.503754,0.45,0.6,0.514286,20
Norovirus,homoplasy,"CUSUM(d=0.5,h=4.0)",CUSUM,0.414442,0.461538,0.4,0.428571,13
Norovirus,homoplasy,"CUSUM(d=0.5,h=5.0)",CUSUM,0.394606,0.5,0.333333,0.4,10
Norovirus,homoplasy,AdaptiveKnee,AdaptiveKnee,0.293716,0.119658,0.933333,0.212121,117
Norovirus,homoplasy,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.077348,0.013158,0.2,0.024691,228
Norovirus,homoplasy,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.141953,0.011268,0.266667,0.021622,355
Norovirus,homoplasy,Spectral(z=1.5),Spectral,0.339226,0.225,0.6,0.327273,40
Norovirus,homoplasy,Spectral(z=2.0),Spectral,0.374681,0.296296,0.533333,0.380952,27
Norovirus,homoplasy,Bayes(prior=0.1),Bayes,0.175146,0.5,0.066667,0.117647,2
Norovirus,homoplasy,Bayes(prior=0.15),Bayes,0.510229,0.416667,0.666667,0.512821,24
Norovirus,homoplasy,AdaptWin(s=90),AdaptWin,0.429806,0.222222,0.933333,0.358974,63
Norovirus,homoplasy,AdaptWin(s=85),AdaptWin,0.266378,0.103704,0.933333,0.186667,135
Norovirus,homoplasy,FreqThresh(p=80),FreqThresh,0.35231,0.159091,0.933333,0.271845,88
Norovirus,homoplasy,FreqThresh(p=85),FreqThresh,0.387447,0.2,0.866667,0.325,65
Norovirus,homoplasy,FreqThresh(p=90),FreqThresh,0.484974,0.295455,0.866667,0.440678,44
Norovirus,homoplasy,FreqThresh(p=95),FreqThresh,0.478053,0.409091,0.6,0.486486,22
Norovirus,homoplasy,"SWAN(w=10,k=1.0)",SWAN,0.321185,0.137255,0.933333,0.239316,102
Norovirus,homoplasy,"SWAN(w=10,k=1.5)",SWAN,0.336404,0.158537,0.866667,0.268041,82
Norovirus,homoplasy,"SWAN(w=10,k=2.0)",SWAN,0.3644,0.180556,0.866667,0.298851,72
Norovirus,homoplasy,"SWAN(w=20,k=1.0)",SWAN,0.311454,0.130841,0.933333,0.229508,107
Norovirus,homoplasy,"SWAN(w=20,k=1.5)",SWAN,0.335959,0.147368,0.933333,0.254545,95
Norovirus,homoplasy,"SWAN(w=20,k=2.0)",SWAN,0.367828,0.170732,0.933333,0.28866,82
Norovirus,homoplasy,"SWAN(w=50,k=1.0)",SWAN,0.292055,0.118644,0.933333,0.210526,118
Norovirus,homoplasy,"SWAN(w=50,k=1.5)",SWAN,0.321185,0.137255,0.933333,0.239316,102
Norovirus,homoplasy,"SWAN(w=50,k=2.0)",SWAN,0.32321,0.138614,0.933333,0.241379,101
Norovirus,homoplasy,MutClust-Orig(g=10),MutClust-Orig,0.139946,0.047022,1.0,0.08982,319
Norovirus,esm2_llr,Wavelet(t=1.0),Wavelet,-0.083253,0.0,0.0,0.0,104
Norovirus,esm2_llr,Wavelet(t=1.5),Wavelet,-0.057377,0.0,0.0,0.0,55
Norovirus,esm2_llr,Wavelet(t=2.0),Wavelet,-0.041315,0.0,0.0,0.0,30
Norovirus,esm2_llr,KDE(p=75),KDE,0.163273,0.074627,0.666667,0.134228,134
Norovirus,esm2_llr,KDE(p=80),KDE,0.112173,0.064815,0.466667,0.113821,108
Norovirus,esm2_llr,KDE(p=85),KDE,0.023157,0.037037,0.2,0.0625,81
Norovirus,esm2_llr,SlidingTest(p=0.01),SlidingTest,0.062335,0.046154,0.4,0.082759,130
Norovirus,esm2_llr,SlidingTest(p=0.05),SlidingTest,0.124338,0.051282,0.8,0.096386,234
Norovirus,esm2_llr,GradPeak(p=0.2),GradPeak,0.093953,0.111111,0.133333,0.121212,18
Norovirus,esm2_llr,GradPeak(p=0.5),GradPeak,-0.014713,0.0,0.0,0.0,4
Norovirus,esm2_llr,LocalContrast(z=1.0),LocalContrast,0.071273,0.058824,0.266667,0.096386,68
Norovirus,esm2_llr,LocalContrast(z=1.5),LocalContrast,0.030212,0.044444,0.133333,0.066667,45
Norovirus,esm2_llr,LocalContrast(z=2.0),LocalContrast,0.006419,0.032258,0.066667,0.043478,31
Norovirus,esm2_llr,"CUSUM(d=0.3,h=3.0)",CUSUM,0.024039,0.047619,0.066667,0.055556,21
Norovirus,esm2_llr,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.020886,0.0,0.0,0.0,8
Norovirus,esm2_llr,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.019519,0.0,0.0,0.0,7
Norovirus,esm2_llr,AdaptiveKnee,AdaptiveKnee,0.037906,0.05,0.133333,0.072727,40
Norovirus,esm2_llr,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.063969,0.021164,0.533333,0.040712,378
Norovirus,esm2_llr,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.003981,0.028169,0.933333,0.054688,497
Norovirus,esm2_llr,Spectral(z=1.5),Spectral,0.011002,0.035714,0.066667,0.046512,28
Norovirus,esm2_llr,Spectral(z=2.0),Spectral,0.031161,0.055556,0.066667,0.060606,18
Norovirus,esm2_llr,Bayes(prior=0.1),Bayes,-0.010384,0.0,0.0,0.0,2
Norovirus,esm2_llr,Bayes(prior=0.15),Bayes,0.043137,0.071429,0.066667,0.068966,14
Norovirus,esm2_llr,AdaptWin(s=90),AdaptWin,0.150822,0.064327,0.733333,0.11828,171
Norovirus,esm2_llr,AdaptWin(s=85),AdaptWin,0.143914,0.051282,0.933333,0.097222,273
Norovirus,esm2_llr,FreqThresh(p=80),FreqThresh,0.083972,0.055556,0.4,0.097561,108
Norovirus,esm2_llr,FreqThresh(p=85),FreqThresh,0.086323,0.061728,0.333333,0.104167,81
Norovirus,esm2_llr,FreqThresh(p=90),FreqThresh,0.055952,0.055556,0.2,0.086957,54
Norovirus,esm2_llr,FreqThresh(p=95),FreqThresh,0.012641,0.037037,0.066667,0.047619,27
Norovirus,esm2_llr,"SWAN(w=10,k=1.0)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,"SWAN(w=10,k=1.5)",SWAN,0.12404,0.054187,0.733333,0.100917,203
Norovirus,esm2_llr,"SWAN(w=10,k=2.0)",SWAN,0.063159,0.044025,0.466667,0.08046,159
Norovirus,esm2_llr,"SWAN(w=20,k=1.0)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,"SWAN(w=20,k=1.5)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,"SWAN(w=20,k=2.0)",SWAN,0.175819,0.061947,0.933333,0.116183,226
Norovirus,esm2_llr,"SWAN(w=50,k=1.0)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,"SWAN(w=50,k=1.5)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,"SWAN(w=50,k=2.0)",SWAN,0.173595,0.061135,0.933333,0.114754,229
Norovirus,esm2_llr,MutClust-Orig(g=10),MutClust-Orig,0.048833,0.030303,1.0,0.058824,495
Norovirus,plddt_inv,Wavelet(t=1.0),Wavelet,-0.064132,0.0,0.0,0.0,67
Norovirus,plddt_inv,Wavelet(t=1.5),Wavelet,-0.053822,0.0,0.0,0.0,49
Norovirus,plddt_inv,Wavelet(t=2.0),Wavelet,-0.044848,0.0,0.0,0.0,35
Norovirus,plddt_inv,KDE(p=75),KDE,-0.097964,0.0,0.0,0.0,134
Norovirus,plddt_inv,KDE(p=80),KDE,-0.085235,0.0,0.0,0.0,108
Norovirus,plddt_inv,KDE(p=85),KDE,-0.071592,0.0,0.0,0.0,81
Norovirus,plddt_inv,SlidingTest(p=0.01),SlidingTest,-0.067908,0.0,0.0,0.0,74
Norovirus,plddt_inv,SlidingTest(p=0.05),SlidingTest,-0.069497,0.0,0.0,0.0,77
Norovirus,plddt_inv,GradPeak(p=0.2),GradPeak,-0.044848,0.0,0.0,0.0,35
Norovirus,plddt_inv,GradPeak(p=0.5),GradPeak,-0.04204,0.0,0.0,0.0,31
Norovirus,plddt_inv,LocalContrast(z=1.0),LocalContrast,-0.01647,0.021978,0.133333,0.037736,91
Norovirus,plddt_inv,LocalContrast(z=1.5),LocalContrast,0.013723,0.034483,0.133333,0.054795,58
Norovirus,plddt_inv,LocalContrast(z=2.0),LocalContrast,-0.034264,0.0,0.0,0.0,21
Norovirus,plddt_inv,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.042755,0.0,0.0,0.0,32
Norovirus,plddt_inv,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.037531,0.0,0.0,0.0,25
Norovirus,plddt_inv,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.033405,0.0,0.0,0.0,20
Norovirus,plddt_inv,AdaptiveKnee,AdaptiveKnee,-0.063995,0.008333,0.066667,0.014815,120
Norovirus,plddt_inv,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.026115,0.031073,0.733333,0.059621,354
Norovirus,plddt_inv,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.056207,0.031056,1.0,0.060241,483
Norovirus,plddt_inv,Spectral(z=1.5),Spectral,-0.037531,0.0,0.0,0.0,25
Norovirus,plddt_inv,Spectral(z=2.0),Spectral,-0.026751,0.0,0.0,0.0,13
Norovirus,plddt_inv,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Norovirus,plddt_inv,Bayes(prior=0.15),Bayes,-0.046871,0.0,0.0,0.0,38
Norovirus,plddt_inv,AdaptWin(s=90),AdaptWin,-0.07469,0.0,0.0,0.0,87
Norovirus,plddt_inv,AdaptWin(s=85),AdaptWin,-0.086715,0.0,0.0,0.0,111
Norovirus,plddt_inv,FreqThresh(p=80),FreqThresh,-0.056441,0.009346,0.066667,0.016393,107
Norovirus,plddt_inv,FreqThresh(p=85),FreqThresh,-0.071592,0.0,0.0,0.0,81
Norovirus,plddt_inv,FreqThresh(p=90),FreqThresh,-0.056794,0.0,0.0,0.0,54
Norovirus,plddt_inv,FreqThresh(p=95),FreqThresh,-0.03908,0.0,0.0,0.0,27
Norovirus,plddt_inv,"SWAN(w=10,k=1.0)",SWAN,-0.085235,0.0,0.0,0.0,108
Norovirus,plddt_inv,"SWAN(w=10,k=1.5)",SWAN,-0.082259,0.0,0.0,0.0,102
Norovirus,plddt_inv,"SWAN(w=10,k=2.0)",SWAN,-0.082259,0.0,0.0,0.0,102
Norovirus,plddt_inv,"SWAN(w=20,k=1.0)",SWAN,-0.077744,0.0,0.0,0.0,93
Norovirus,plddt_inv,"SWAN(w=20,k=1.5)",SWAN,-0.073147,0.0,0.0,0.0,84
Norovirus,plddt_inv,"SWAN(w=20,k=2.0)",SWAN,-0.067908,0.0,0.0,0.0,74
Norovirus,plddt_inv,"SWAN(w=50,k=1.0)",SWAN,-0.082756,0.0,0.0,0.0,103
Norovirus,plddt_inv,"SWAN(w=50,k=1.5)",SWAN,-0.073147,0.0,0.0,0.0,84
Norovirus,plddt_inv,"SWAN(w=50,k=2.0)",SWAN,-0.073147,0.0,0.0,0.0,84
Norovirus,plddt_inv,MutClust-Orig(g=10),MutClust-Orig,0.007336,0.028037,1.0,0.054545,535
Norovirus,sasa,Wavelet(t=1.0),Wavelet,-0.066302,0.0,0.0,0.0,71
Norovirus,sasa,Wavelet(t=1.5),Wavelet,-0.053215,0.0,0.0,0.0,48
Norovirus,sasa,Wavelet(t=2.0),Wavelet,-0.043461,0.0,0.0,0.0,33
Norovirus,sasa,KDE(p=75),KDE,0.267768,0.104478,0.933333,0.187919,134
Norovirus,sasa,KDE(p=80),KDE,0.253179,0.111111,0.8,0.195122,108
Norovirus,sasa,KDE(p=85),KDE,0.244237,0.123457,0.666667,0.208333,81
Norovirus,sasa,SlidingTest(p=0.01),SlidingTest,0.193545,0.073446,0.866667,0.135417,177
Norovirus,sasa,SlidingTest(p=0.05),SlidingTest,0.224381,0.076923,1.0,0.142857,195
Norovirus,sasa,GradPeak(p=0.2),GradPeak,0.036708,0.0625,0.066667,0.064516,16
Norovirus,sasa,GradPeak(p=0.5),GradPeak,-0.01273,0.0,0.0,0.0,3
Norovirus,sasa,LocalContrast(z=1.0),LocalContrast,0.015483,0.033708,0.2,0.057692,89
Norovirus,sasa,LocalContrast(z=1.5),LocalContrast,-0.050742,0.0,0.0,0.0,44
Norovirus,sasa,LocalContrast(z=2.0),LocalContrast,-0.029764,0.0,0.0,0.0,16
Norovirus,sasa,"CUSUM(d=0.3,h=3.0)",CUSUM,0.0036,0.030303,0.066667,0.041667,33
Norovirus,sasa,"CUSUM(d=0.5,h=4.0)",CUSUM,0.039795,0.066667,0.066667,0.066667,15
Norovirus,sasa,"CUSUM(d=0.5,h=5.0)",CUSUM,0.060205,0.1,0.066667,0.08,10
Norovirus,sasa,AdaptiveKnee,AdaptiveKnee,0.108017,0.068182,0.4,0.116505,88
Norovirus,sasa,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.088377,0.057692,0.4,0.10084,104
Norovirus,sasa,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.078542,0.039216,0.8,0.074766,306
Norovirus,sasa,Spectral(z=1.5),Spectral,-0.050742,0.0,0.0,0.0,44
Norovirus,sasa,Spectral(z=2.0),Spectral,-0.032528,0.0,0.0,0.0,19
Norovirus,sasa,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Norovirus,sasa,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0
Norovirus,sasa,AdaptWin(s=90),AdaptWin,0.211806,0.076503,0.933333,0.141414,183
Norovirus,sasa,AdaptWin(s=85),AdaptWin,0.18915,0.062762,1.0,0.11811,239
Norovirus,sasa,FreqThresh(p=80),FreqThresh,0.09533,0.061224,0.4,0.106195,98
Norovirus,sasa,FreqThresh(p=85),FreqThresh,0.09605,0.067568,0.333333,0.11236,74
Norovirus,sasa,FreqThresh(p=90),FreqThresh,0.063927,0.061224,0.2,0.09375,49
Norovirus,sasa,FreqThresh(p=95),FreqThresh,-0.037531,0.0,0.0,0.0,25
Norovirus,sasa,"SWAN(w=10,k=1.0)",SWAN,0.189862,0.067308,0.933333,0.125561,208
Norovirus,sasa,"SWAN(w=10,k=1.5)",SWAN,0.190681,0.067633,0.933333,0.126126,207
Norovirus,sasa,"SWAN(w=10,k=2.0)",SWAN,0.206236,0.074074,0.933333,0.137255,189
Norovirus,sasa,"SWAN(w=20,k=1.0)",SWAN,0.194842,0.069307,0.933333,0.129032,202
Norovirus,sasa,"SWAN(w=20,k=1.5)",SWAN,0.204425,0.073298,0.933333,0.135922,191
Norovirus,sasa,"SWAN(w=20,k=2.0)",SWAN,0.206236,0.074074,0.933333,0.137255,189
Norovirus,sasa,"SWAN(w=50,k=1.0)",SWAN,0.187431,0.066351,0.933333,0.123894,211
Norovirus,sasa,"SWAN(w=50,k=1.5)",SWAN,0.196539,0.07,0.933333,0.130233,200
Norovirus,sasa,"SWAN(w=50,k=2.0)",SWAN,0.197395,0.070352,0.933333,0.130841,199
Norovirus,sasa,MutClust-Orig(g=10),MutClust-Orig,0.052604,0.030675,1.0,0.059524,489
Norovirus,grantham,Wavelet(t=1.0),Wavelet,-0.035116,0.013514,0.066667,0.022472,74
Norovirus,grantham,Wavelet(t=1.5),Wavelet,-0.046204,0.0,0.0,0.0,37
Norovirus,grantham,Wavelet(t=2.0),Wavelet,-0.03163,0.0,0.0,0.0,18
Norovirus,grantham,KDE(p=75),KDE,0.293892,0.11194,1.0,0.201342,134
Norovirus,grantham,KDE(p=80),KDE,0.337782,0.138889,1.0,0.243902,108
Norovirus,grantham,KDE(p=85),KDE,0.244237,0.123457,0.666667,0.208333,81
Norovirus,grantham,SlidingTest(p=0.01),SlidingTest,0.214355,0.178571,0.333333,0.232558,28
Norovirus,grantham,SlidingTest(p=0.05),SlidingTest,0.1909,0.116667,0.466667,0.186667,60
Norovirus,grantham,GradPeak(p=0.2),GradPeak,0.005019,0.029703,0.2,0.051724,101
Norovirus,grantham,GradPeak(p=0.5),GradPeak,0.006689,0.030303,0.2,0.052632,99
